"1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3","1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3","1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3","1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3","1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3","1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,"1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3","1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3","1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3","1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3","1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+","1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
0.0,0.3612369294307752,0.8843369569872775,0.943618037240197,0.7267866926800004,0.4596853220220587,0.9126927031970888,0.9205857949304715,1.5577121236503284,-1.0,1.2236141074331455,0.671123180125323,0.7891754131233978,1.5389392036088207,0.7730179809333426,0.645658017190113,-1.0
0.3612369294307752,0.0,0.5033857099854688,1.2102300076498553,0.6493291261449682,0.8572191359340697,0.9065445848115362,0.7477940292145207,1.3186473850057763,-1.0,1.347741890841415,0.7798596812337274,0.9813221808105677,1.3405444549668135,0.7302970775108099,0.831012451744608,-1.0
0.8843369569872775,0.5033857099854688,0.0,1.4666738439668654,0.8427784671693658,0.9109583085345843,0.8133502682716744,1.1677934140457396,0.9459295927719787,-1.0,1.703254505952179,1.1439381641185289,1.2882070016039933,1.5721474595858898,1.1317606804920395,0.8841613856014425,-1.0
0.943618037240197,1.2102300076498553,1.4666738439668654,0.0,1.0359466307650085,0.9827783667949512,0.9784946792974287,1.3897985331958933,1.9020070082550744,-1.0,1.8205718049897341,0.5780917763201213,0.2500153352130675,1.3861589511523493,1.2728652616719442,1.1335636831546276,-1.0
0.7267866926800004,0.6493291261449682,0.8427784671693658,1.0359466307650085,0.0,0.9215643870933585,0.9195381453312256,0.33490466970840294,0.9626005170384951,-1.0,1.7624637796415703,0.8125305518815049,0.80866903344561,1.6766259013112819,0.22060622994008627,1.0919948353568103,-1.0
0.4596853220220587,0.8572191359340697,0.9109583085345843,0.9827783667949512,0.9215643870933585,0.0,0.9362689205369407,1.326070830233902,1.528982429931802,-1.0,1.504507389987353,1.0055003249575796,1.1358317605328232,1.777757960393641,1.172882588693162,0.2870203268214977,-1.0
0.9126927031970888,0.9065445848115362,0.8133502682716744,0.9784946792974287,0.9195381453312256,0.9362689205369407,0.0,0.9126592704298648,1.0058142898744589,-1.0,1.566097994147769,0.9315238188699866,0.9448503454253525,1.1098778573628545,1.1252417131214951,0.9785086517071587,-1.0
0.9205857949304715,0.7477940292145207,1.1677934140457396,1.3897985331958933,0.33490466970840294,1.326070830233902,0.9126592704298648,0.0,1.2640438597973453,-1.0,1.6254590337823813,0.7484606020347949,0.8890334369097688,1.351775181396008,0.2922521133842889,1.5570813835147774,-1.0
1.5577121236503284,1.3186473850057763,0.9459295927719787,1.9020070082550744,0.9626005170384951,1.528982429931802,1.0058142898744589,1.2640438597973453,0.0,-1.0,2.0,1.9796469823973633,1.8315360906876383,1.7630679085667742,1.360520861109699,1.2670675753439402,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.2236141074331455,1.347741890841415,1.703254505952179,1.8205718049897341,1.7624637796415703,1.504507389987353,1.566097994147769,1.6254590337823813,2.0,-1.0,0.0,1.6296229674804956,1.7676370806384716,0.8513161630787088,1.8697645052125544,1.304808540380944,-1.0
0.671123180125323,0.7798596812337274,1.1439381641185289,0.5780917763201213,0.8125305518815049,1.0055003249575796,0.9315238188699866,0.7484606020347949,1.9796469823973633,-1.0,1.6296229674804956,0.0,0.18964960601767802,1.5038811398847145,0.86254963411893,1.3504834347316368,-1.0
0.7891754131233978,0.9813221808105677,1.2882070016039933,0.2500153352130675,0.80866903344561,1.1358317605328232,0.9448503454253525,0.8890334369097688,1.8315360906876383,-1.0,1.7676370806384716,0.18964960601767802,0.0,1.3599425361296882,0.9070387503083241,1.355995144222162,-1.0
1.5389392036088207,1.3405444549668135,1.5721474595858898,1.3861589511523493,1.6766259013112819,1.777757960393641,1.1098778573628545,1.351775181396008,1.7630679085667742,-1.0,0.8513161630787088,1.5038811398847145,1.3599425361296882,0.0,1.7177567051978644,1.5425972365610046,-1.0
0.7730179809333426,0.7302970775108099,1.1317606804920395,1.2728652616719442,0.22060622994008627,1.172882588693162,1.1252417131214951,0.2922521133842889,1.360520861109699,-1.0,1.8697645052125544,0.86254963411893,0.9070387503083241,1.7177567051978644,0.0,1.3652998763417779,-1.0
0.645658017190113,0.831012451744608,0.8841613856014425,1.1335636831546276,1.0919948353568103,0.2870203268214977,0.9785086517071587,1.5570813835147774,1.2670675753439402,-1.0,1.304808540380944,1.3504834347316368,1.355995144222162,1.5425972365610046,1.3652998763417779,0.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
