"1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3","1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3","1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3","1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3","1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3","1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,"1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3","1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3","1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3","1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3","1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+","1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
0.0,0.7630770809154667,1.433682796850712,0.8695690513373855,1.7194032030626587,1.4552033551289103,1.5808647788772676,1.491467405309571,1.628263262873365,-1.0,1.3811190672318594,0.9415633885503413,0.8913622178662965,1.3818865644586529,1.3259573305405141,1.3845069961504866,-1.0
0.7630770809154667,0.0,1.1873980912946658,1.2643854936790189,1.5901879588120245,1.5030225327686328,1.5134480413344915,1.2700784506964164,1.2574589446638993,-1.0,1.370033233145077,1.036735588960151,1.092254122591461,1.6450822116796808,1.0421779937098767,1.6146245982005758,-1.0
1.433682796850712,1.1873980912946658,0.0,1.5976617117071052,1.3330170271231017,1.3873695941204451,0.9231600456506509,1.2655544458801478,0.685401394619328,-1.0,1.6238593302160063,1.4030941952290377,1.556943444559371,1.1850248209007874,1.0641993568502377,1.3041415893401562,-1.0
0.8695690513373855,1.2643854936790189,1.5976617117071052,0.0,1.3089662855890014,1.287382111394787,1.7012278998850354,1.1609982665315133,1.9115525839607785,-1.0,1.5978480559264394,0.7257819965423539,0.7289016810927816,1.4357251156271198,1.2025766519968175,1.5545226398579974,-1.0
1.7194032030626587,1.5901879588120245,1.3330170271231017,1.3089662855890014,0.0,1.3606859558058213,1.6090925900477535,0.9054235389010195,1.182585469493604,-1.0,1.3465685676004444,1.3015088844575542,1.6843217139000222,1.3865406031799419,0.7442642483695946,1.2194404803380532,-1.0
1.4552033551289103,1.5030225327686328,1.3873695941204451,1.287382111394787,1.3606859558058213,0.0,0.966994991841134,1.8654296539648465,1.2567304848860468,-1.0,0.9731907585723922,1.6066419580469518,1.2565919302135278,1.1624044931512294,1.927693948259721,0.3689709547274962,-1.0
1.5808647788772676,1.5134480413344915,0.9231600456506509,1.7012278998850354,1.6090925900477535,0.966994991841134,0.0,1.5533780601525344,0.5006428064443503,-1.0,1.0682233649298207,1.6948651567758903,1.242967556284239,0.7968770280224593,1.7728625024880686,0.9215829617225887,-1.0
1.491467405309571,1.2700784506964164,1.2655544458801478,1.1609982665315133,0.9054235389010195,1.8654296539648465,1.5533780601525344,0.0,1.4694481274453097,-1.0,1.46744749531525,1.0445933735619657,1.314004345628734,1.5015106902790791,0.3816790794857027,2.0,-1.0
1.628263262873365,1.2574589446638993,0.685401394619328,1.9115525839607785,1.182585469493604,1.2567304848860468,0.5006428064443503,1.4694481274453097,0.0,-1.0,1.1837506366884958,1.8268536798880077,1.808487018454706,0.9803246983108365,1.3534447996726504,0.8561415657380333,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.3811190672318594,1.370033233145077,1.6238593302160063,1.5978480559264394,1.3465685676004444,0.9731907585723922,1.0682233649298207,1.46744749531525,1.1837506366884958,-1.0,0.0,1.6458166691367633,1.5324868457747443,0.784965823209307,1.6324267212440264,1.0819686723776962,-1.0
0.9415633885503413,1.036735588960151,1.4030941952290377,0.7257819965423539,1.3015088844575542,1.6066419580469518,1.6948651567758903,1.0445933735619657,1.8268536798880077,-1.0,1.6458166691367633,0.0,0.549983050912294,1.7666974291856572,1.1690619955769561,1.6574490447610588,-1.0
0.8913622178662965,1.092254122591461,1.556943444559371,0.7289016810927816,1.6843217139000222,1.2565919302135278,1.242967556284239,1.314004345628734,1.808487018454706,-1.0,1.5324868457747443,0.549983050912294,0.0,1.436133798525038,1.580789050661147,1.477159582027153,-1.0
1.3818865644586529,1.6450822116796808,1.1850248209007874,1.4357251156271198,1.3865406031799419,1.1624044931512294,0.7968770280224593,1.5015106902790791,0.9803246983108365,-1.0,0.784965823209307,1.7666974291856572,1.436133798525038,0.0,1.6973236792413364,1.0869719869509153,-1.0
1.3259573305405141,1.0421779937098767,1.0641993568502377,1.2025766519968175,0.7442642483695946,1.927693948259721,1.7728625024880686,0.3816790794857027,1.3534447996726504,-1.0,1.6324267212440264,1.1690619955769561,1.580789050661147,1.6973236792413364,0.0,1.7844041457952748,-1.0
1.3845069961504866,1.6146245982005758,1.3041415893401562,1.5545226398579974,1.2194404803380532,0.3689709547274962,0.9215829617225887,2.0,0.8561415657380333,-1.0,1.0819686723776962,1.6574490447610588,1.477159582027153,1.0869719869509153,1.7844041457952748,0.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
