"1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3","1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3","1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3","1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3","1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3","1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3","1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3","1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3","1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+","1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,"1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3"
0.0,0.7085286959255643,0.5761540957807489,1.3146910158508036,0.985319983252365,1.1020386568752425,1.575816267268355,1.284754647670884,1.814090785552225,1.4402652038741766,1.1400523891265006,1.3139571974901842,1.4910003323929026,0.9688751486682337,0.9499833794473056,1.593762125839625,1.9365375063423482
0.7085286959255643,0.0,0.5705200369487858,1.535966119357986,0.9717419117244748,1.0580752531215807,1.764570946575809,1.4835472048060172,1.842182200404899,1.6318171207527064,1.4323205696405574,1.6285717377841984,1.7308703135261887,1.1338386976363246,0.9891690567848406,1.6034908063070603,1.8739027043570335
0.5761540957807489,0.5705200369487858,1.3097879834416215e-15,1.5430238653501736,1.0878123980747971,1.1573987709610274,1.758104565667306,1.497133158370643,1.9059056256841855,1.5787708529828628,1.219942660174539,1.3343465302586723,1.4920629464672963,0.8368995193202737,0.8496529626242455,1.628323902698105,1.9270214181026213
1.3146910158508036,1.535966119357986,1.5430238653501736,0.0,1.097876107846085,0.9486844622794921,1.4672625314633887,1.5855023095336174,1.804161178225819,2.0,1.6027732860179238,1.7655309543421334,1.9247596033128178,1.39940929097867,1.5573055972806154,1.9623915230479476,1.9267920116419803
0.985319983252365,0.9717419117244748,1.0878123980747971,1.097876107846085,2.8378739641235134e-15,0.32576125211573664,1.5796970571096918,1.319984899340704,1.848377599207099,1.8811641527158973,1.5001971430135674,1.7297164789227175,1.5916222293214146,1.0732505509245065,1.1245779204719681,1.7338736272288024,1.9705008348008402
1.1020386568752425,1.0580752531215807,1.1573987709610274,0.9486844622794921,0.32576125211573664,8.731919889610811e-16,1.56163172235064,1.3360758305940679,1.8307618057589123,1.9168192161535096,1.556545170690609,1.7581823856957872,1.6720845019737987,1.1020353119029773,1.1964836604861107,1.768705274306478,1.9523416283316217
1.575816267268355,1.764570946575809,1.758104565667306,1.4672625314633887,1.5796970571096918,1.56163172235064,0.0,1.4591973308582504,1.8607448822960575,1.9512054262737208,1.6695067949236226,1.8668132640291049,1.931244847809517,1.786107679462691,1.7429893256243925,1.8317233622197664,1.877560638470194
1.284754647670884,1.4835472048060172,1.497133158370643,1.5855023095336174,1.319984899340704,1.3360758305940679,1.4591973308582504,0.0,1.9254206584666658,1.8124020444687896,1.1920860546195353,1.5576699022365144,1.6276743281102486,1.3874294974074868,1.5361281612637903,1.5024827312823865,1.8839778827331715
1.814090785552225,1.842182200404899,1.9059056256841855,1.804161178225819,1.848377599207099,1.8307618057589123,1.8607448822960575,1.9254206584666658,1.9646819751624326e-15,1.595924918570526,1.769742824092521,1.630407508077931,1.6991631287054056,1.794924502902762,1.7727736853592078,1.8469806352411289,1.764571682545831
1.4402652038741766,1.6318171207527064,1.5787708529828628,2.0,1.8811641527158973,1.9168192161535096,1.9512054262737208,1.8124020444687896,1.595924918570526,0.0,1.5295861930401555,1.3690156983671993,1.4801406859115158,1.5861305633831986,1.4427000379015487,1.6777278449819704,1.9613840702682137
