"1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3","1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3","1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3","1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3","1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3","1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,"1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3","1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3","1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3","1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3","1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+","1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
0.0,0.41328276031590794,1.0140608221531886,1.6404229037822573,1.496709510276409,0.8268298486674001,1.6024167175533475,1.7488373531651602,1.6917301664852005,1.8704393169548088,1.2604569998824193,1.6452683045486207,1.606684091195454,1.7957787965530145,1.6529509314661184,1.2436117783600364,1.9613063980251304
0.41328276031590794,0.0,0.7739028144487796,1.7479063286727796,1.5758129094467412,1.140826610666205,1.543300445240332,1.8126004013259291,1.5765491540054795,1.8769203591208559,1.4095632196746337,1.753779748335211,1.7256062756799457,1.8012238720224223,1.5885488807857258,1.3669252811651686,1.9795003303482406
1.0140608221531886,0.7739028144487796,0.0,1.625184814542125,1.650784614269271,1.3854904711167595,1.164445520670244,1.8078403917358281,1.184584374769359,1.7581659975111796,1.6135607027071823,1.7440133427813036,1.688029604885976,1.7002855264439023,1.6078176046551507,1.3773428109990664,1.8879333090403787
1.6404229037822573,1.7479063286727796,1.625184814542125,0.0,1.7098012452999425,1.4727559473455736,1.6874099560679354,1.8765040168919476,1.784701236901542,1.7503211232497802,1.825562840097024,1.2949102344509986,0.81736434768006,1.6057926277656067,1.9096391340535583,1.7370874432215617,1.654140917963275
1.496709510276409,1.5758129094467412,1.650784614269271,1.7098012452999425,0.0,1.3814004334164267,1.8202551851210909,1.0648931739940257,1.3876030461588034,1.673206329619346,1.5359959282190907,1.6288562278676761,1.8101112382119224,1.764785596036678,0.8727407819107786,1.5393829432568724,1.6688646320426483
0.8268298486674001,1.140826610666205,1.3854904711167595,1.4727559473455736,1.3814004334164267,0.0,1.5277955851831118,1.9499392390451706,1.8207916647687992,1.5880500848009376,1.2195216592295224,1.704685334801364,1.8093983434975338,1.7749488320997355,1.856497326434652,0.7128988014818424,1.4266231615021356
1.6024167175533475,1.543300445240332,1.164445520670244,1.6874099560679354,1.8202551851210909,1.5277955851831118,0.0,1.7877092601503302,1.4984301255966945,1.2307435846108694,1.744980826936335,1.8383531353832987,1.9342271767187789,1.612430326168248,1.8009422447028625,1.6188634862938436,1.5488103154068031
1.7488373531651602,1.8126004013259291,1.8078403917358281,1.8765040168919476,1.0648931739940257,1.9499392390451706,1.7877092601503302,0.0,1.4941036377571075,1.9478675916208636,1.7189652953113437,1.4177706267455876,1.5919786173557504,1.7735172977621174,0.6456873923114519,1.9315014194582356,1.98341126267889
1.6917301664852005,1.5765491540054795,1.184584374769359,1.784701236901542,1.3876030461588034,1.8207916647687992,1.4984301255966945,1.4941036377571075,0.0,1.641742038594679,1.6819103076607536,1.8701042012471623,1.845962136667603,1.6681206923914034,1.6702512382260855,1.7512507256435985,1.8499776463774558
1.8704393169548088,1.8769203591208559,1.7581659975111796,1.7503211232497802,1.673206329619346,1.5880500848009376,1.2307435846108694,1.9478675916208636,1.641742038594679,0.0,1.7455119944251256,1.9263415720244101,2.0,1.6174554936412737,1.919879581052413,1.704113833256847,1.2553604493934802
