panel,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,glomeruli_diagnostics,kiwi,kiwi,kiwi,kiwi,kiwi,kiwi,kiwi,kiwi,kiwi,kiwi,control,control,control,control,control,control,control,control,control,control
odor,3mtp @ -5,va @ -4,va @ -3,t2h @ -6,ms @ -3,a-terp @ -3,geos @ -5,e3hb @ -6,mhex @ -7,ma @ -7,ea @ -8,2-but @ -6,2h @ -6,ga @ -4,carene @ -3,farn @ -2,4h-ol @ -6,"2,3-b @ -6",p-cre @ -3,aphe @ -4,1-6ol @ -6,paa @ -5,fench @ -5,elac @ -7,EtOH @ -2,IAol @ -3.6,IaA @ -3.7,ea @ -4.2,eb @ -3.5,ea+eb @ 0,ea+eb (air mix) @ 0,kmix0 @ 0,kmix-1 @ 0,kmix-2 @ 0,ms @ -3,va @ -3,fur @ -4,2h @ -5,1o3ol @ -3,1o3ol+2h @ 0,1o3ol+2h (air mix) @ 0,cmix0 @ 0,cmix-1 @ 0,cmix-2 @ 0
glomerulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,22.964317071287894,17.41321544592503,21.84950001618232,17.65248486789413,87.94072972397082,103.20891267902978,13.944046610387463,15.62910115994115,8.021566993415222,10.849401369208003,5.748448170032583,9.213239322668056,4.108659671473929,15.380876909014265,23.223554766539888,9.949227168392161,8.527391107021595,11.167959114563494,58.339679178212705,33.604504514453325,11.391883579989805,4.9260917178994355,8.977552350606873,3.4896139533006747,16.407651026789726,23.154577822334915,11.867230079220498,-5.97711338888154,5.154291043005309,4.103895523868031,11.639068664924467,44.311463838336536,9.167686117377228,2.8009593916960918,87.08617916635522,41.243085545758,24.901115514976738,14.172849231821525,71.55484232786762,66.82234825764368,75.66880391778258,93.17780233804898,55.420887525184156,21.6638131030948
DA1,2.3432439075979254,-0.42385048819353077,5.580783864370856,0.8727328636847165,2.130287177890099,1.4611391136142236,-1.5383200364237188,0.23755716170883345,0.9233511968505629,0.6366853155381058,-1.9812712560208035,2.655271420897388,-2.2415033145386043,0.29393572228296105,0.6127181182400397,5.205733751231209,0.5852858476709403,2.105618980036051,1.3055159468630513,0.30037335231300644,1.0759888893201777,0.5604759081422799,2.2475924215729006,0.7296581110354246,3.4544404322827305,0.8930542284536352,2.7300727410820196,1.9488819468078609,-0.27269863545278766,0.33223409365272527,2.5075559346306417,-1.7747543785887054,0.8033194594088718,-0.67723281377078,4.594932409315871,7.998039412166552,1.08758093032172,3.692537006245671,1.6458303954107358,2.2389468662446665,1.466362946401604,6.452945111779234,5.420374931667949,5.158635770115833
DA2,7.2124754249216005,0.6917140714295102,8.27054116872422,7.868581005197768,0.3751266000881351,9.444506558660109,92.93891499374634,-8.450650312235688,-0.0004495482523078446,2.7517943571626073,0.9487745956654572,7.8863137213225105,4.806607063440823,9.63350809717902,5.6533456288280535,6.7593844100048175,1.9437842623438746,8.523890202739409,-13.432738248660538,8.553831893318923,9.730005329594642,7.658826794228734,1.4106852753241057,2.5921104305480482,8.54169556201543,-0.36026704164146356,7.87438050127648,6.33408084014974,6.234439416359386,1.710805426286711,5.721594825051929,20.035599125923955,11.986835332880895,9.619263239794904,3.4018267177478045,3.1159183608363126,6.71134995985398,6.847300277474454,4.1505640373802715,8.077704667441557,4.8472455120336075,15.108020097194302,9.472625360029289,8.765018338567705
DC1,-15.639691363068648,-22.488723590279598,-25.838538022906242,-18.287063578735207,-6.57989501001133,32.87594546619651,1.3121035209985628,-4.804149935583369,-7.328123340562601,-11.026540346495569,-9.9573751404136,-15.535735231817856,-8.668830910763578,-16.477530176333403,45.8832933307234,-9.030812106233437,-13.617908475224782,-13.207073325468587,-3.732063758714088,-17.838304484946686,-7.152238622422839,-16.655802802422393,15.931257117270569,-3.4903125037813156,-6.785752371987738,-0.17006862902569697,-1.447971348117271,-2.9592186465739023,-5.778610234085676,-7.486473006786189,2.1482910396912995,2.7402300137058853,-3.939056317594221,-2.3333632754615277,2.245350379218853,-11.06933793374247,-10.844773864307456,-12.205785578420185,-2.9641352920383204,15.240068896930845,19.21898192619326,5.485626483990187,-8.707957129673982,-17.76061540203654
DC2,24.075424054953828,17.646634843659175,6.798488623587316,7.145793863743277,5.7326888686774,7.828624320832306,17.521537246571736,16.06666617834091,2.36041340287262,11.594966975830467,5.821532664025282,7.898896484311144,-6.570468064456937,4.856168269747767,6.015204479671599,4.250228542733576,0.9175185814673361,-2.011952783554727,-24.877068744810362,3.6573916757287233,12.77890956275854,6.069993386002435,3.25247956254782,-0.24828117576591385,8.544958303275026,15.314626802602763,-3.3838129485129547,-3.0135794630367405,-2.4277722751560438,3.1171202957878057,3.5302685889162673,14.206060148038185,0.18518079540819066,-0.6302350572096219,7.290124665868493,5.411273605320311,34.132100763364015,6.206285481675376,42.52222033191973,11.70524983067989,10.253803003966137,13.945373079675164,21.793332515780587,10.94473238738365
DC3,1.4755864022808902,2.410339123412346,1.1759429532373182,3.100911099952041,2.1838302761151605,7.2451418085993105,3.130015066110769,0.19118853639314587,5.46608664013718,1.0253424399269189,4.652954926194689,-4.6064101791659775,-0.32974092081142875,5.4558409660655816,3.4577397484499324,95.11351915793787,-0.9237326890697892,-3.8719936287739296,7.899718122046601,1.1094072388823641,6.777132643330709,4.448795642780928,21.832021958879107,0.9263201164379341,6.527904608407016,3.512416331966073,2.0507299064647686,6.079708691132478,1.1331016838985992,4.63950577984924,12.676006692540104,15.726783321762234,1.4541444876273122,13.682641018019753,8.897412632663237,18.534155266505554,9.697274418999534,12.570948540627509,17.715772062110446,18.57796449895725,37.54548800071198,35.591465378246,18.519341590634326,10.863623009089386
DC4,6.382249933656795,0.37584741566590985,207.1278751844616,8.740034400563944,5.504935566625763,7.86773514400648,2.0140986660706406,2.6910036454747592,3.2939539180127912,2.351124253971455,2.0178685325673693,0.5844517995561916,2.2662621272190253,5.095678268447596,7.732277613864174,4.445599782256245,31.35604279838396,2.036270273197663,5.075158059633637,6.321719282573588,4.914870358408499,2.3384285642366653,6.352404313577452,1.496783019690427,4.510445470781351,10.62757016911972,10.785260753458008,5.905013452390691,12.051696948003856,8.169289973953234,9.990614669483461,13.866726799187312,6.357881165570657,5.81236927194637,5.466318706126084,25.534974054887304,10.05270018911459,8.93156398751722,21.173649232215713,23.509096026200538,20.494460522364893,51.179411473141954,19.79991926056421,9.36671164617244
DL1,10.875915452458555,12.382903806222863,14.31445217090557,7.054808081329538,57.53425315827321,13.28557775591022,5.491931821047208,2.808739665036446,13.985230935622134,5.834908456107704,18.7375332195323,9.655047974879725,5.258640385839976,8.799097753757458,15.037042649729253,6.706468966497742,4.697575379805088,5.4313130178015125,66.5247125632571,71.42960303376461,10.738531398281511,5.793904402529389,6.897219319041872,-2.148085754746228,13.750539890859573,9.601478566541982,18.26397933261532,-5.77716906428726,-1.2736484891799182,-3.111349302999094,-0.7332578725971067,31.0737643424272,-0.13301684214268988,-1.6922489188311298,60.872657713789245,3.577012766798128,6.84398423816896,-0.32005656750458517,6.859053864832408,4.1875459019808865,9.58489075020727,38.13923580513848,57.45649341451659,55.444781389662914
