date_imaged,fly_num,thorimage_name,cell_mask_coord,metric,stim_row,stim_col,Fc,F,Fneu,spks,Fc_smooth,Fc_zscore,Fc_zscore_smoothed,Fc_normed,Fc_normed_smoothed,title_str,abbrev_row,conc_row,abbrev_col,conc_col
2022-10-10,1,megamat0,none,correlation,1-5ol @ -3.0,ep @ -3.0,0.9157490829056785,0.8926162004643928,0.33149632026112297,0.948488797496587,0.9162518034051401,0.8749608384117153,0.8758193844538252,0.8748984462242521,0.8757533003252733,2022-10-10/1/megamat0,1-5ol,-3.0,ep,-3.0
2022-10-10,1,megamat0,none,correlation,1-5ol @ -3.0,ms @ -3.0,0.9902778518580532,0.969093478009504,0.32563113656837384,0.9554327523202714,0.9908088437406659,0.9850588429894348,0.9857931114385905,0.9850064562876698,0.9857295606443907,2022-10-10/1/megamat0,1-5ol,-3.0,ms,-3.0
2022-10-10,1,megamat0,none,correlation,1-5ol @ -3.0,pa @ -3.0,0.8845463068768626,0.866317462185934,0.3482376321236905,0.8868759653125855,0.8849181802464084,0.9026922644098653,0.903159832370692,0.9021182699042475,0.902593767475657,2022-10-10/1/megamat0,1-5ol,-3.0,pa,-3.0
2022-10-10,1,megamat0,none,correlation,1-5ol @ -3.0,t2h @ -3.0,0.5998459210498821,0.5924033367768177,0.35489031705642926,0.7564592239309387,0.6002150925903631,0.6821603127401751,0.6820537371454344,0.681835490710317,0.6817287170783335,2022-10-10/1/megamat0,1-5ol,-3.0,t2h,-3.0
2022-10-10,1,megamat0,none,correlation,1-5ol @ -3.0,va @ -3.0,1.0442022313880448,1.0256281228475057,0.4929210377142974,1.0044937588460958,1.0438236244815637,1.0716908520083392,1.0714477524306238,1.0717641150172363,1.0715169334510655,2022-10-10/1/megamat0,1-5ol,-3.0,va,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,1-5ol @ -3.0,0.14927531301195474,0.14773884959531136,0.0876695272988669,0.17227076539766273,0.1490666102989443,0.2414117346119683,0.24064688555737146,0.23902881475416782,0.23827851310404657,2022-10-10/1/megamat0,1-6ol,-3.0,1-5ol,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,1-6ol @ -3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-10/1/megamat0,1-6ol,-3.0,1-6ol,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,1-8ol @ -3.0,0.35981345853620794,0.3477400263345364,0.16081868607749095,0.37290401345918534,0.35943465528648033,0.4555949418165397,0.45458341376935474,0.4528550349449817,0.4518553879276299,2022-10-10/1/megamat0,1-6ol,-3.0,1-8ol,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,2-but @ -3.0,0.9699943141118152,0.9317364850886088,0.3367174700169381,0.9774125591676174,0.9697420562609825,0.9475811934509406,0.9473959150697058,0.9466473987428424,0.9464496505249747,2022-10-10/1/megamat0,1-6ol,-3.0,2-but,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,2h @ -3.0,0.8346896157408571,0.8179259007551756,0.40971922558340046,0.852468244875066,0.8349561129642888,0.8396050100662438,0.8392188884821319,0.8390720038151547,0.8386760386558267,2022-10-10/1/megamat0,1-6ol,-3.0,2h,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,6al @ -3.0,0.5152908737069596,0.5026544900503771,0.21360426289448076,0.6486859274620176,0.5152221434538432,0.6252747100848476,0.6252085806309445,0.6250307346632558,0.6249472653472252,2022-10-10/1/megamat0,1-6ol,-3.0,6al,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,B-cit @ -3.0,0.7755235446664279,0.7455439521147502,0.33688613910703513,0.8170784046088622,0.775404007755973,0.8661276279582865,0.8647445875378778,0.8658114096532588,0.8644266473653005,2022-10-10/1/megamat0,1-6ol,-3.0,B-cit,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,IaA @ -3.0,0.9890743169313071,0.9691270535118687,0.4266734002991742,0.9705608604039464,0.9893073589916941,0.9934495116390969,0.9935722158211,0.9926569278615314,0.9927977481958061,2022-10-10/1/megamat0,1-6ol,-3.0,IaA,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,Lin @ -3.0,0.8546341868236821,0.830392881866033,0.36259141042589793,0.8544009237899788,0.8545274660322768,0.8766314777102201,0.876616879803561,0.8742171859430454,0.8742123489530812,2022-10-10/1/megamat0,1-6ol,-3.0,Lin,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,aa @ -3.0,0.9603486195033187,0.9318854691638292,0.4916901968810662,0.9462245125070196,0.9606415866196305,1.017546209947789,1.0179254564164335,1.017381225735795,1.0177501393452641,2022-10-10/1/megamat0,1-6ol,-3.0,aa,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,benz @ -3.0,0.6759294826694999,0.674594367633335,0.40408695769469993,0.65490430354436,0.6754556539839778,0.8080834921260949,0.8078093359603283,0.8073146600622727,0.8070341000455321,2022-10-10/1/megamat0,1-6ol,-3.0,benz,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,eb @ -3.0,0.9847937521616451,0.9562667264395349,0.35595134184072574,0.9965953438992098,0.9847685643088282,0.959806806720554,0.9594963594399706,0.9591647223278994,0.9588645769452132,2022-10-10/1/megamat0,1-6ol,-3.0,eb,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,ep @ -3.0,0.9534139495837377,0.9223947629132299,0.32438617739151177,0.9920964345386178,0.9537614949106367,0.9335396190345705,0.9337021113300572,0.9326270899635524,0.9328023483879289,2022-10-10/1/megamat0,1-6ol,-3.0,ep,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,ms @ -3.0,0.9934716728136266,0.9671021453705327,0.3549181888519053,0.9628200774225044,0.994181620057984,0.985602018567458,0.9862723665571229,0.9852669101723589,0.9859365090353521,2022-10-10/1/megamat0,1-6ol,-3.0,ms,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,pa @ -3.0,0.8542017562766849,0.8321521280731725,0.33081553856599466,0.8352816621872992,0.8547644604627823,0.8679616031598899,0.8684024714021843,0.8665380367121145,0.8670058656495863,2022-10-10/1/megamat0,1-6ol,-3.0,pa,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,t2h @ -3.0,0.6757925033005789,0.6690767166366998,0.43482857067511815,0.8199122229504558,0.6763554461788495,0.743682497102808,0.743859978900269,0.7426974491750755,0.7428832470894019,2022-10-10/1/megamat0,1-6ol,-3.0,t2h,-3.0
2022-10-10,1,megamat0,none,correlation,1-6ol @ -3.0,va @ -3.0,1.0674947828665227,1.0447884587597287,0.5010779143732184,1.0197779924778947,1.0675292695461558,1.078156815607537,1.0781045191980108,1.078250245826923,1.0781880438569196,2022-10-10/1/megamat0,1-6ol,-3.0,va,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,1-5ol @ -3.0,0.46751649574457665,0.4516998415199375,0.16376314753820398,0.4374115718452498,0.467017388745265,0.5776407889434901,0.5769236343608479,0.5771309008715471,0.5764049295298828,2022-10-10/1/megamat0,1-8ol,-3.0,1-5ol,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,1-6ol @ -3.0,0.35981345853620794,0.3477400263345364,0.16081868607749095,0.37290401345918534,0.35943465528648033,0.4555949418165397,0.45458341376935474,0.4528550349449817,0.4518553879276299,2022-10-10/1/megamat0,1-8ol,-3.0,1-6ol,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,1-8ol @ -3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-10/1/megamat0,1-8ol,-3.0,1-8ol,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,2-but @ -3.0,0.9437719143392064,0.917150668356786,0.34434552745003555,0.9354052874179161,0.9439055158033408,0.8922141449993568,0.8923639259994347,0.8921650894268612,0.8922965958434816,2022-10-10/1/megamat0,1-8ol,-3.0,2-but,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,2h @ -3.0,0.854883657679313,0.8382147588203459,0.3572853732918333,0.8789435604003288,0.8552291629687396,0.9039674645791954,0.9040265850818493,0.9032729404386368,0.9033297319195829,2022-10-10/1/megamat0,1-8ol,-3.0,2h,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,6al @ -3.0,0.6743756715883562,0.6593409749416257,0.29061076429692445,0.748699275426015,0.6741819478849058,0.7730240065850371,0.7726120674043362,0.7727461703246474,0.7723428061724525,2022-10-10/1/megamat0,1-8ol,-3.0,6al,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,B-cit @ -3.0,0.6157581111233597,0.6056185788528073,0.35297613408298234,0.6900058426270783,0.614836813751497,0.6651572627308336,0.6631911325078969,0.6662023860190396,0.6642545882983948,2022-10-10/1/megamat0,1-8ol,-3.0,B-cit,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,IaA @ -3.0,0.9842268306353088,0.9597354392408097,0.3486764291313196,0.9700731397597678,0.9838159559828615,0.9974839591831833,0.997310557346966,0.9966373202911127,0.9964586946527451,2022-10-10/1/megamat0,1-8ol,-3.0,IaA,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,Lin @ -3.0,0.6282627854606979,0.6112236660892445,0.28298666958504204,0.678478701912369,0.6281842625198395,0.6591700174947936,0.6589682835536912,0.655094244066076,0.6548729828194965,2022-10-10/1/megamat0,1-8ol,-3.0,Lin,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,aa @ -3.0,0.9206550886378022,0.901358032307553,0.4584206142635232,0.9071491020305142,0.9207948943414145,0.9594264843882698,0.9596179321376891,0.9584185997373591,0.9586234885502717,2022-10-10/1/megamat0,1-8ol,-3.0,aa,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,benz @ -3.0,0.8313948365187187,0.8200704554438429,0.42911663069545036,0.8355068558623673,0.8311257769413186,0.9093413187134588,0.9103582497856332,0.9089215697708171,0.9099426647563496,2022-10-10/1/megamat0,1-8ol,-3.0,benz,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,eb @ -3.0,0.9810661719568246,0.9572552899216042,0.31873260963788685,0.9890031228244935,0.9816520445105397,0.956405624498914,0.9566362017951677,0.9563953022295033,0.9566346305007527,2022-10-10/1/megamat0,1-8ol,-3.0,eb,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,ep @ -3.0,0.9721980435612655,0.9459317671490337,0.29113380321896487,0.9522929881070299,0.9734550426979257,0.9183736735495559,0.9191332651297636,0.9180832650654627,0.9188377896471049,2022-10-10/1/megamat0,1-8ol,-3.0,ep,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,ms @ -3.0,0.9371411023271018,0.9133217010998299,0.37042020123491326,0.8876540886546395,0.9377057461826023,0.9370366138448336,0.9377446433216434,0.9368553424694945,0.9375556156555624,2022-10-10/1/megamat0,1-8ol,-3.0,ms,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,pa @ -3.0,0.8584676383411798,0.8356788792916197,0.28696718666435583,0.8584434581238486,0.8587896248214992,0.8840072646436745,0.884336022877748,0.8830676166142075,0.88339959137731,2022-10-10/1/megamat0,1-8ol,-3.0,pa,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,t2h @ -3.0,0.7021344863266135,0.693261388096317,0.39323206953260226,0.8118744357601325,0.7024591040661832,0.7606260855831313,0.7610169356620761,0.7605696439555963,0.7609634554238355,2022-10-10/1/megamat0,1-8ol,-3.0,t2h,-3.0
2022-10-10,1,megamat0,none,correlation,1-8ol @ -3.0,va @ -3.0,1.0355879566171373,1.022104036814247,0.5112043679632174,0.9837201135978852,1.0353286225971312,1.0328952478850977,1.0329808750718716,1.032798077912966,1.0328861875510749,2022-10-10/1/megamat0,1-8ol,-3.0,va,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,1-5ol @ -3.0,0.92162323299634,0.8938339364034537,0.3635970794457516,0.9212930677756948,0.9213118436948847,0.8999271163469946,0.9003288606047568,0.8988339337056401,0.8992382504869758,2022-10-10/1/megamat0,2-but,-3.0,1-5ol,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,1-6ol @ -3.0,0.9699943141118152,0.9317364850886088,0.3367174700169381,0.9774125591676174,0.9697420562609825,0.9475811934509406,0.9473959150697058,0.9466473987428424,0.9464496505249747,2022-10-10/1/megamat0,2-but,-3.0,1-6ol,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,1-8ol @ -3.0,0.9437719143392064,0.917150668356786,0.34434552745003555,0.9354052874179161,0.9439055158033408,0.8922141449993568,0.8923639259994347,0.8921650894268612,0.8922965958434816,2022-10-10/1/megamat0,2-but,-3.0,1-8ol,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,2-but @ -3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-10/1/megamat0,2-but,-3.0,2-but,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,2h @ -3.0,0.9350133713912531,0.9088919529340295,0.40489872397339643,0.8915296188993858,0.9355296760613495,0.9243759264874437,0.9244517893675063,0.9239957508398802,0.9240701822590771,2022-10-10/1/megamat0,2-but,-3.0,2h,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,6al @ -3.0,0.8102069741117182,0.7968648437399382,0.4210399987363356,0.7059218293727525,0.809681762144351,0.8119508499596091,0.8115343986493158,0.810129088480577,0.8097383136456944,2022-10-10/1/megamat0,2-but,-3.0,6al,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,B-cit @ -3.0,0.9808675501784901,0.9411790595639465,0.32331409650130793,0.9603137921851496,0.9804189416456701,0.9402550762941247,0.9395663771387999,0.9399068053163706,0.9392102610235037,2022-10-10/1/megamat0,2-but,-3.0,B-cit,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,IaA @ -3.0,1.0424897752710456,1.0051459769495843,0.3548024113928704,1.0006055896590016,1.0426885898509872,1.0286467709238336,1.029010472886875,1.0278415118566215,1.028213606025053,2022-10-10/1/megamat0,2-but,-3.0,IaA,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,Lin @ -3.0,0.9905884079249677,0.9508660557168079,0.37517973275902616,0.9581961183029815,0.9899726363004068,0.9821289049524553,0.9812195304610777,0.9822070416060705,0.9812776530821455,2022-10-10/1/megamat0,2-but,-3.0,Lin,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,aa @ -3.0,0.9687211444796724,0.9385643095409558,0.45343216164741285,0.933624512052526,0.968941111439305,0.9513074460957175,0.9513998355676863,0.9501092207565128,0.9502063520264392,2022-10-10/1/megamat0,2-but,-3.0,aa,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,benz @ -3.0,1.0224015976799035,0.9937263477416294,0.45433563607311933,0.9333117835607128,1.0221243051966469,1.0196342339718956,1.0192231593125258,1.019130294163729,1.0187149756896594,2022-10-10/1/megamat0,2-but,-3.0,benz,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,eb @ -3.0,0.6974751580832894,0.6645399732392332,0.18911462495795706,0.7033558382612525,0.69764986194749,0.7236029951769811,0.7236852853252494,0.7217047081074814,0.7218094341520609,2022-10-10/1/megamat0,2-but,-3.0,eb,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,ep @ -3.0,0.4233804389046345,0.3943867166311886,0.08514262385890992,0.4674612310168961,0.4230690624476302,0.4598569233477232,0.45929163651489135,0.45817063412482706,0.45763314966165214,2022-10-10/1/megamat0,2-but,-3.0,ep,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,ms @ -3.0,0.9364390692604976,0.9101105545594329,0.36098397017624295,0.9365199283370812,0.9370823006912882,0.8824448148757864,0.8831559564721185,0.881368659697177,0.8821121252326365,2022-10-10/1/megamat0,2-but,-3.0,ms,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,pa @ -3.0,1.0496212926621706,1.0147256586142583,0.3287914377089155,1.024434801769258,1.0498053024882215,1.0374512190322642,1.0376016663708865,1.0370182978752929,1.037177912788927,2022-10-10/1/megamat0,2-but,-3.0,pa,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,t2h @ -3.0,0.9057956455969907,0.8810530489131304,0.44642697549997123,0.7535412531336385,0.9052028448357226,0.9419490186105536,0.9413494920384706,0.9413091384211013,0.940687894640786,2022-10-10/1/megamat0,2-but,-3.0,t2h,-3.0
2022-10-10,1,megamat0,none,correlation,2-but @ -3.0,va @ -3.0,0.9256889184418182,0.9022250654175544,0.41714108804257977,0.7682343605691551,0.9263401355570948,0.9041656414622551,0.9051506687438022,0.9034964329786359,0.9045117011193794,2022-10-10/1/megamat0,2-but,-3.0,va,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,1-5ol @ -3.0,0.8171571282840596,0.8011820534496319,0.3563255952506881,0.8295632691375181,0.8175043703738527,0.8115600826847784,0.8118276091069557,0.8114840426665673,0.8117590749706903,2022-10-10/1/megamat0,2h,-3.0,1-5ol,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,1-6ol @ -3.0,0.8346896157408571,0.8179259007551756,0.40971922558340046,0.852468244875066,0.8349561129642888,0.8396050100662438,0.8392188884821319,0.8390720038151547,0.8386760386558267,2022-10-10/1/megamat0,2h,-3.0,1-6ol,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,1-8ol @ -3.0,0.854883657679313,0.8382147588203459,0.3572853732918333,0.8789435604003288,0.8552291629687396,0.9039674645791954,0.9040265850818493,0.9032729404386368,0.9033297319195829,2022-10-10/1/megamat0,2h,-3.0,1-8ol,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,2-but @ -3.0,0.9350133713912531,0.9088919529340295,0.40489872397339643,0.8915296188993858,0.9355296760613495,0.9243759264874437,0.9244517893675063,0.9239957508398802,0.9240701822590771,2022-10-10/1/megamat0,2h,-3.0,2-but,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,2h @ -3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-10/1/megamat0,2h,-3.0,2h,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,6al @ -3.0,0.7736771967247447,0.7604788312979782,0.3372361429772234,0.7807053148570635,0.7748296477382566,0.7475009460014743,0.7480414886361371,0.7461906119747473,0.746753268128914,2022-10-10/1/megamat0,2h,-3.0,6al,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,B-cit @ -3.0,0.9605564748574001,0.9390442111951232,0.4493316022548256,1.0076395258047532,0.9612283465571441,0.9965148911062762,0.9974816634260364,0.996407189264008,0.9973652588016335,2022-10-10/1/megamat0,2h,-3.0,B-cit,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,IaA @ -3.0,0.6154654218159719,0.601721539511427,0.2923703148227432,0.7509201048920551,0.6159405682212009,0.6139374243060557,0.6141174811543815,0.6111952003336034,0.6113819019616724,2022-10-10/1/megamat0,2h,-3.0,IaA,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,Lin @ -3.0,0.7357149323338832,0.7157384003870774,0.28666979250144475,0.8415380035118294,0.7358990485992337,0.7688640022978754,0.7686065426527711,0.766767441817214,0.7665320144095907,2022-10-10/1/megamat0,2h,-3.0,Lin,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,aa @ -3.0,0.8513901066951887,0.8249716620677063,0.3542661953245093,0.9032272171610443,0.8513432381335024,0.9031224970146307,0.903173098133852,0.9011133472464239,0.9011535019915049,2022-10-10/1/megamat0,2h,-3.0,aa,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,benz @ -3.0,0.8537013909943687,0.8366797317364063,0.41520835672046863,0.9273343303684053,0.8541052858488882,0.8597641357702853,0.8593017249910654,0.8594003233156547,0.8589336640560705,2022-10-10/1/megamat0,2h,-3.0,benz,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,eb @ -3.0,0.8919384144830924,0.8697713652113936,0.31654176275215484,0.8598885431191812,0.8926896371473845,0.8928523249742318,0.8934343873994582,0.892481821640147,0.8930647151990913,2022-10-10/1/megamat0,2h,-3.0,eb,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,ep @ -3.0,0.9775459990983946,0.9479552839017682,0.3526853207885976,0.9746271169971427,0.97798092010088,0.9679693531669236,0.9678276675124212,0.9677286450519719,0.9675794905085622,2022-10-10/1/megamat0,2h,-3.0,ep,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,ms @ -3.0,0.964637551095118,0.9413686492446367,0.381523973891731,0.9900888162900653,0.9645844830179625,0.9644780963778465,0.9635319666479444,0.964312514066646,0.9633575881478361,2022-10-10/1/megamat0,2h,-3.0,ms,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,pa @ -3.0,0.47212632389987186,0.4632398113136571,0.25958310918835326,0.5882376623773309,0.47237013613996437,0.48918876977550474,0.48920012324007334,0.48721790426443834,0.4872396286756864,2022-10-10/1/megamat0,2h,-3.0,pa,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,t2h @ -3.0,0.813057146269822,0.7931578407102714,0.2594510603061584,0.7969105886978571,0.8135711076133317,0.8328800449708718,0.8327063387843767,0.8327258288278216,0.8325502313994555,2022-10-10/1/megamat0,2h,-3.0,t2h,-3.0
2022-10-10,1,megamat0,none,correlation,2h @ -3.0,va @ -3.0,0.8830249258811104,0.8582112531698031,0.2906602911569166,0.8248357541972242,0.8826433529746356,0.9105589370378785,0.9099239153139187,0.9099064333899103,0.909266601610989,2022-10-10/1/megamat0,2h,-3.0,va,-3.0
2022-10-10,1,megamat0,none,correlation,6al @ -3.0,1-5ol @ -3.0,0.3753703651557816,0.36721093326070986,0.16123011186665237,0.5132220871323425,0.37523171683711154,0.47197997738396436,0.47114761660883575,0.4720493747470039,0.47120998766397837,2022-10-10/1/megamat0,6al,-3.0,1-5ol,-3.0
2022-10-10,1,megamat0,none,correlation,6al @ -3.0,1-6ol @ -3.0,0.5152908737069596,0.5026544900503771,0.21360426289448076,0.6486859274620176,0.5152221434538432,0.6252747100848476,0.6252085806309445,0.6250307346632558,0.6249472653472252,2022-10-10/1/megamat0,6al,-3.0,1-6ol,-3.0
2022-10-10,1,megamat0,none,correlation,6al @ -3.0,1-8ol @ -3.0,0.6743756715883562,0.6593409749416257,0.29061076429692445,0.748699275426015,0.6741819478849058,0.7730240065850371,0.7726120674043362,0.7727461703246474,0.7723428061724525,2022-10-10/1/megamat0,6al,-3.0,1-8ol,-3.0
2022-10-10,1,megamat0,none,correlation,6al @ -3.0,2-but @ -3.0,0.8102069741117182,0.7968648437399382,0.4210399987363356,0.7059218293727525,0.809681762144351,0.8119508499596091,0.8115343986493158,0.810129088480577,0.8097383136456944,2022-10-10/1/megamat0,6al,-3.0,2-but,-3.0
2022-10-10,1,megamat0,none,correlation,6al @ -3.0,2h @ -3.0,0.7736771967247447,0.7604788312979782,0.3372361429772234,0.7807053148570635,0.7748296477382566,0.7475009460014743,0.7480414886361371,0.7461906119747473,0.746753268128914,2022-10-10/1/megamat0,6al,-3.0,2h,-3.0
2022-10-10,1,megamat0,none,correlation,6al @ -3.0,6al @ -3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-10/1/megamat0,6al,-3.0,6al,-3.0
