panel,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat,megamat
odor,2h @ -3,IaA @ -3,pa @ -3,2-but @ -3,eb @ -3,ep @ -3,aa @ -3,va @ -3,B-cit @ -3,Lin @ -3,6al @ -3,t2h @ -3,1-8ol @ -3,1-5ol @ -3,1-6ol @ -3,benz @ -3,ms @ -3
glomerulus,,,,,,,,,,,,,,,,,
D,40.3639544855992,36.80602646979373,43.27219379360447,15.754279276697625,21.71096887350187,20.64812278095809,5.414515645783629,7.746295589084984,45.412380122547724,53.999166295428815,27.448208301693338,44.460469825927845,55.50153218753172,45.38985809795264,51.3893203712046,42.445274207339324,41.55036985437183
DA2,15.144943088622249,11.331394819162556,23.96455708481854,8.489877789571587,12.014518598536023,10.71710876108834,5.922309614947254,12.522717454607484,4.912275590558161,9.51241376049738,22.058905063865023,31.35717386286448,8.232830287487342,19.81725922108217,19.43847364202111,12.363544111959575,3.8560035908927244
DC1,28.796662397899443,32.039464555392634,17.676416442912235,-5.440834369751048,5.667694275817507,-4.424216831930853,-19.3802897011438,-11.859007149375936,2.287708150668491,13.97183854048694,0.2775324492276863,2.373259661202889,18.8252084652285,7.831172910109343,13.324329595797415,-3.2737257189329103,-6.5909563526690285
DC2,102.42743896768066,44.40307155632983,143.38457892900146,14.764383085568134,21.892902802466182,23.482367940408405,24.22959812748922,10.713737620929866,4.20166331681898,58.549246506163726,104.90140296798909,126.41022765043562,85.45184553239626,147.13004506595655,182.93872448970066,23.043837016078427,5.028687425433713
DC3,7.42917888043071,7.3281644415699265,12.957990675420687,2.9649302183264923,5.583543804486191,7.939894517436792,1.4386363071443398,4.217361495773379,5.956581354822108,8.19618986094305,8.58750552561686,6.223129816457392,13.829449194639926,12.127834102560277,21.737874156400572,6.7720117394990185,3.533645622258923
DC4,37.654208143732994,20.16417319166011,39.052615931084155,6.957784019636534,14.725275486739921,10.179433306926615,59.192378111740354,120.26432367108467,6.5218182228618975,5.9544044955599915,16.11038786370267,14.166178587642118,6.577968198083961,11.390513941700634,10.609889426986577,11.460867790548,2.742780799196281
DL1,10.185994533284182,66.50469192495596,10.878764145180416,12.191609622542082,25.841224906009447,31.81716844463389,4.855119962728205,15.060557210446744,1.1377600787415718,-3.230643546086075,7.0286939568639255,9.656382100846358,-2.578532861916253,9.878730570804485,14.69810995427212,45.79513183061822,55.338705766403706
DL2d,55.019878255106214,13.19605547554689,10.724746832540994,16.06658709621901,31.58063178032975,21.598473038726624,30.20940267712491,53.461297725149386,29.073590485113225,36.7448188590326,49.056744965573316,58.6563436222821,15.399812270115497,1.8847698164262918,18.28512848043807,45.784940348053546,26.29013248740118
DL2v,43.026260648011984,16.47199841651964,11.862897679093921,16.84378473062428,16.035086550817184,18.684831046975308,31.93624783030288,44.66042223066518,32.28596407326321,31.617782694317516,37.8899719781968,44.027419565095435,19.201666988241463,14.348036349326065,22.391166503606584,40.13598864912167,28.41138531940392
DL5,18.095004232122786,16.34398664236777,10.289445176624227,9.001289830381422,30.45077080690804,16.685979140478388,24.507989369616478,55.84181507740153,10.982084724883167,3.8959173335461736,92.61082259320352,60.367213204599594,11.245606096475827,95.36347628800588,66.8565485108015,110.01144461556191,23.181323044454203
DM1,65.62068752020497,50.0604794057628,81.11801346771395,100.11072503348504,130.27828166443592,96.19775972801582,43.803498183941585,32.725677765991875,18.444946473536724,4.031665279246592,37.80678813227388,29.316638280854647,27.38811840370152,94.96050691776156,88.18698334938871,26.961626919901065,34.49143757998024
DM2,118.69078448195981,159.72495222107943,169.63752106427762,60.79173352492936,172.8252808913835,149.07482139400278,33.93483460114509,79.0876586664237,9.281375463812578,2.920433242994178,78.68109806379758,18.84800580046434,35.84008536927325,122.04313468441033,100.6068318881862,20.52331573829876,12.878476255880038
DM3,114.10728026203144,103.809344642939,202.14684139883397,5.3465271597349915,30.591267186442778,16.532283134950745,10.716498961519656,23.95032650632752,4.99131863928535,0.9891298346105084,13.17258877832586,8.109715296589862,5.7190574895965085,20.922398723667357,19.942753891145433,9.646724654924258,4.171749836829035
DM4,66.03417360569571,43.20242166733338,57.22300575473989,122.95903690243618,87.74326345338032,104.40770494295697,44.34817796311627,23.118516478012094,13.003300026174784,-8.250267130875685,34.12035700356113,30.019719297606553,18.72068551362532,68.57129624167355,57.668380897359185,27.39920160612703,21.176379780075653
DM5,9.079458557083994,30.14848742292703,21.91900714060889,3.0654094320684777,146.69343513477048,113.20759386802048,8.423275411513956,10.961226093586388,29.384534257485193,2.600370135780936,8.17934119996234,-1.6906692557560419,83.60153469265288,21.52290504179129,117.4138492376056,-1.8313931737358264,-3.3082001136986046
DM6,88.07015152698492,106.0036322568256,144.61628409252535,8.659049298048672,89.22599142543865,61.68543720365969,5.668945048265846,51.94344356115637,2.5100510392896775,36.91852484869168,28.40384263228752,44.82629565942768,14.614171965753773,61.77685842807609,94.07994447150439,94.45498638650626,4.508352022966267
DP1l,35.68846202979493,10.266279567631729,12.013977944260906,14.975563036432698,8.833424715868917,11.01920266325543,33.010132951022186,-12.056869276479143,16.826168457898792,20.519782484394593,27.173279393113543,27.935460066361234,11.732750891102343,7.844960196640335,13.372931594148493,24.129771473559536,17.037864384383692
DP1m,58.09084154167178,20.703032258502628,26.546653546184277,54.755562388956676,20.09682924455807,21.84454347153564,41.99247997652287,38.405024441208695,42.046940262799666,42.63026990054926,70.67092386795792,65.42581287038907,28.419371986063695,13.964787591076368,28.952091331697968,26.627968719271706,16.541914880507875
VA2,40.63351934538502,37.60251941331747,42.94412557043056,87.60917458494788,60.99746150590072,74.76662338527234,15.1006721376814,16.822700017234098,25.926891072638206,41.5496487836003,30.155589779001932,65.59613502786127,19.530387323056328,53.4039889130577,59.21008760375162,17.96253159116183,36.24700558843151
VA3,27.274777905453114,9.602764859818924,15.312447146675442,7.834717590623787,8.769160883344172,6.409956101801823,8.192171382981675,8.6587581794633,1.8698136883254388,4.455696334830771,32.13950888242856,28.047994238923486,2.7910260632835824,32.73275594226627,46.27611166917817,42.92798485015328,10.273074010071019
VA4,59.98484954332158,41.746590011501354,63.64036208907535,5.3396466175134165,6.224667857455845,12.010610529130863,6.068935291499225,6.539990223129251,2.5814511554792983,3.9694030498088395,11.286656315149564,7.158785194773056,4.756864417485804,3.1440594193711795,23.59792777411404,21.376066782900466,3.1667531175354076
VA5,18.827374080485555,8.660277822108782,18.20502989684428,4.739125277146911,5.517438297693379,4.944256020919804,5.53826388902078,8.953923870023784,0.3637100784572441,1.6072690679758468,9.614481240715822,8.029911370833796,1.7151815656617866,10.158722414163972,15.149982080887476,54.885254751328475,10.817720310905434
VA6,-5.0022952566830705,0.3999935215077982,1.0045182337158707,0.6654788244367114,2.0696627434385437,18.91428359271776,19.202792953481342,18.566850476355164,12.94194247998839,14.876256011076274,8.565598051779725,-0.6425087709087755,10.961399718381749,10.438408212632687,6.195720557356608,9.402696445330005,13.658703191225946
VA7l,21.952974387115926,5.587966637782123,19.45722824325492,10.940561051531402,12.488108872294447,10.133182254951922,16.516078581348626,17.18806859764654,0.589309749635099,1.2990486293659,42.5831636752893,30.290991653090174,2.5172868248224876,31.326160731910715,45.67576702777648,77.74071232032105,29.696156822892608
VA7m,15.87336730497434,25.962347877836553,25.9438402036337,13.350510161882266,16.463709609668985,20.96131003543381,20.008404390193242,21.334174489597896,-0.6005404388889168,-21.746170773227675,14.156810715779708,16.898579775873962,5.471187469095654,16.33107274597401,24.827534302956646,103.61611386456485,76.36801864426397
VC1,10.131627670383098,27.666614907564306,14.11731010396668,29.837969042685685,35.848924613036885,44.23085316567713,6.7348320820575935,10.134467606093216,18.881653177354714,11.470791646293423,14.968443583879662,22.61690783742281,5.876310520658407,26.338561822468897,25.29313736010101,103.44656124890818,19.811473246161782
VC2,21.588908584173883,12.48176881956245,16.180191457473892,19.785433732136994,19.12320375263739,25.560225446318384,20.94486422773096,15.606654867283902,3.2575518790047564,3.6401186496222073,16.258110052890547,10.851411047410334,3.6865926729620386,31.4411750387869,37.45386512134715,12.317883673578285,7.106723101646839
VC3,36.87577524605828,10.952673481321563,55.91548171769693,3.367217154297189,24.76079044767922,14.265189474035354,5.538374999686941,13.764522940939651,2.419795371279713,8.735452076894324,49.05035881732079,64.81796237093592,86.35584347902257,76.65610900063353,36.18941031361317,14.488703421633652,9.733468427818792
VC4,32.31945854615472,30.68594181516187,35.24297239005535,10.17227162911087,57.11691333779044,22.082000607044442,5.162750953128682,8.002873419526205,3.9985765987598167,16.304175059054455,21.448061806108168,31.446532215150697,17.149046998976534,45.34465421741085,58.181579397199556,7.806069532258366,3.149986053312607
VL1,1.2032033238420752,3.9716169405145934,2.2832036031526752,0.08102624284264501,2.702961248054264,2.6978584603454023,7.659615673884047,9.737099701004311,1.951790482938175,1.5293615474177609,5.229456640813746,4.591780509413868,3.3423563079001597,2.9985853851750357,1.515573094149699,3.832037155701643,3.1662844071375043
VL2a,14.350696957894197,5.702013909296188,3.075841703984578,3.7187294668382043,5.786796502065201,2.833669869731332,14.438366161915397,70.37329542686469,7.04766886543128,8.090887899521448,58.525605354076546,74.82390654024657,5.53881327343939,0.2891908072819509,-1.270676372050131,26.759241256497166,8.682608758408417
VL2p,19.66637605785397,14.30369779778818,12.767043970723932,13.951489165172909,7.547476938155805,12.252919321152884,19.84163695582872,31.94579364807788,10.657071239969365,20.555990973330072,22.988402197969073,30.10603664084725,14.978671043631472,13.826395733069798,16.592712798742962,20.91653152969281,12.143207838386894
VM2,116.52363865950484,145.74879341546682,141.7890808000976,100.30159236123366,168.94466607045453,151.92918298747227,11.147419944546538,16.45115816608355,57.69019176150337,-2.6707757924937088,85.76414363666407,97.29991827290712,58.4585628090874,134.06738832516825,143.46740249910306,67.04215030682646,30.438202850033306
VM3,49.39888920677441,78.70490634520206,47.0098833147519,79.03588012918654,53.63941819846098,38.02246641635935,5.539632328252192,9.831124859324134,12.369398085640654,17.328083959522925,20.81729015797023,18.94033754135406,11.58767025444935,36.88264804946907,55.14266884211472,11.44838022578661,12.33522350665196
VM5d,66.66006084456757,103.77507306804496,134.85924182083878,22.87079360989179,53.2707472502611,27.88475298520265,27.151187227880765,23.403345102906087,20.68373007182005,20.76420721929933,91.3081793825022,75.48286796818378,35.59902138185887,57.657786598882154,140.29772610632608,24.19133946726587,17.271869233544596
VM5v,123.67911002400893,133.27526906668402,127.81420132565846,0.9993181350169882,62.957557613758844,26.84817494690158,26.544080453333553,28.122083170570956,27.211287611708585,103.03849689882406,24.94267760945866,26.074582072022846,62.76443976720097,63.973695676973634,109.43982709237022,29.58537461591949,14.547351930523003
VM7d,108.53539433578544,29.40208196700276,33.49070343232415,130.52438209377146,154.66240693534223,127.99005677372442,6.0044422674383515,101.79172948697916,18.22207870745477,26.17520563842135,119.9814341393976,90.95000955535733,87.26590784989088,92.80987592750688,79.2988625222003,58.68629369793582,20.23029672305371
VM7v,59.89695260633343,48.9921552299617,37.897645379789395,1.876993263313641,99.29587707171999,49.443851625585836,7.779389010672409,10.93113037301954,2.36039448652117,0.8833066885121508,10.68115288838662,9.649996867451515,17.19628676822304,31.438895307139532,40.366760108720314,13.250292202980464,8.446417529836328
