panel,odor,fly_id,glomerulus,delta_f_over_f,roi_depth_um,zscore_scaled_delta_f_over_f,maxabs_scaled_delta_f_over_f,to-avg-max_scaled_delta_f_over_f,split-minmax_scaled_delta_f_over_f,split-minmax-to-avg_scaled_delta_f_over_f,delta_spike_rate,date,fly_num
glomeruli_diagnostics,a-terp @ -3,10,DC1,0.1117508907498494,20.0,-0.38922737035534827,0.03553329347145959,0.10599952883221854,0.03552464320147605,0.10597372417261774,85,2023-11-19,1
glomeruli_diagnostics,a-terp @ -3,11,DC1,0.2762160901287591,26.666666666666668,-0.07977684059982872,0.0881958352995623,0.2630973960864748,0.08810398439040934,0.2628233952230073,85,2023-11-21,1
glomeruli_diagnostics,a-terp @ -3,12,DC1,0.643971616715472,36.666666666666664,1.039108578659456,0.19118789147336882,0.5703334657362954,0.1910970664641673,0.5700625252396236,85,2023-11-21,2
glomeruli_diagnostics,a-terp @ -3,13,DC1,0.9852465291157365,13.333333333333334,1.0147244912083522,0.18780957933111098,0.5602556074703534,0.1877767254051724,0.5601576007749545,85,2023-11-21,3
glomeruli_diagnostics,a-terp @ -3,14,DC1,0.09750173953371183,3.3333333333333335,-0.4173017580370066,0.02436930389349893,0.07269618091424074,0.02436293910520641,0.07267719408543281,85,2024-01-05,1
glomeruli_diagnostics,carene @ -3,1,DC1,0.43524460426298955,13.333333333333334,0.5437703360799715,0.1515286407180851,0.45202577502714597,0.1515237861706146,0.45201129340458035,123,2023-04-22,2
glomeruli_diagnostics,carene @ -3,2,DC1,0.1422543379526769,10.0,-0.12353955350786718,0.07440585923084791,0.22196045596395675,0.0743026096961088,0.22165245180883159,123,2023-04-22,3
glomeruli_diagnostics,carene @ -3,3,DC1,0.3324700090689355,3.3333333333333335,0.6563960230766,0.13597711411706906,0.40563394552635806,0.1353755146587682,0.4038393114551643,123,2023-04-26,2
glomeruli_diagnostics,carene @ -3,4,DC1,0.5455674951024633,6.666666666666667,1.098193455938006,0.2092790728947311,0.6243013510442772,0.2092395672408685,0.6241835015491549,123,2023-04-26,3
glomeruli_diagnostics,carene @ -3,5,DC1,0.43328978880418506,13.333333333333334,0.3452431030738366,0.15389683601705798,0.45909034915888036,0.15383910001422743,0.45891811662711096,123,2023-05-08,1
glomeruli_diagnostics,carene @ -3,6,DC1,0.46098018161995813,13.333333333333334,0.9018337481999581,0.2123380263600157,0.6334265289932418,0.21229533145798513,0.6332991656374523,123,2023-05-08,3
glomeruli_diagnostics,carene @ -3,7,DC1,0.303152177516299,5.0,0.21125676298753052,0.08429703727884309,0.2514668740370576,0.08427205830504313,0.2513923591470817,123,2023-05-09,1
glomeruli_diagnostics,carene @ -3,8,DC1,0.4978188191992899,16.666666666666668,0.5872390945990764,0.17959397617796174,0.5357476044616885,0.17955450720809504,0.5356298643987606,123,2023-05-10,1
glomeruli_diagnostics,carene @ -3,9,DC1,0.38848679274289166,20.0,0.8953547638902382,0.2311526866941639,0.6895526275255887,0.23114810108039038,0.6895389481603537,123,2023-06-22,1
glomeruli_diagnostics,carene @ -3,10,DC1,1.0638475484668461,20.0,1.6141785159302482,0.3382702982939419,1.0090956602683583,0.3382643632621392,1.0090779554480835,123,2023-11-19,1
glomeruli_diagnostics,carene @ -3,11,DC1,0.7281988844836974,26.666666666666668,0.9738710033504996,0.23251400326212307,0.6936135771505106,0.23243669029373398,0.6933829444840384,123,2023-11-21,1
glomeruli_diagnostics,carene @ -3,12,DC1,1.3447476265351785,36.666666666666664,2.8146712888899956,0.3992403649595524,1.1909757425245837,0.3991729030622771,1.1907744966330074,123,2023-11-21,2
glomeruli_diagnostics,carene @ -3,13,DC1,0.9136759781761924,13.333333333333334,0.8891846725145612,0.17416666391123575,0.5195573646360344,0.17413325811553684,0.5194577116554517,123,2023-11-21,3
glomeruli_diagnostics,carene @ -3,14,DC1,0.9029791556859568,3.3333333333333335,1.2065928440338303,0.22568800884621967,0.6732509222652191,0.2256829574144477,0.6732358533162012,123,2024-01-05,1
megamat,2h @ -3,1,DC1,0.49401481592912777,5.0,0.6994563202374179,0.1719892511455567,0.5130619147442134,0.17198451366391698,0.5130477823412583,131,2023-04-22,2
