panel,odor,fly_id,glomerulus,delta_f_over_f,roi_depth_um,zscore_scaled_delta_f_over_f,maxabs_scaled_delta_f_over_f,to-avg-max_scaled_delta_f_over_f,split-minmax_scaled_delta_f_over_f,split-minmax-to-avg_scaled_delta_f_over_f,delta_spike_rate,date,fly_num
megamat,va @ -3,6,DM5,0.058787385728092424,30.0,-0.46473277462159324,0.029851385510904053,0.07090496322038169,0.029707170268228247,0.07056241374394244,-3,2023-05-08,3
megamat,va @ -3,7,DM5,0.03495061563427176,20.0,-0.6160003067359027,0.011270181225512372,0.02676967154472924,0.011108996711734178,0.02638681554573505,-3,2023-05-09,1
megamat,va @ -3,8,DM5,0.015705755874679556,20.0,-0.5929374551748123,0.005832523436424258,0.013853791127738904,0.005334034528601537,0.012669747671463569,-3,2023-05-10,1
megamat,va @ -3,9,DM5,0.07373951502337335,20.0,-0.25428587647369605,0.04667260755042003,0.11085982995841245,0.04649871103167612,0.11044677957382695,-3,2023-06-22,1
megamat,aa @ -3,3,DM6,-0.028602236932281217,0.0,-0.8690782597026323,-0.016365314560277625,-0.03887196547586041,-0.09621574374449893,-0.036364388145833544,-5,2023-04-26,2
megamat,aa @ -3,4,DM6,-0.06598055547085487,0.0,-1.028047683819169,-0.02987070319443205,-0.07095084784572195,-0.23178076332465714,-0.0876006910538205,-5,2023-04-26,3
megamat,aa @ -3,5,DM6,0.248127129416616,0.0,-0.038250624438714756,0.09069259036058083,0.21541897214550348,0.09066040751752845,0.21534252935184747,-5,2023-05-08,1
megamat,aa @ -3,6,DM6,0.030844635356083453,0.0,-0.5744367685521429,0.015662460399522612,0.03720250030482429,0.015516135934354821,0.03685494086517368,-5,2023-05-08,3
megamat,aa @ -3,7,DM6,0.12446396925233054,0.0,-0.28443085067931584,0.04013467185238588,0.09533049749118078,0.03997819287979681,0.09495881840137309,-5,2023-05-09,1
megamat,aa @ -3,8,DM6,0.07553005187563956,5.0,-0.42430112658465313,0.02804900325932233,0.06662382701614122,0.02756165399247928,0.06546624316368103,-5,2023-05-10,1
megamat,aa @ -3,9,DM6,0.02745939152431898,0.0,-0.4955605482947437,0.017380117075378624,0.04128239078033761,0.017200877311324348,0.040856648770029376,-5,2023-06-22,1
