,2h(-7),ma(-7),farn(-3),farn(-2.5),2h(-7)+ma(-7),2h(-7)+farn(-3),2h(-7)+farn(-2.5),ma(-7)+farn(-3),ma(-7)+farn(-2.5),PFO,experiment,2h(-7)+ma(-7)_predicted,2h(-7)+farn(-3)_predicted,2h(-7)+farn(-2.5)_predicted,ma(-7)+farn(-3)_predicted,ma(-7)+farn(-2.5)_predicted
591,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
592,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
593,False,False,True,True,False,True,True,True,True,False,20250324_3FLfun1,False,True,True,True,True
594,False,False,False,False,False,True,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
595,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
596,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
597,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
598,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
599,False,False,False,False,True,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
600,True,False,True,False,False,True,True,False,True,False,20250324_3FLfun1,True,True,True,True,False
601,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
602,True,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,True,True,True,False,False
603,False,True,True,False,False,True,True,True,True,True,20250324_3FLfun1,True,True,False,True,True
604,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
605,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
606,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
607,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
608,False,False,False,False,False,False,True,True,True,False,20250324_3FLfun1,False,False,False,False,False
609,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
610,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
611,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
612,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
613,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
614,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
615,False,False,False,False,False,False,True,True,True,False,20250324_3FLfun1,False,False,False,False,False
616,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
617,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
618,False,False,False,False,False,False,False,False,True,False,20250324_3FLfun1,False,False,False,False,False
619,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
620,True,False,False,True,True,True,True,False,True,False,20250324_3FLfun1,True,True,True,False,True
621,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
622,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
623,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
624,False,False,False,True,False,False,False,False,True,False,20250324_3FLfun1,False,False,True,False,True
625,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
626,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
627,False,False,True,False,False,False,True,True,True,False,20250324_3FLfun1,False,True,False,True,False
628,True,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
629,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
630,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
631,True,False,True,False,True,True,True,True,True,True,20250324_3FLfun1,True,True,True,True,False
632,False,False,False,False,False,False,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
633,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
634,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
635,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
636,False,False,False,False,False,False,False,False,True,False,20250324_3FLfun1,False,False,False,False,False
637,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
638,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
639,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
640,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
641,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
642,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
643,False,False,True,False,False,True,True,True,True,False,20250324_3FLfun1,False,True,False,True,False
644,True,False,False,False,True,True,True,False,False,True,20250324_3FLfun1,True,True,True,False,False
645,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
646,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
647,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
648,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
649,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
650,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
651,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
652,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
653,False,False,False,False,False,True,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
654,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
655,False,False,False,True,False,True,False,False,False,True,20250324_3FLfun1,False,False,True,False,True
656,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
657,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
658,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
659,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
660,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
661,False,False,True,False,False,False,False,True,False,False,20250324_3FLfun1,False,True,False,True,False
662,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
663,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
664,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
665,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
666,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
667,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
668,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
669,True,False,True,False,False,False,True,False,False,False,20250324_3FLfun1,True,True,True,True,False
670,False,False,False,False,False,False,False,True,False,False,20250324_3FLfun1,False,False,False,False,False
671,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
672,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
673,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
674,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
675,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
676,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
677,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
678,False,False,False,False,True,True,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
679,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
680,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
681,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
682,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
683,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
684,True,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
685,False,False,True,False,False,False,True,False,False,False,20250324_3FLfun1,False,True,False,True,False
686,False,False,True,False,False,False,False,False,True,False,20250324_3FLfun1,False,True,False,True,False
687,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
688,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
689,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
690,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
691,False,False,False,False,False,True,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
692,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
693,True,False,True,False,False,True,True,False,True,False,20250324_3FLfun1,True,True,True,True,False
694,False,False,False,True,False,False,False,False,False,False,20250324_3FLfun1,False,False,True,False,True
695,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
696,False,False,False,False,False,True,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
697,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
698,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
699,True,False,False,False,True,True,False,False,False,False,20250324_3FLfun1,True,True,True,False,False
700,False,False,False,False,False,False,True,False,False,True,20250324_3FLfun1,False,False,False,False,False
701,True,False,False,False,False,False,False,False,True,False,20250324_3FLfun1,True,True,True,False,False
702,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
703,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
704,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
705,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
706,False,False,False,False,False,True,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
707,False,False,True,False,False,False,True,False,True,True,20250324_3FLfun1,False,True,False,True,False
708,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
709,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
710,False,False,True,False,False,False,True,True,True,False,20250324_3FLfun1,False,True,False,True,False
711,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
712,False,False,False,False,False,False,False,False,True,False,20250324_3FLfun1,False,False,False,False,False
713,False,False,False,False,False,False,False,False,False,True,20250324_3FLfun1,False,False,False,False,False
714,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
715,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
716,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
717,False,False,False,False,False,True,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
718,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
719,False,False,False,True,False,False,True,True,True,False,20250324_3FLfun1,False,False,True,False,True
720,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
721,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
722,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
723,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
724,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
725,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
726,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
727,False,False,False,False,False,False,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
728,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
729,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
730,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
731,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
732,True,False,False,False,False,True,True,False,True,False,20250324_3FLfun1,True,True,True,False,False
733,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
734,False,False,False,True,False,False,True,False,True,False,20250324_3FLfun1,False,False,True,False,True
735,False,False,False,True,False,True,False,False,False,False,20250324_3FLfun1,False,False,True,False,True
736,True,False,True,True,False,True,True,True,True,False,20250324_3FLfun1,True,True,True,True,True
737,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
738,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
739,False,False,True,False,False,True,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
740,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
741,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
742,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
743,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
744,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
745,True,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,True,True,True,True,False
746,False,False,True,False,False,False,True,True,False,True,20250324_3FLfun1,False,True,False,True,False
747,False,False,False,False,True,True,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
748,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
749,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
750,False,False,True,True,False,True,True,True,True,False,20250324_3FLfun1,False,True,True,True,True
751,True,False,True,False,True,True,True,False,True,False,20250324_3FLfun1,True,True,True,True,False
752,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
753,False,False,False,False,False,False,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
754,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
755,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
756,False,False,False,True,False,False,False,False,True,False,20250324_3FLfun1,False,False,True,False,True
757,True,False,True,False,True,True,True,False,True,False,20250324_3FLfun1,True,True,True,True,False
758,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
759,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
760,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
761,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
762,True,False,False,False,False,True,True,False,True,True,20250324_3FLfun1,True,True,True,False,False
763,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
764,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
765,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
766,False,False,True,False,False,False,True,False,True,True,20250324_3FLfun1,False,True,False,True,False
767,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
768,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
769,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
770,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
771,False,False,True,True,True,True,True,True,True,True,20250324_3FLfun1,False,True,True,True,True
772,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
773,False,False,True,False,False,False,True,True,True,False,20250324_3FLfun1,False,True,False,True,False
774,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
775,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
776,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
777,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
778,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
779,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
780,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
781,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
782,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
783,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
784,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
785,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
786,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
787,False,False,False,False,False,False,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
788,False,False,False,False,False,True,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
789,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
790,True,False,True,True,True,True,True,False,True,True,20250324_3FLfun1,True,True,True,True,True
791,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
792,False,False,False,True,False,False,False,False,False,False,20250324_3FLfun1,False,False,True,False,True
793,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
794,False,False,False,False,False,False,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
795,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
796,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
797,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
798,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
799,False,False,False,False,False,True,False,False,True,True,20250324_3FLfun1,False,False,False,False,False
800,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
801,True,False,True,False,True,True,True,False,True,False,20250324_3FLfun1,True,True,True,True,False
802,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
803,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
804,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
805,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
806,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
807,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
808,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
809,False,False,False,False,True,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
810,True,False,True,False,True,True,True,True,True,False,20250324_3FLfun1,True,True,True,True,False
811,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
812,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
813,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
814,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
815,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
816,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
817,True,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
818,False,False,False,False,False,False,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
819,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
820,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
821,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
822,True,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
823,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
824,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
825,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
826,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
827,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
828,False,False,False,False,False,True,True,False,True,False,20250324_3FLfun1,False,False,False,False,False
829,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
830,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
831,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
832,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
833,False,False,False,False,False,False,False,False,True,False,20250324_3FLfun1,False,False,False,False,False
834,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
835,True,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
836,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
837,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
838,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
839,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
840,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
841,True,False,False,False,True,False,False,False,False,False,20250324_3FLfun1,True,True,True,False,False
842,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
843,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
844,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
845,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
846,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
847,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
848,True,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,True,True,True,False,False
849,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
850,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
851,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
852,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
853,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
854,False,False,False,False,True,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
855,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
856,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
857,False,False,True,False,False,False,True,False,False,False,20250324_3FLfun1,False,True,False,True,False
858,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
859,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
860,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
861,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
862,False,False,False,True,False,False,False,False,False,False,20250324_3FLfun1,False,False,True,False,True
863,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
864,True,False,False,False,False,False,True,False,True,False,20250324_3FLfun1,True,True,True,False,False
865,False,False,False,False,False,True,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
866,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
867,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
868,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
869,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
870,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
871,False,False,True,False,False,False,True,True,True,False,20250324_3FLfun1,False,True,False,True,False
872,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
873,False,False,False,False,False,True,True,True,True,False,20250324_3FLfun1,False,False,False,False,False
874,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
875,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
876,False,False,False,False,False,False,False,False,True,False,20250324_3FLfun1,False,False,False,False,False
877,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
878,False,False,False,False,False,True,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
879,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
880,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
881,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
882,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
883,True,False,False,False,True,False,True,False,True,False,20250324_3FLfun1,True,True,True,False,False
884,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
885,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
886,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
887,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
888,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
889,True,False,True,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,True,False
890,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
891,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
892,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
893,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
894,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
895,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
896,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
897,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
898,False,False,False,True,False,False,False,False,True,False,20250324_3FLfun1,False,False,True,False,True
899,True,False,False,False,True,True,True,False,False,False,20250324_3FLfun1,True,True,True,False,False
900,False,False,True,True,True,True,True,True,True,False,20250324_3FLfun1,False,True,True,True,True
901,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
902,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
903,False,False,True,False,False,False,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
904,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
905,True,False,True,False,False,False,True,True,True,False,20250324_3FLfun1,True,True,True,True,False
906,False,False,True,False,True,True,True,False,True,False,20250324_3FLfun1,False,True,False,True,False
907,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
908,False,False,True,False,False,False,False,False,False,False,20250324_3FLfun1,False,True,False,True,False
909,False,False,False,False,False,False,False,False,False,False,20250324_3FLfun1,False,False,False,False,False
910,False,False,False,False,False,False,True,False,False,False,20250324_3FLfun1,False,False,False,False,False
