,2h(-8),2h(-7),ma(-8),ma(-7),farn(-4),farn(-3),2h(-7)+ma(-7),2h(-7)+farn(-3),ma(-7)+farn(-3),PFO,experiment,2h(-7)+ma(-7)_predicted,2h(-7)+farn(-3)_predicted,ma(-7)+farn(-3)_predicted
144,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
145,False,False,False,False,True,True,False,True,False,False,20250214_4FLfun1,False,True,True
146,False,False,False,False,False,False,True,True,False,False,20250214_4FLfun1,False,False,False
147,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
148,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
149,True,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
150,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
151,False,False,False,False,False,False,True,True,False,False,20250214_4FLfun1,False,False,False
152,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
153,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
154,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
155,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
156,False,False,False,False,True,False,False,True,False,False,20250214_4FLfun1,False,False,False
157,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
158,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
159,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
160,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
161,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
162,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
163,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
164,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
165,False,False,True,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
166,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
167,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
168,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
169,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
170,True,False,True,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
171,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
172,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
173,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
174,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
175,False,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
176,True,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
177,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
178,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
179,False,False,False,False,True,True,False,True,True,False,20250214_4FLfun1,False,True,True
180,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
181,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
182,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
183,False,False,False,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
184,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
185,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
186,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
187,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
188,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
189,False,False,False,True,False,False,True,True,False,False,20250214_4FLfun1,True,False,True
190,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
191,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
192,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
193,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
194,True,False,False,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
195,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
196,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
197,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
198,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
199,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
200,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
201,False,False,False,False,False,True,False,True,False,False,20250214_4FLfun1,False,True,True
202,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
203,True,True,False,False,False,False,False,True,False,False,20250214_4FLfun1,True,True,False
204,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
205,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
206,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
207,False,False,False,False,False,False,False,False,False,True,20250214_4FLfun1,False,False,False
208,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
209,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
210,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
211,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
212,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
213,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
214,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
215,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
216,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
217,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
218,False,False,False,False,False,False,True,False,False,False,20250214_4FLfun1,False,False,False
219,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
220,False,False,False,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
221,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
222,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
223,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
224,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
225,True,True,True,True,True,True,True,False,False,False,20250214_4FLfun1,True,True,True
226,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
227,False,True,False,False,False,False,False,False,False,False,20250214_4FLfun1,True,True,False
228,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
229,False,False,False,False,True,False,False,False,False,False,20250214_4FLfun1,False,False,False
230,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
231,False,False,False,False,False,False,True,True,False,False,20250214_4FLfun1,False,False,False
232,False,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
233,False,False,False,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
234,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
235,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
236,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
237,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
238,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
239,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
240,True,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
241,False,False,False,True,False,False,True,True,False,False,20250214_4FLfun1,True,False,True
242,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
243,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
244,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
245,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
246,False,False,False,False,True,False,False,True,False,False,20250214_4FLfun1,False,False,False
247,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
248,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
249,False,False,False,False,False,True,False,False,False,False,20250214_4FLfun1,False,True,True
250,False,False,False,False,False,False,False,False,False,True,20250214_4FLfun1,False,False,False
251,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
252,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
253,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
254,False,False,True,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
255,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
256,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
257,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
258,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
259,False,True,False,False,False,False,False,False,False,False,20250214_4FLfun1,True,True,False
260,False,False,True,False,False,False,False,False,False,True,20250214_4FLfun1,False,False,False
261,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
262,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
263,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
264,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
265,False,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
266,True,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
267,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
268,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
269,False,False,False,False,True,True,False,True,False,False,20250214_4FLfun1,False,True,True
270,False,False,False,False,True,True,False,True,True,False,20250214_4FLfun1,False,True,True
271,True,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
272,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
273,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
274,False,False,False,False,False,False,True,False,False,False,20250214_4FLfun1,False,False,False
275,False,False,False,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
276,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
277,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
278,False,False,False,False,False,False,False,False,False,True,20250214_4FLfun1,False,False,False
279,False,False,False,False,True,False,False,False,False,False,20250214_4FLfun1,False,False,False
280,False,False,False,False,True,True,False,True,False,False,20250214_4FLfun1,False,True,True
281,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
282,False,False,False,True,False,False,False,True,False,False,20250214_4FLfun1,True,False,True
283,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
284,False,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
285,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
286,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
287,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
288,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
289,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
290,True,True,False,True,True,True,True,True,True,False,20250214_4FLfun1,True,True,True
291,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
292,False,False,False,False,False,False,True,False,False,False,20250214_4FLfun1,False,False,False
293,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
294,False,False,False,False,True,False,False,True,False,False,20250214_4FLfun1,False,False,False
295,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
296,True,False,True,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
297,False,False,False,False,False,False,False,False,False,True,20250214_4FLfun1,False,False,False
298,False,False,False,False,False,False,True,False,False,False,20250214_4FLfun1,False,False,False
299,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
300,False,False,True,True,False,False,False,False,False,False,20250214_4FLfun1,True,False,True
301,True,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
302,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
303,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
304,True,True,False,False,False,False,False,False,False,False,20250214_4FLfun1,True,True,False
305,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
306,False,False,False,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
307,True,False,True,False,False,True,True,False,False,False,20250214_4FLfun1,False,True,True
308,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
309,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
310,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
311,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
312,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
313,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
314,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
315,False,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
316,True,True,True,True,True,True,True,False,False,True,20250214_4FLfun1,True,True,True
317,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
318,False,True,False,False,False,False,False,False,False,False,20250214_4FLfun1,True,True,False
319,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
320,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
321,True,True,False,False,False,False,True,True,False,False,20250214_4FLfun1,True,True,False
322,False,False,False,True,False,False,True,False,False,False,20250214_4FLfun1,True,False,True
323,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
324,True,True,True,True,False,False,True,False,False,True,20250214_4FLfun1,True,True,True
325,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
326,False,False,True,False,False,False,False,False,False,True,20250214_4FLfun1,False,False,False
327,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
328,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
329,False,False,False,True,False,True,True,False,True,False,20250214_4FLfun1,True,True,True
330,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
331,True,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
332,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
333,False,False,False,False,True,False,False,True,False,False,20250214_4FLfun1,False,False,False
334,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
335,False,False,False,False,False,True,False,False,True,True,20250214_4FLfun1,False,True,True
336,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
337,False,False,True,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
338,False,False,True,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
339,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
340,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
341,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
342,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
343,True,False,True,False,False,False,False,False,False,True,20250214_4FLfun1,False,False,False
344,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
345,False,False,False,False,False,True,False,True,False,False,20250214_4FLfun1,False,True,True
346,False,True,False,False,False,False,False,True,False,False,20250214_4FLfun1,True,True,False
347,False,False,False,False,True,False,False,True,False,False,20250214_4FLfun1,False,False,False
348,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
349,False,True,False,False,False,False,True,False,False,False,20250214_4FLfun1,True,True,False
350,False,False,False,False,False,False,False,False,False,False,20250214_4FLfun1,False,False,False
