,2h(-7),ma(-7),farn(-3),farn(-2.5),2h(-7)+ma(-7),2h(-7)+farn(-3),2h(-7)+farn(-2.5),ma(-7)+farn(-3),ma(-7)+farn(-2.5),PFO,experiment,2h(-7)+ma(-7)_predicted,2h(-7)+farn(-3)_predicted,2h(-7)+farn(-2.5)_predicted,ma(-7)+farn(-3)_predicted,ma(-7)+farn(-2.5)_predicted
235,False,False,True,True,False,False,True,True,True,True,20250326_2FLfun1,False,True,True,True,True
236,False,False,False,False,False,False,True,False,False,False,20250326_2FLfun1,False,False,False,False,False
237,False,False,True,True,False,False,True,True,True,False,20250326_2FLfun1,False,True,True,True,True
238,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
239,False,False,True,True,False,True,True,True,True,False,20250326_2FLfun1,False,True,True,True,True
240,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
241,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
242,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
243,True,False,False,False,False,True,True,False,False,False,20250326_2FLfun1,True,True,True,False,False
244,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
245,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
246,False,False,False,True,True,False,True,False,False,False,20250326_2FLfun1,False,False,True,False,True
247,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
248,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
249,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
250,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
251,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
252,False,False,True,True,False,False,True,False,True,False,20250326_2FLfun1,False,True,True,True,True
253,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
254,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
255,False,False,True,True,False,False,True,True,True,False,20250326_2FLfun1,False,True,True,True,True
256,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
257,True,False,True,True,False,True,True,False,False,True,20250326_2FLfun1,True,True,True,True,True
258,False,False,True,True,False,False,True,True,True,False,20250326_2FLfun1,False,True,True,True,True
259,False,False,True,False,False,True,True,False,True,False,20250326_2FLfun1,False,True,False,True,False
260,True,False,False,True,True,True,True,False,False,False,20250326_2FLfun1,True,True,True,False,True
261,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
262,True,False,False,False,True,True,True,True,False,False,20250326_2FLfun1,True,True,True,False,False
263,False,False,True,True,False,False,True,False,True,False,20250326_2FLfun1,False,True,True,True,True
264,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
265,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
266,True,False,True,True,False,True,True,False,True,False,20250326_2FLfun1,True,True,True,True,True
267,False,False,True,True,False,False,False,False,True,False,20250326_2FLfun1,False,True,True,True,True
268,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
269,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
270,False,False,False,False,False,False,True,False,False,False,20250326_2FLfun1,False,False,False,False,False
271,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
272,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
273,False,True,False,False,True,False,False,True,True,False,20250326_2FLfun1,True,False,False,True,True
274,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
275,False,True,False,False,True,False,False,True,True,False,20250326_2FLfun1,True,False,False,True,True
276,False,True,True,True,True,False,True,True,True,False,20250326_2FLfun1,True,True,True,True,True
277,False,True,True,True,True,False,False,True,True,False,20250326_2FLfun1,True,True,True,True,True
278,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
279,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
280,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
281,False,False,True,False,False,False,False,False,False,False,20250326_2FLfun1,False,True,False,True,False
282,False,False,True,True,False,False,False,False,False,False,20250326_2FLfun1,False,True,True,True,True
283,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
284,False,False,True,True,False,False,True,False,True,False,20250326_2FLfun1,False,True,True,True,True
285,False,False,True,True,False,True,True,False,True,False,20250326_2FLfun1,False,True,True,True,True
286,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
287,False,False,True,True,False,False,True,True,True,False,20250326_2FLfun1,False,True,True,True,True
288,True,False,True,True,True,True,True,True,True,False,20250326_2FLfun1,True,True,True,True,True
289,True,False,False,False,True,True,True,False,False,False,20250326_2FLfun1,True,True,True,False,False
290,False,False,False,False,False,True,True,False,False,False,20250326_2FLfun1,False,False,False,False,False
291,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
292,False,False,True,True,False,False,True,True,True,False,20250326_2FLfun1,False,True,True,True,True
293,False,False,False,False,False,False,False,False,True,False,20250326_2FLfun1,False,False,False,False,False
294,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
295,False,True,False,True,True,False,False,True,True,False,20250326_2FLfun1,True,False,True,True,True
296,False,False,True,False,False,False,True,False,False,False,20250326_2FLfun1,False,True,False,True,False
297,False,False,True,True,False,True,True,True,True,False,20250326_2FLfun1,False,True,True,True,True
298,False,False,False,False,False,False,False,False,True,False,20250326_2FLfun1,False,False,False,False,False
299,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
300,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
301,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
302,False,False,False,False,False,False,False,False,True,False,20250326_2FLfun1,False,False,False,False,False
303,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
304,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
305,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
306,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
307,False,False,True,True,False,False,False,False,True,False,20250326_2FLfun1,False,True,True,True,True
308,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
309,False,False,False,False,False,False,False,False,True,False,20250326_2FLfun1,False,False,False,False,False
310,False,False,True,True,False,True,True,True,True,False,20250326_2FLfun1,False,True,True,True,True
311,False,False,False,False,False,False,False,False,False,False,20250326_2FLfun1,False,False,False,False,False
312,False,False,True,True,False,False,False,False,True,False,20250326_2FLfun1,False,True,True,True,True
313,False,False,True,True,False,False,True,False,True,False,20250326_2FLfun1,False,True,True,True,True
314,False,False,True,True,False,False,True,False,True,False,20250326_2FLfun1,False,True,True,True,True
315,False,False,False,False,False,False,False,False,False,True,20250326_2FLfun1,False,False,False,False,False
