,2h(-7),ma(-7),farn(-3),farn(-2.5),2h(-7)+ma(-7),2h(-7)+farn(-3),2h(-7)+farn(-2.5),ma(-7)+farn(-3),ma(-7)+farn(-2.5),PFO,experiment,2h(-7)+ma(-7)_predicted,2h(-7)+farn(-3)_predicted,2h(-7)+farn(-2.5)_predicted,ma(-7)+farn(-3)_predicted,ma(-7)+farn(-2.5)_predicted
80,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
81,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
82,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
83,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
84,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
85,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
86,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
87,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
88,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
89,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
90,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
91,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
92,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
93,True,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,True,True,True,False,False
94,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
95,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
96,True,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,True,True,True,False,False
97,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
98,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
99,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
100,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
101,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
102,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
103,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
104,False,False,False,False,False,True,True,False,False,False,20250324_2FLfun1,False,False,False,False,False
105,True,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,True,True,True,False,False
106,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
107,False,False,True,False,False,False,True,False,True,False,20250324_2FLfun1,False,True,False,True,False
108,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
109,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
110,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
111,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
112,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
113,True,False,False,False,True,True,True,False,False,False,20250324_2FLfun1,True,True,True,False,False
114,False,False,True,True,False,False,True,True,True,False,20250324_2FLfun1,False,True,True,True,True
115,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
116,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
117,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
118,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
119,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
120,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
121,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
122,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
123,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
124,False,False,True,False,False,False,False,False,False,False,20250324_2FLfun1,False,True,False,True,False
125,False,False,False,False,False,False,False,False,False,True,20250324_2FLfun1,False,False,False,False,False
126,False,False,True,False,False,False,False,False,False,False,20250324_2FLfun1,False,True,False,True,False
127,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
128,True,False,False,False,True,True,True,False,False,False,20250324_2FLfun1,True,True,True,False,False
129,True,False,False,False,True,True,False,False,False,False,20250324_2FLfun1,True,True,True,False,False
130,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
131,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
132,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
133,True,False,False,False,True,True,True,False,False,False,20250324_2FLfun1,True,True,True,False,False
134,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
135,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
136,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
137,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
138,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
139,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
140,False,False,True,False,False,False,True,False,True,False,20250324_2FLfun1,False,True,False,True,False
141,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
142,False,True,False,False,False,False,False,False,False,False,20250324_2FLfun1,True,False,False,True,True
143,False,True,True,False,False,False,False,False,False,False,20250324_2FLfun1,True,True,False,True,True
144,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
145,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
146,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
147,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
148,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
149,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
150,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
151,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
152,False,False,True,False,False,False,False,False,False,False,20250324_2FLfun1,False,True,False,True,False
153,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
154,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
155,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
156,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
157,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
158,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
159,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
160,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
161,False,False,False,False,False,False,False,False,True,False,20250324_2FLfun1,False,False,False,False,False
162,False,False,False,False,False,False,True,False,False,False,20250324_2FLfun1,False,False,False,False,False
163,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
164,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
165,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
166,True,True,False,False,True,False,False,True,True,False,20250324_2FLfun1,True,True,True,True,True
167,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
168,False,False,True,False,False,True,True,True,True,False,20250324_2FLfun1,False,True,False,True,False
169,False,True,False,False,False,False,False,True,False,False,20250324_2FLfun1,True,False,False,True,True
170,False,False,True,False,False,True,True,False,True,False,20250324_2FLfun1,False,True,False,True,False
171,False,False,True,False,False,False,True,False,True,False,20250324_2FLfun1,False,True,False,True,False
172,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
173,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
174,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
175,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
176,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
177,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
178,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
179,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
180,False,False,True,False,False,False,False,False,False,False,20250324_2FLfun1,False,True,False,True,False
181,True,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,True,True,True,False,False
182,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
183,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
184,True,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,True,True,True,False,False
185,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
186,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
187,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
188,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
189,False,False,False,False,False,False,False,False,False,True,20250324_2FLfun1,False,False,False,False,False
190,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
191,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
192,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
193,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
194,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
195,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
196,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
197,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
198,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
199,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
200,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
201,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
202,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
203,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
204,True,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,True,True,True,False,False
205,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
206,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
207,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
208,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
209,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
210,False,False,False,False,False,True,True,False,False,False,20250324_2FLfun1,False,False,False,False,False
211,True,False,False,False,False,True,False,False,False,False,20250324_2FLfun1,True,True,True,False,False
212,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
213,False,False,True,False,False,False,True,False,True,False,20250324_2FLfun1,False,True,False,True,False
214,False,False,False,False,False,True,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
215,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
216,False,False,True,False,False,False,False,False,False,False,20250324_2FLfun1,False,True,False,True,False
217,False,False,True,False,False,False,False,False,True,False,20250324_2FLfun1,False,True,False,True,False
218,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
219,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
220,False,False,False,False,False,False,True,False,False,False,20250324_2FLfun1,False,False,False,False,False
221,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
222,False,False,True,False,False,False,False,False,True,False,20250324_2FLfun1,False,True,False,True,False
223,False,False,False,False,True,False,True,False,False,False,20250324_2FLfun1,False,False,False,False,False
224,False,False,True,True,False,False,True,True,True,False,20250324_2FLfun1,False,True,True,True,True
225,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
226,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
227,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
228,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
229,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
230,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
231,False,False,False,False,True,False,True,False,False,False,20250324_2FLfun1,False,False,False,False,False
232,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
233,False,False,True,False,False,False,False,False,False,False,20250324_2FLfun1,False,True,False,True,False
234,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
235,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
236,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
237,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
238,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
239,True,False,False,False,True,True,True,False,False,False,20250324_2FLfun1,True,True,True,False,False
240,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
241,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
242,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
243,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
244,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
245,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
246,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
247,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
248,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
249,True,False,False,False,True,True,True,False,False,False,20250324_2FLfun1,True,True,True,False,False
250,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
251,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
252,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
253,False,False,True,False,False,False,False,False,False,False,20250324_2FLfun1,False,True,False,True,False
254,False,False,False,False,False,False,False,True,False,False,20250324_2FLfun1,False,False,False,False,False
255,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
256,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
257,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
258,False,False,False,False,False,False,True,True,True,False,20250324_2FLfun1,False,False,False,False,False
259,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
260,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
261,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
262,False,False,False,False,False,False,True,False,True,False,20250324_2FLfun1,False,False,False,False,False
263,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
264,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
265,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
266,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
267,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
268,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
269,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
270,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
271,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
272,False,False,False,False,False,False,False,False,False,True,20250324_2FLfun1,False,False,False,False,False
273,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
274,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
275,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
276,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
277,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
278,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
279,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
280,True,True,False,False,True,False,False,False,False,False,20250324_2FLfun1,True,True,True,True,True
281,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
282,False,False,True,False,False,True,True,True,True,False,20250324_2FLfun1,False,True,False,True,False
283,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
284,False,False,True,False,False,False,True,True,True,False,20250324_2FLfun1,False,True,False,True,False
285,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
286,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
287,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
288,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
289,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
290,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
291,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
292,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
293,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
294,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
295,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
296,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
297,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
298,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
299,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
300,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
301,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
302,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
303,False,False,False,False,True,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
304,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
305,False,False,False,False,False,False,False,True,True,False,20250324_2FLfun1,False,False,False,False,False
306,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
307,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
308,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
309,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
310,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
311,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
312,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
313,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
314,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
315,False,False,False,False,False,False,False,False,False,False,20250324_2FLfun1,False,False,False,False,False
