	n	r	CI95%	p-val	X	Y	method	covar
spearman	113	0.39643966304565514	[0.23 0.54]	1.9771827452902245e-05	vcf_emb_masked	kc_remy	spearman	chem_cols
spearman	113	0.39643966304565514	[0.23 0.54]	1.9771827452902245e-05	vcf_emb_masked	kc_remy_mean_scaled	spearman	chem_cols
spearman	113	0.39710731204984834	[0.23 0.54]	1.9088671254379068e-05	vcf_emb_masked	kc_remy_scaled_mean	spearman	chem_cols
spearman	113	0.38983606200118703	[0.22 0.54]	2.7882570760721907e-05	vcf_emb_masked	kc_remy_combo	spearman	chem_cols
spearman	113	0.38983606200118703	[0.22 0.54]	2.7882570760721907e-05	vcf_emb_masked	kc_remy_combo_mean_scaled	spearman	chem_cols
spearman	113	0.39710731204984834	[0.23 0.54]	1.9088671254379068e-05	vcf_emb_masked	kc_remy_combo_scaled_mean	spearman	chem_cols
spearman	113	0.16252151084840094	[-0.03  0.34]	0.0913234104600948	vcf_emb_masked	orn_dat	spearman	chem_cols
spearman	113	0.203894173934795	[0.02 0.38]	0.03345589013715209	vcf_emb_masked	orn_emb	spearman	chem_cols
spearman	113	0.39710731204984834	[0.23 0.54]	1.9088671254379068e-05	vcf_emb_masked	kc_dat	spearman	chem_cols
spearman	113	0.4161782208649426	[0.25 0.56]	6.7677639602143725e-06	vcf_emb_masked	kc_emb	spearman	chem_cols
spearman	113	0.29716407496699543	[0.12 0.46]	0.001701515487864796	vcf_emb_masked	kc_combo	spearman	chem_cols
spearman	113	0.17377234197230673	[-0.01  0.35]	0.07074742595608279	vcf_emb_masked	uniform_dat	spearman	chem_cols
spearman	113	0.23981987067162847	[0.05 0.41]	0.012015294076640192	vcf_emb_masked	uniform_emb	spearman	chem_cols
spearman	113	0.32036610452889686	[0.14 0.48]	0.0006834548984328696	vcf_emb_masked	hemibrain_dat	spearman	chem_cols
spearman	113	0.3368600833832293	[0.16 0.49]	0.00034143305074751766	vcf_emb_masked	hemibrain_emb	spearman	chem_cols
spearman	113	0.20247272938342453	[0.01 0.38]	0.03473555480166278	vcf_emb_masked	uniform_tom	spearman	chem_cols
spearman	113	0.394347397024931	[0.22 0.54]	2.2064335947673306e-05	vcf_emb_masked	hemibrain_tom	spearman	chem_cols
spearman	136	0.013507654335198991	[-0.16  0.18]	0.8778288707366316	vcf_emb_all_tom	orn_remy	spearman	chem_cols
spearman	136	0.013507654335198991	[-0.16  0.18]	0.8778288707366316	vcf_emb_all_tom	orn_remy_mean_scaled	spearman	chem_cols
spearman	136	0.018979803890250377	[-0.15  0.19]	0.8289824691137715	vcf_emb_all_tom	orn_remy_scaled_mean	spearman	chem_cols
spearman	136	-0.010415563915675696	[-0.18  0.16]	0.9056471220674241	vcf_emb_all_tom	kc_remy	spearman	chem_cols
spearman	136	-0.010415563915675696	[-0.18  0.16]	0.9056471220674241	vcf_emb_all_tom	kc_remy_mean_scaled	spearman	chem_cols
spearman	136	-0.008661586351278136	[-0.18  0.16]	0.9214801705073976	vcf_emb_all_tom	kc_remy_scaled_mean	spearman	chem_cols
spearman	136	-0.015343605000968675	[-0.19  0.16]	0.8613796514194858	vcf_emb_all_tom	kc_remy_combo	spearman	chem_cols
spearman	136	-0.015343605000968675	[-0.19  0.16]	0.8613796514194858	vcf_emb_all_tom	kc_remy_combo_mean_scaled	spearman	chem_cols
spearman	136	-0.008661586351278136	[-0.18  0.16]	0.9214801705073976	vcf_emb_all_tom	kc_remy_combo_scaled_mean	spearman	chem_cols
spearman	136	0.018979803890250377	[-0.15  0.19]	0.8289824691137715	vcf_emb_all_tom	orn_dat	spearman	chem_cols
spearman	136	0.023822511384319317	[-0.15  0.19]	0.7862871390078748	vcf_emb_all_tom	orn_emb	spearman	chem_cols
spearman	136	-0.008661586351278136	[-0.18  0.16]	0.9214801705073976	vcf_emb_all_tom	kc_dat	spearman	chem_cols
spearman	136	0.008354991811875987	[-0.16  0.18]	0.9242511199051128	vcf_emb_all_tom	kc_emb	spearman	chem_cols
spearman	136	-0.026650218776014655	[-0.2   0.14]	0.7616388640870981	vcf_emb_all_tom	kc_combo	spearman	chem_cols
spearman	136	0.08170702018562005	[-0.09  0.25]	0.3516611347305395	vcf_emb_all_tom	uniform_dat	spearman	chem_cols
spearman	136	0.07725893211485806	[-0.09  0.24]	0.37858197426860807	vcf_emb_all_tom	uniform_emb	spearman	chem_cols
spearman	136	0.15936790344215296	[-0.01  0.32]	0.0679607735139654	vcf_emb_all_tom	hemibrain_dat	spearman	chem_cols
spearman	136	0.16024651115756156	[-0.01  0.32]	0.0664373518723339	vcf_emb_all_tom	hemibrain_emb	spearman	chem_cols
spearman	136	0.06163222470014668	[-0.11  0.23]	0.4826584221393928	vcf_emb_all_tom	uniform_tom	spearman	chem_cols
spearman	136	0.15322213840631224	[-0.02  0.32]	0.07942748330236686	vcf_emb_all_tom	hemibrain_tom	spearman	chem_cols
spearman	113	0.028001984641888713	[-0.16  0.21]	0.7725541852567374	vcf_emb_masked_tom	orn_remy	spearman	chem_cols
spearman	113	0.028001984641888713	[-0.16  0.21]	0.7725541852567374	vcf_emb_masked_tom	orn_remy_mean_scaled	spearman	chem_cols
spearman	113	0.04058835723069534	[-0.15  0.23]	0.6751852643404269	vcf_emb_masked_tom	orn_remy_scaled_mean	spearman	chem_cols
spearman	113	0.006837280963976565	[-0.18  0.19]	0.9437470242600215	vcf_emb_masked_tom	kc_remy	spearman	chem_cols
spearman	113	0.006837280963976565	[-0.18  0.19]	0.9437470242600215	vcf_emb_masked_tom	kc_remy_mean_scaled	spearman	chem_cols
spearman	113	0.008499890842478567	[-0.18  0.2 ]	0.9300992596509791	vcf_emb_masked_tom	kc_remy_scaled_mean	spearman	chem_cols
spearman	113	0.008441439348254622	[-0.18  0.2 ]	0.930578746641668	vcf_emb_masked_tom	kc_remy_combo	spearman	chem_cols
spearman	113	0.008441439348254622	[-0.18  0.2 ]	0.930578746641668	vcf_emb_masked_tom	kc_remy_combo_mean_scaled	spearman	chem_cols
spearman	113	0.008499890842478567	[-0.18  0.2 ]	0.9300992596509791	vcf_emb_masked_tom	kc_remy_combo_scaled_mean	spearman	chem_cols
spearman	113	0.04058835723069534	[-0.15  0.23]	0.6751852643404269	vcf_emb_masked_tom	orn_dat	spearman	chem_cols
spearman	113	0.031895760501982805	[-0.16  0.22]	0.7419696184845638	vcf_emb_masked_tom	orn_emb	spearman	chem_cols
spearman	113	0.008499890842478567	[-0.18  0.2 ]	0.9300992596509791	vcf_emb_masked_tom	kc_dat	spearman	chem_cols
spearman	113	0.013693036070447601	[-0.17  0.2 ]	0.8876187710890169	vcf_emb_masked_tom	kc_emb	spearman	chem_cols
spearman	113	-0.010524699678666913	[-0.2   0.18]	0.9135060498975978	vcf_emb_masked_tom	kc_combo	spearman	chem_cols
spearman	113	0.05987239274105281	[-0.13  0.25]	0.5362887795584923	vcf_emb_masked_tom	uniform_dat	spearman	chem_cols
spearman	113	0.09799333904951367	[-0.09  0.28]	0.3107126424261594	vcf_emb_masked_tom	uniform_emb	spearman	chem_cols
spearman	113	0.113557657630995	[-0.08  0.3 ]	0.23970841286296501	vcf_emb_masked_tom	hemibrain_dat	spearman	chem_cols
spearman	113	0.11334788479100223	[-0.08  0.3 ]	0.2405833655986753	vcf_emb_masked_tom	hemibrain_emb	spearman	chem_cols
spearman	113	0.07650548890405089	[-0.11  0.26]	0.42912375397564206	vcf_emb_masked_tom	uniform_tom	spearman	chem_cols
spearman	113	0.11637756560627673	[-0.07  0.3 ]	0.22816106217661272	vcf_emb_masked_tom	hemibrain_tom	spearman	chem_cols
spearman	113	0.18606401107989542	[-0.    0.36]	0.052730557967338484	vcf_dat_mendy	orn_remy	spearman	chem_cols
spearman	113	0.18606401107989542	[-0.    0.36]	0.052730557967338484	vcf_dat_mendy	orn_remy_mean_scaled	spearman	chem_cols
spearman	113	0.17789479159581792	[-0.01  0.35]	0.06421928470723554	vcf_dat_mendy	orn_remy_scaled_mean	spearman	chem_cols
spearman	113	0.05202267192030193	[-0.14  0.24]	0.5911053373638182	vcf_dat_mendy	kc_remy	spearman	chem_cols
spearman	113	0.05202267192030193	[-0.14  0.24]	0.5911053373638182	vcf_dat_mendy	kc_remy_mean_scaled	spearman	chem_cols
spearman	113	0.05119375421377663	[-0.14  0.24]	0.5970389582053843	vcf_dat_mendy	kc_remy_scaled_mean	spearman	chem_cols
spearman	113	0.10244519678986802	[-0.09  0.29]	0.2891353547576389	vcf_dat_mendy	kc_remy_combo	spearman	chem_cols
spearman	113	0.10244519678986802	[-0.09  0.29]	0.2891353547576389	vcf_dat_mendy	kc_remy_combo_mean_scaled	spearman	chem_cols
spearman	113	0.05119375421377663	[-0.14  0.24]	0.5970389582053843	vcf_dat_mendy	kc_remy_combo_scaled_mean	spearman	chem_cols
spearman	113	0.17789479159581792	[-0.01  0.35]	0.06421928470723554	vcf_dat_mendy	orn_dat	spearman	chem_cols
spearman	113	0.21801678450628287	[0.03 0.39]	0.022763033784110234	vcf_dat_mendy	orn_emb	spearman	chem_cols
spearman	113	0.05119375421377663	[-0.14  0.24]	0.5970389582053843	vcf_dat_mendy	kc_dat	spearman	chem_cols
spearman	113	0.0740575115741453	[-0.12  0.26]	0.4440804349187668	vcf_dat_mendy	kc_emb	spearman	chem_cols
spearman	113	0.007745761299107344	[-0.18  0.2 ]	0.9362873651459388	vcf_dat_mendy	kc_combo	spearman	chem_cols
spearman	113	0.2593250243248445	[0.07 0.43]	0.006469860110281879	vcf_dat_mendy	uniform_dat	spearman	chem_cols
spearman	113	0.27263581064438297	[0.09 0.44]	0.004129072336191393	vcf_dat_mendy	uniform_emb	spearman	chem_cols
spearman	113	0.25061586341195863	[0.07 0.42]	0.00857805086761238	vcf_dat_mendy	hemibrain_dat	spearman	chem_cols
spearman	113	0.2372348657228534	[0.05 0.41]	0.012998272361743932	vcf_dat_mendy	hemibrain_emb	spearman	chem_cols
spearman	113	0.1649444174127636	[-0.02  0.34]	0.08653284818984519	vcf_dat_mendy	uniform_tom	spearman	chem_cols
spearman	113	0.1358353054366918	[-0.05  0.32]	0.15902771069401792	vcf_dat_mendy	hemibrain_tom	spearman	chem_cols
spearman	136	0.053798786229558485	[-0.12  0.22]	0.5400971818658931	vcf_emb_all_mendy	orn_remy	spearman	chem_cols
spearman	136	0.053798786229558485	[-0.12  0.22]	0.5400971818658931	vcf_emb_all_mendy	orn_remy_mean_scaled	spearman	chem_cols
spearman	136	0.043157754498627916	[-0.13  0.21]	0.6231734025927265	vcf_emb_all_mendy	orn_remy_scaled_mean	spearman	chem_cols
spearman	136	0.02542247023189151	[-0.15  0.2 ]	0.7723130441467756	vcf_emb_all_mendy	kc_remy	spearman	chem_cols
spearman	136	0.02542247023189151	[-0.15  0.2 ]	0.7723130441467756	vcf_emb_all_mendy	kc_remy_mean_scaled	spearman	chem_cols
spearman	136	0.025111767543022374	[-0.15  0.2 ]	0.7750211816680552	vcf_emb_all_mendy	kc_remy_scaled_mean	spearman	chem_cols
spearman	136	0.07961340153253485	[-0.09  0.25]	0.3641794625504101	vcf_emb_all_mendy	kc_remy_combo	spearman	chem_cols
spearman	136	0.07961340153253485	[-0.09  0.25]	0.3641794625504101	vcf_emb_all_mendy	kc_remy_combo_mean_scaled	spearman	chem_cols
spearman	136	0.025111767543022374	[-0.15  0.2 ]	0.7750211816680552	vcf_emb_all_mendy	kc_remy_combo_scaled_mean	spearman	chem_cols
spearman	136	0.043157754498627916	[-0.13  0.21]	0.6231734025927265	vcf_emb_all_mendy	orn_dat	spearman	chem_cols
spearman	136	0.1535123379101332	[-0.02  0.32]	0.0788531219231709	vcf_emb_all_mendy	orn_emb	spearman	chem_cols
spearman	136	0.025111767543022374	[-0.15  0.2 ]	0.7750211816680552	vcf_emb_all_mendy	kc_dat	spearman	chem_cols
spearman	136	0.0722907918204733	[-0.1   0.24]	0.4100891001801755	vcf_emb_all_mendy	kc_emb	spearman	chem_cols
spearman	136	-0.005691285528705461	[-0.18  0.17]	0.9483599183581011	vcf_emb_all_mendy	kc_combo	spearman	chem_cols
spearman	136	0.10935530188518096	[-0.06  0.28]	0.21196002143350917	vcf_emb_all_mendy	uniform_dat	spearman	chem_cols
spearman	136	0.13350595978372856	[-0.04  0.3 ]	0.12698045879505446	vcf_emb_all_mendy	uniform_emb	spearman	chem_cols
spearman	136	0.238833572951436	[0.07 0.39]	0.005817047794505243	vcf_emb_all_mendy	hemibrain_dat	spearman	chem_cols
spearman	136	0.2813346220142444	[0.12 0.43]	0.0010838364238522438	vcf_emb_all_mendy	hemibrain_emb	spearman	chem_cols
spearman	136	0.11096027312895361	[-0.06  0.28]	0.20528886982183944	vcf_emb_all_mendy	uniform_tom	spearman	chem_cols
spearman	136	0.24706763050712707	[0.08 0.4 ]	0.004290047936107603	vcf_emb_all_mendy	hemibrain_tom	spearman	chem_cols
spearman	113	0.13602047752223567	[-0.05  0.32]	0.15845493811929656	vcf_emb_masked_mendy	orn_remy	spearman	chem_cols
spearman	113	0.13602047752223567	[-0.05  0.32]	0.15845493811929656	vcf_emb_masked_mendy	orn_remy_mean_scaled	spearman	chem_cols
spearman	113	0.1238958989832326	[-0.07  0.3 ]	0.19929941669938103	vcf_emb_masked_mendy	orn_remy_scaled_mean	spearman	chem_cols
spearman	113	0.09866962654213385	[-0.09  0.28]	0.30736902644894143	vcf_emb_masked_mendy	kc_remy	spearman	chem_cols
spearman	113	0.09866962654213385	[-0.09  0.28]	0.30736902644894143	vcf_emb_masked_mendy	kc_remy_mean_scaled	spearman	chem_cols
spearman	113	0.0966787447979897	[-0.09  0.28]	0.31727954539641345	vcf_emb_masked_mendy	kc_remy_scaled_mean	spearman	chem_cols
spearman	113	0.14053927756222193	[-0.05  0.32]	0.14495029466532192	vcf_emb_masked_mendy	kc_remy_combo	spearman	chem_cols
spearman	113	0.14053927756222193	[-0.05  0.32]	0.14495029466532192	vcf_emb_masked_mendy	kc_remy_combo_mean_scaled	spearman	chem_cols
spearman	113	0.0966787447979897	[-0.09  0.28]	0.31727954539641345	vcf_emb_masked_mendy	kc_remy_combo_scaled_mean	spearman	chem_cols
spearman	113	0.1238958989832326	[-0.07  0.3 ]	0.19929941669938103	vcf_emb_masked_mendy	orn_dat	spearman	chem_cols
spearman	113	0.21303405449664933	[0.03 0.39]	0.02614202194553736	vcf_emb_masked_mendy	orn_emb	spearman	chem_cols
spearman	113	0.0966787447979897	[-0.09  0.28]	0.31727954539641345	vcf_emb_masked_mendy	kc_dat	spearman	chem_cols
spearman	113	0.14638393520900186	[-0.04  0.33]	0.12879571677407328	vcf_emb_masked_mendy	kc_emb	spearman	chem_cols
spearman	113	0.040561121348297646	[-0.15  0.23]	0.6753909439131249	vcf_emb_masked_mendy	kc_combo	spearman	chem_cols
spearman	113	0.150388617943005	[-0.04  0.33]	0.11854898564151592	vcf_emb_masked_mendy	uniform_dat	spearman	chem_cols
spearman	113	0.2131197975673413	[0.03 0.39]	0.026080447714700892	vcf_emb_masked_mendy	uniform_emb	spearman	chem_cols
spearman	113	0.26078170554948477	[0.08 0.43]	0.006166156463529484	vcf_emb_masked_mendy	hemibrain_dat	spearman	chem_cols
spearman	113	0.3102298487821463	[0.13 0.47]	0.001027282910876784	vcf_emb_masked_mendy	hemibrain_emb	spearman	chem_cols
spearman	113	0.19115450942596018	[0.   0.37]	0.04646945078616668	vcf_emb_masked_mendy	uniform_tom	spearman	chem_cols
spearman	113	0.3003247672350231	[0.12 0.46]	0.001509166351742913	vcf_emb_masked_mendy	hemibrain_tom	spearman	chem_cols
spearman	136	0.1313499001904346	[-0.04  0.3 ]	0.13328979419072287	vcf_emb_all_remy_n329_d4	orn_remy	spearman	chem_cols
spearman	136	0.1313499001904346	[-0.04  0.3 ]	0.13328979419072287	vcf_emb_all_remy_n329_d4	orn_remy_mean_scaled	spearman	chem_cols
spearman	136	0.12111996793529504	[-0.05  0.29]	0.16653433033398835	vcf_emb_all_remy_n329_d4	orn_remy_scaled_mean	spearman	chem_cols
spearman	136	0.25007518497493114	[0.08 0.4 ]	0.003829023959784478	vcf_emb_all_remy_n329_d4	kc_remy	spearman	chem_cols
spearman	136	0.25007518497493114	[0.08 0.4 ]	0.003829023959784478	vcf_emb_all_remy_n329_d4	kc_remy_mean_scaled	spearman	chem_cols
spearman	136	0.25001086908341696	[0.08 0.4 ]	0.0038383978255918027	vcf_emb_all_remy_n329_d4	kc_remy_scaled_mean	spearman	chem_cols
spearman	136	0.294885852644098	[0.13 0.44]	0.000598241833156607	vcf_emb_all_remy_n329_d4	kc_remy_combo	spearman	chem_cols
spearman	136	0.294885852644098	[0.13 0.44]	0.000598241833156607	vcf_emb_all_remy_n329_d4	kc_remy_combo_mean_scaled	spearman	chem_cols
spearman	136	0.25001086908341696	[0.08 0.4 ]	0.0038383978255918027	vcf_emb_all_remy_n329_d4	kc_remy_combo_scaled_mean	spearman	chem_cols
spearman	136	0.12111996793529504	[-0.05  0.29]	0.16653433033398835	vcf_emb_all_remy_n329_d4	orn_dat	spearman	chem_cols
spearman	136	0.1768379143203793	[0.01 0.34]	0.042519026163093936	vcf_emb_all_remy_n329_d4	orn_emb	spearman	chem_cols
spearman	136	0.25001086908341696	[0.08 0.4 ]	0.0038383978255918027	vcf_emb_all_remy_n329_d4	kc_dat	spearman	chem_cols
spearman	136	0.2616582393282747	[0.1  0.41]	0.002440573215103395	vcf_emb_all_remy_n329_d4	kc_emb	spearman	chem_cols
spearman	136	0.19486217678673312	[0.02 0.35]	0.02515521366546375	vcf_emb_all_remy_n329_d4	kc_combo	spearman	chem_cols
spearman	136	0.21294109975222344	[0.04 0.37]	0.014229315905954951	vcf_emb_all_remy_n329_d4	uniform_dat	spearman	chem_cols
spearman	136	0.1832296642037823	[0.01 0.34]	0.035468902467315495	vcf_emb_all_remy_n329_d4	uniform_emb	spearman	chem_cols
spearman	136	0.3712848806953113	[0.21 0.51]	1.1711997628190326e-05	vcf_emb_all_remy_n329_d4	hemibrain_dat	spearman	chem_cols
spearman	136	0.37569164921608655	[0.22 0.51]	9.036047663776507e-06	vcf_emb_all_remy_n329_d4	hemibrain_emb	spearman	chem_cols
spearman	136	0.15301225010606725	[-0.02  0.32]	0.07984498463762069	vcf_emb_all_remy_n329_d4	uniform_tom	spearman	chem_cols
spearman	136	0.3868579705992298	[0.23 0.52]	4.60357560422604e-06	vcf_emb_all_remy_n329_d4	hemibrain_tom	spearman	chem_cols
spearman	136	0.11662409673866765	[-0.06  0.28]	0.18295423306171915	vcf_emb_all_remy_n452_d4	orn_remy	spearman	chem_cols
spearman	136	0.11662409673866765	[-0.06  0.28]	0.18295423306171915	vcf_emb_all_remy_n452_d4	orn_remy_mean_scaled	spearman	chem_cols
spearman	136	0.11938669142224932	[-0.05  0.28]	0.17272985973732072	vcf_emb_all_remy_n452_d4	orn_remy_scaled_mean	spearman	chem_cols
spearman	136	0.08307001235597151	[-0.09  0.25]	0.3436580328687475	vcf_emb_all_remy_n452_d4	kc_remy	spearman	chem_cols
spearman	136	0.08307001235597151	[-0.09  0.25]	0.3436580328687475	vcf_emb_all_remy_n452_d4	kc_remy_mean_scaled	spearman	chem_cols
spearman	136	0.08366473697755492	[-0.09  0.25]	0.340202297660553	vcf_emb_all_remy_n452_d4	kc_remy_scaled_mean	spearman	chem_cols
spearman	136	0.15250953484753155	[-0.02  0.32]	0.08085213536189831	vcf_emb_all_remy_n452_d4	kc_remy_combo	spearman	chem_cols
spearman	136	0.15250953484753155	[-0.02  0.32]	0.08085213536189831	vcf_emb_all_remy_n452_d4	kc_remy_combo_mean_scaled	spearman	chem_cols
spearman	136	0.08366473697755492	[-0.09  0.25]	0.340202297660553	vcf_emb_all_remy_n452_d4	kc_remy_combo_scaled_mean	spearman	chem_cols
spearman	136	0.11938669142224932	[-0.05  0.28]	0.17272985973732072	vcf_emb_all_remy_n452_d4	orn_dat	spearman	chem_cols
spearman	136	0.10291504613079308	[-0.07  0.27]	0.2402834099404832	vcf_emb_all_remy_n452_d4	orn_emb	spearman	chem_cols
spearman	136	0.08366473697755492	[-0.09  0.25]	0.340202297660553	vcf_emb_all_remy_n452_d4	kc_dat	spearman	chem_cols
spearman	136	0.11404159761822114	[-0.06  0.28]	0.19290665930208978	vcf_emb_all_remy_n452_d4	kc_emb	spearman	chem_cols
spearman	136	0.04467957898018253	[-0.13  0.21]	0.6109617842472002	vcf_emb_all_remy_n452_d4	kc_combo	spearman	chem_cols
spearman	136	0.1692361654974632	[-0.    0.33]	0.05239196856410414	vcf_emb_all_remy_n452_d4	uniform_dat	spearman	chem_cols
spearman	136	0.19419538240925552	[0.02 0.35]	0.025667907413973783	vcf_emb_all_remy_n452_d4	uniform_emb	spearman	chem_cols
spearman	136	0.2811515951848785	[0.12 0.43]	0.0010923529063019996	vcf_emb_all_remy_n452_d4	hemibrain_dat	spearman	chem_cols
spearman	136	0.29807296706143654	[0.13 0.45]	0.0005179858318724513	vcf_emb_all_remy_n452_d4	hemibrain_emb	spearman	chem_cols
spearman	136	0.16869061981048591	[-0.    0.33]	0.05316796161039814	vcf_emb_all_remy_n452_d4	uniform_tom	spearman	chem_cols
spearman	136	0.2911856701802392	[0.13 0.44]	0.0007056868715577009	vcf_emb_all_remy_n452_d4	hemibrain_tom	spearman	chem_cols
pearson	113	0.19384565356440744	[0.01 0.37]	0.0405675152594734	vcf_dat	orn_remy	pearson	chem_rdkit
pearson	113	0.17901986259308586	[-0.01  0.35]	0.05894532681749751	vcf_dat	orn_remy	pearson	chem_fcfp
pearson	113	0.23432378669027332	[0.05 0.4 ]	0.012891425119007328	vcf_dat	orn_remy	pearson	chem_ecfp
pearson	113	0.11664948456870486	[-0.07  0.3 ]	0.22063579107081355	vcf_dat	orn_remy	pearson	chem_pattern
pearson	113	0.19384565356440692	[0.01 0.37]	0.04056751525947389	vcf_dat	orn_remy_mean_scaled	pearson	chem_rdkit
pearson	113	0.17901986259308544	[-0.01  0.35]	0.05894532681749817	vcf_dat	orn_remy_mean_scaled	pearson	chem_fcfp
pearson	113	0.23432378669027326	[0.05 0.4 ]	0.012891425119007337	vcf_dat	orn_remy_mean_scaled	pearson	chem_ecfp
pearson	113	0.11664948456870493	[-0.07  0.3 ]	0.2206357910708133	vcf_dat	orn_remy_mean_scaled	pearson	chem_pattern
pearson	113	0.18307156156139953	[-0.    0.36]	0.053350374167159556	vcf_dat	orn_remy_scaled_mean	pearson	chem_rdkit
pearson	113	0.17089568811717748	[-0.02  0.35]	0.07161181630820383	vcf_dat	orn_remy_scaled_mean	pearson	chem_fcfp
pearson	113	0.22476396093491918	[0.04 0.39]	0.017192593017240954	vcf_dat	orn_remy_scaled_mean	pearson	chem_ecfp
pearson	113	0.10646454566292339	[-0.08  0.29]	0.2638858989676177	vcf_dat	orn_remy_scaled_mean	pearson	chem_pattern
pearson	113	0.07540415943996488	[-0.11  0.26]	0.42942492987624625	vcf_dat	kc_remy	pearson	chem_rdkit
pearson	113	0.02341529077157785	[-0.16  0.21]	0.8064117057277133	vcf_dat	kc_remy	pearson	chem_fcfp
pearson	113	0.08645211260226272	[-0.1   0.27]	0.3647466215649062	vcf_dat	kc_remy	pearson	chem_ecfp
pearson	113	0.008337370875468151	[-0.18  0.19]	0.9304759005839585	vcf_dat	kc_remy	pearson	chem_pattern
pearson	113	0.07540415943996517	[-0.11  0.26]	0.4294249298762446	vcf_dat	kc_remy_mean_scaled	pearson	chem_rdkit
pearson	113	0.023415290771577477	[-0.16  0.21]	0.8064117057277163	vcf_dat	kc_remy_mean_scaled	pearson	chem_fcfp
pearson	113	0.08645211260226256	[-0.1   0.27]	0.36474662156490734	vcf_dat	kc_remy_mean_scaled	pearson	chem_ecfp
pearson	113	0.008337370875468295	[-0.18  0.19]	0.9304759005839572	vcf_dat	kc_remy_mean_scaled	pearson	chem_pattern
pearson	113	0.07537448778992549	[-0.11  0.26]	0.4296070344274727	vcf_dat	kc_remy_scaled_mean	pearson	chem_rdkit
pearson	113	0.023231531147961535	[-0.16  0.21]	0.8079015419986084	vcf_dat	kc_remy_scaled_mean	pearson	chem_fcfp
pearson	113	0.08640303614833517	[-0.1   0.27]	0.36501995058116954	vcf_dat	kc_remy_scaled_mean	pearson	chem_ecfp
pearson	113	0.00843272783558731	[-0.18  0.19]	0.9296827551545903	vcf_dat	kc_remy_scaled_mean	pearson	chem_pattern
pearson	113	0.08531302439434588	[-0.1   0.27]	0.37112320750102656	vcf_dat	kc_remy_combo	pearson	chem_rdkit
pearson	113	0.03952776496132448	[-0.15  0.22]	0.6790268817721392	vcf_dat	kc_remy_combo	pearson	chem_fcfp
pearson	113	0.09263177540365389	[-0.09  0.27]	0.33134144171557556	vcf_dat	kc_remy_combo	pearson	chem_ecfp
pearson	113	0.026343544575156995	[-0.16  0.21]	0.7827676728946833	vcf_dat	kc_remy_combo	pearson	chem_pattern
pearson	113	0.08531302439434586	[-0.1   0.27]	0.3711232075010269	vcf_dat	kc_remy_combo_mean_scaled	pearson	chem_rdkit
pearson	113	0.039527764961324784	[-0.15  0.22]	0.679026881772137	vcf_dat	kc_remy_combo_mean_scaled	pearson	chem_fcfp
pearson	113	0.09263177540365389	[-0.09  0.27]	0.33134144171557556	vcf_dat	kc_remy_combo_mean_scaled	pearson	chem_ecfp
pearson	113	0.026343544575156367	[-0.16  0.21]	0.7827676728946882	vcf_dat	kc_remy_combo_mean_scaled	pearson	chem_pattern
pearson	113	0.07537448778992549	[-0.11  0.26]	0.4296070344274727	vcf_dat	kc_remy_combo_scaled_mean	pearson	chem_rdkit
pearson	113	0.023231531147961535	[-0.16  0.21]	0.8079015419986084	vcf_dat	kc_remy_combo_scaled_mean	pearson	chem_fcfp
pearson	113	0.08640303614833517	[-0.1   0.27]	0.36501995058116954	vcf_dat	kc_remy_combo_scaled_mean	pearson	chem_ecfp
pearson	113	0.00843272783558731	[-0.18  0.19]	0.9296827551545903	vcf_dat	kc_remy_combo_scaled_mean	pearson	chem_pattern
pearson	113	0.18307156156139953	[-0.    0.36]	0.053350374167159556	vcf_dat	orn_dat	pearson	chem_rdkit
pearson	113	0.17089568811717715	[-0.02  0.35]	0.07161181630820447	vcf_dat	orn_dat	pearson	chem_fcfp
pearson	113	0.22476396093491904	[0.04 0.39]	0.017192593017241013	vcf_dat	orn_dat	pearson	chem_ecfp
pearson	113	0.10646454566292357	[-0.08  0.29]	0.26388589896761705	vcf_dat	orn_dat	pearson	chem_pattern
pearson	113	0.20242744843214197	[0.02 0.37]	0.03231683189578958	vcf_dat	orn_emb	pearson	chem_rdkit
pearson	113	0.09590290893511907	[-0.09  0.28]	0.3144753777353544	vcf_dat	orn_emb	pearson	chem_fcfp
pearson	113	0.18930634515796474	[0.   0.36]	0.04560086528987011	vcf_dat	orn_emb	pearson	chem_ecfp
pearson	113	0.15403514792499687	[-0.03  0.33]	0.10489754641523125	vcf_dat	orn_emb	pearson	chem_pattern
pearson	113	0.07537448778992527	[-0.11  0.26]	0.42960703442747405	vcf_dat	kc_dat	pearson	chem_rdkit
pearson	113	0.023231531147961816	[-0.16  0.21]	0.8079015419986061	vcf_dat	kc_dat	pearson	chem_fcfp
pearson	113	0.08640303614833515	[-0.1   0.27]	0.36501995058116954	vcf_dat	kc_dat	pearson	chem_ecfp
pearson	113	0.008432727835587487	[-0.18  0.19]	0.9296827551545888	vcf_dat	kc_dat	pearson	chem_pattern
pearson	113	0.08301805163447694	[-0.1   0.26]	0.3841760083600232	vcf_dat	kc_emb	pearson	chem_rdkit
pearson	113	0.026415711547462247	[-0.16  0.21]	0.7821873598166661	vcf_dat	kc_emb	pearson	chem_fcfp
pearson	113	0.09150756615854615	[-0.1   0.27]	0.3372686647927696	vcf_dat	kc_emb	pearson	chem_ecfp
