	n	r	CI95%	p-val	X	Y	method	covar
pearson	113	0.014347263866289636	[-0.17  0.2 ]	0.8806529715189793	vcf_dat	kc_emb	pearson	chem_pattern
pearson	113	0.02473949119766881	[-0.16  0.21]	0.7956965029730174	vcf_dat	kc_combo	pearson	chem_rdkit
pearson	113	-0.01855723518102172	[-0.2   0.17]	0.8460155040501104	vcf_dat	kc_combo	pearson	chem_fcfp
pearson	113	0.029330201605323604	[-0.16  0.21]	0.7588544009755107	vcf_dat	kc_combo	pearson	chem_ecfp
pearson	113	-0.02211438430164868	[-0.21  0.16]	0.8169734468420675	vcf_dat	kc_combo	pearson	chem_pattern
pearson	113	0.2274972904611582	[0.04 0.4 ]	0.01585152288982938	vcf_dat	uniform_dat	pearson	chem_rdkit
pearson	113	0.21115634175494735	[0.03 0.38]	0.02542644358483773	vcf_dat	uniform_dat	pearson	chem_fcfp
pearson	113	0.2621257539955303	[0.08 0.43]	0.005239127426731215	vcf_dat	uniform_dat	pearson	chem_ecfp
pearson	113	0.12769188157219846	[-0.06  0.31]	0.17969227401798893	vcf_dat	uniform_dat	pearson	chem_pattern
pearson	113	0.22841653590732136	[0.04 0.4 ]	0.015421371564810788	vcf_dat	uniform_emb	pearson	chem_rdkit
pearson	113	0.20964581785512448	[0.03 0.38]	0.026520226235297588	vcf_dat	uniform_emb	pearson	chem_fcfp
pearson	113	0.2638560961958262	[0.08 0.43]	0.004937847537265313	vcf_dat	uniform_emb	pearson	chem_ecfp
pearson	113	0.13208363871521378	[-0.05  0.31]	0.16506071774602088	vcf_dat	uniform_emb	pearson	chem_pattern
pearson	113	0.22987442192124774	[0.05 0.4 ]	0.014759943272223032	vcf_dat	hemibrain_dat	pearson	chem_rdkit
pearson	113	0.22327705850446405	[0.04 0.39]	0.017962530415145582	vcf_dat	hemibrain_dat	pearson	chem_fcfp
pearson	113	0.2648818286259239	[0.08 0.43]	0.004766638022048953	vcf_dat	hemibrain_dat	pearson	chem_ecfp
pearson	113	0.1366700585084987	[-0.05  0.31]	0.15074481700236533	vcf_dat	hemibrain_dat	pearson	chem_pattern
pearson	113	0.22112952967221322	[0.04 0.39]	0.019127049932753635	vcf_dat	hemibrain_emb	pearson	chem_rdkit
pearson	113	0.21104400450913216	[0.03 0.38]	0.0255064412505403	vcf_dat	hemibrain_emb	pearson	chem_fcfp
pearson	113	0.2550950423705575	[0.07 0.42]	0.006638626963396019	vcf_dat	hemibrain_emb	pearson	chem_ecfp
pearson	113	0.12923163735103474	[-0.06  0.31]	0.17445792385181824	vcf_dat	hemibrain_emb	pearson	chem_pattern
pearson	113	0.1580461070004376	[-0.03  0.33]	0.09604922149769221	vcf_dat	uniform_tom	pearson	chem_rdkit
pearson	113	0.14331857054678873	[-0.04  0.32]	0.1316775336959092	vcf_dat	uniform_tom	pearson	chem_fcfp
pearson	113	0.1949461606264574	[0.01 0.37]	0.03941981519479376	vcf_dat	uniform_tom	pearson	chem_ecfp
pearson	113	0.07843752212896613	[-0.11  0.26]	0.41104286355867947	vcf_dat	uniform_tom	pearson	chem_pattern
pearson	113	0.14755442321451592	[-0.04  0.32]	0.12052776711618729	vcf_dat	hemibrain_tom	pearson	chem_rdkit
pearson	113	0.15275377915143867	[-0.03  0.33]	0.10785496520760875	vcf_dat	hemibrain_tom	pearson	chem_fcfp
pearson	113	0.1838034998851517	[-0.    0.36]	0.0523878681412812	vcf_dat	hemibrain_tom	pearson	chem_ecfp
pearson	113	0.08174819588619732	[-0.11  0.26]	0.39151595226692026	vcf_dat	hemibrain_tom	pearson	chem_pattern
pearson	136	0.14694668572748498	[-0.02  0.31]	0.08899279004637323	vcf_emb_all	orn_remy	pearson	chem_rdkit
pearson	136	0.10743079698031625	[-0.06  0.27]	0.21489455885094982	vcf_emb_all	orn_remy	pearson	chem_fcfp
pearson	136	0.14706748991569973	[-0.02  0.31]	0.08872755162790993	vcf_emb_all	orn_remy	pearson	chem_ecfp
pearson	136	0.030474828505866795	[-0.14  0.2 ]	0.7256825723800702	vcf_emb_all	orn_remy	pearson	chem_pattern
pearson	136	0.1469466857274853	[-0.02  0.31]	0.08899279004637259	vcf_emb_all	orn_remy_mean_scaled	pearson	chem_rdkit
pearson	136	0.10743079698031627	[-0.06  0.27]	0.2148945588509496	vcf_emb_all	orn_remy_mean_scaled	pearson	chem_fcfp
pearson	136	0.14706748991569962	[-0.02  0.31]	0.08872755162791018	vcf_emb_all	orn_remy_mean_scaled	pearson	chem_ecfp
pearson	136	0.030474828505866886	[-0.14  0.2 ]	0.7256825723800695	vcf_emb_all	orn_remy_mean_scaled	pearson	chem_pattern
pearson	136	0.14029946855830192	[-0.03  0.3 ]	0.10458681365548232	vcf_emb_all	orn_remy_scaled_mean	pearson	chem_rdkit
pearson	136	0.10060750165826295	[-0.07  0.27]	0.24562890175006513	vcf_emb_all	orn_remy_scaled_mean	pearson	chem_fcfp
pearson	136	0.14034939237183003	[-0.03  0.3 ]	0.10446218017738909	vcf_emb_all	orn_remy_scaled_mean	pearson	chem_ecfp
pearson	136	0.021862003472998943	[-0.15  0.19]	0.8012872191641883	vcf_emb_all	orn_remy_scaled_mean	pearson	chem_pattern
pearson	136	0.28786758864965484	[0.12 0.44]	0.00071029233630877	vcf_emb_all	kc_remy	pearson	chem_rdkit
pearson	136	0.2698288950029923	[0.11 0.42]	0.0015514035505853176	vcf_emb_all	kc_remy	pearson	chem_fcfp
pearson	136	0.2942583772395439	[0.13 0.44]	0.0005318005898489228	vcf_emb_all	kc_remy	pearson	chem_ecfp
pearson	136	0.20894805386986412	[0.04 0.37]	0.015011969554771826	vcf_emb_all	kc_remy	pearson	chem_pattern
pearson	136	0.28786758864965517	[0.12 0.44]	0.0007102923363087586	vcf_emb_all	kc_remy_mean_scaled	pearson	chem_rdkit
pearson	136	0.26982889500299223	[0.11 0.42]	0.0015514035505853256	vcf_emb_all	kc_remy_mean_scaled	pearson	chem_fcfp
pearson	136	0.29425837723954457	[0.13 0.44]	0.000531800589848905	vcf_emb_all	kc_remy_mean_scaled	pearson	chem_ecfp
pearson	136	0.20894805386986368	[0.04 0.37]	0.015011969554772065	vcf_emb_all	kc_remy_mean_scaled	pearson	chem_pattern
pearson	136	0.2884162922736222	[0.13 0.44]	0.0006930423995494783	vcf_emb_all	kc_remy_scaled_mean	pearson	chem_rdkit
pearson	136	0.27047732608752223	[0.11 0.42]	0.0015097955758790116	vcf_emb_all	kc_remy_scaled_mean	pearson	chem_fcfp
pearson	136	0.294852618059937	[0.13 0.44]	0.0005175036416803717	vcf_emb_all	kc_remy_scaled_mean	pearson	chem_ecfp
pearson	136	0.20954466991067258	[0.04 0.37]	0.014720115301779317	vcf_emb_all	kc_remy_scaled_mean	pearson	chem_pattern
pearson	136	0.30173216543191317	[0.14 0.45]	0.0003758701290576859	vcf_emb_all	kc_remy_combo	pearson	chem_rdkit
pearson	136	0.2841708480159127	[0.12 0.43]	0.0008371785331516666	vcf_emb_all	kc_remy_combo	pearson	chem_fcfp
pearson	136	0.3067749152763784	[0.15 0.45]	0.00029583554525247277	vcf_emb_all	kc_remy_combo	pearson	chem_ecfp
pearson	136	0.23342728715891103	[0.07 0.39]	0.006435857701994984	vcf_emb_all	kc_remy_combo	pearson	chem_pattern
pearson	136	0.3017321654319133	[0.14 0.45]	0.0003758701290576851	vcf_emb_all	kc_remy_combo_mean_scaled	pearson	chem_rdkit
pearson	136	0.2841708480159121	[0.12 0.43]	0.0008371785331516893	vcf_emb_all	kc_remy_combo_mean_scaled	pearson	chem_fcfp
pearson	136	0.30677491527637785	[0.15 0.45]	0.00029583554525248	vcf_emb_all	kc_remy_combo_mean_scaled	pearson	chem_ecfp
pearson	136	0.2334272871589108	[0.07 0.39]	0.006435857701995039	vcf_emb_all	kc_remy_combo_mean_scaled	pearson	chem_pattern
pearson	136	0.2884162922736222	[0.13 0.44]	0.0006930423995494783	vcf_emb_all	kc_remy_combo_scaled_mean	pearson	chem_rdkit
pearson	136	0.27047732608752223	[0.11 0.42]	0.0015097955758790116	vcf_emb_all	kc_remy_combo_scaled_mean	pearson	chem_fcfp
pearson	136	0.294852618059937	[0.13 0.44]	0.0005175036416803717	vcf_emb_all	kc_remy_combo_scaled_mean	pearson	chem_ecfp
pearson	136	0.20954466991067258	[0.04 0.37]	0.014720115301779317	vcf_emb_all	kc_remy_combo_scaled_mean	pearson	chem_pattern
pearson	136	0.14029946855830167	[-0.03  0.3 ]	0.10458681365548296	vcf_emb_all	orn_dat	pearson	chem_rdkit
pearson	136	0.10060750165826295	[-0.07  0.27]	0.24562890175006513	vcf_emb_all	orn_dat	pearson	chem_fcfp
pearson	136	0.14034939237183003	[-0.03  0.3 ]	0.10446218017738909	vcf_emb_all	orn_dat	pearson	chem_ecfp
pearson	136	0.02186200347299924	[-0.15  0.19]	0.8012872191641857	vcf_emb_all	orn_dat	pearson	chem_pattern
pearson	136	0.1845153779493743	[0.02 0.34]	0.03216373447002075	vcf_emb_all	orn_emb	pearson	chem_rdkit
pearson	136	0.13600709122975999	[-0.03  0.3 ]	0.11574596685101075	vcf_emb_all	orn_emb	pearson	chem_fcfp
pearson	136	0.18023358535761252	[0.01 0.34]	0.03645515437196075	vcf_emb_all	orn_emb	pearson	chem_ecfp
pearson	136	0.1850282233245137	[0.02 0.34]	0.031679674790983964	vcf_emb_all	orn_emb	pearson	chem_pattern
pearson	136	0.28841629227362253	[0.13 0.44]	0.0006930423995494671	vcf_emb_all	kc_dat	pearson	chem_rdkit
pearson	136	0.27047732608752195	[0.11 0.42]	0.0015097955758790302	vcf_emb_all	kc_dat	pearson	chem_fcfp
pearson	136	0.2948526180599372	[0.13 0.44]	0.0005175036416803667	vcf_emb_all	kc_dat	pearson	chem_ecfp
pearson	136	0.2095446699106726	[0.04 0.37]	0.014720115301779288	vcf_emb_all	kc_dat	pearson	chem_pattern
pearson	136	0.28806663411491523	[0.13 0.44]	0.0007039897453812674	vcf_emb_all	kc_emb	pearson	chem_rdkit
pearson	136	0.2704248890505917	[0.11 0.42]	0.0015131221503171094	vcf_emb_all	kc_emb	pearson	chem_fcfp
pearson	136	0.29435329072775673	[0.13 0.44]	0.0005294928981248549	vcf_emb_all	kc_emb	pearson	chem_ecfp
pearson	136	0.2104355440404561	[0.04 0.37]	0.014293520538987177	vcf_emb_all	kc_emb	pearson	chem_pattern
pearson	136	0.23664199408825456	[0.07 0.39]	0.0057215587084242375	vcf_emb_all	kc_combo	pearson	chem_rdkit
pearson	136	0.2116365513520094	[0.04 0.37]	0.013735506289318489	vcf_emb_all	kc_combo	pearson	chem_fcfp
pearson	136	0.236413146114986	[0.07 0.39]	0.005769966096072672	vcf_emb_all	kc_combo	pearson	chem_ecfp
pearson	136	0.17515192176116787	[0.01 0.33]	0.042164534015096684	vcf_emb_all	kc_combo	pearson	chem_pattern
pearson	136	0.20067101338719817	[0.03 0.36]	0.019611653689193285	vcf_emb_all	uniform_dat	pearson	chem_rdkit
pearson	136	0.16846628427862978	[-0.    0.33]	0.050797914548902735	vcf_emb_all	uniform_dat	pearson	chem_fcfp
pearson	136	0.20275641146855675	[0.03 0.36]	0.018350854250114387	vcf_emb_all	uniform_dat	pearson	chem_ecfp
pearson	136	0.06671810823306734	[-0.1   0.23]	0.44198647459618723	vcf_emb_all	uniform_dat	pearson	chem_pattern
pearson	136	0.19076715652425882	[0.02 0.35]	0.02667111828672761	vcf_emb_all	uniform_emb	pearson	chem_rdkit
pearson	136	0.15657838304651925	[-0.01  0.32]	0.06974515164914957	vcf_emb_all	uniform_emb	pearson	chem_fcfp
pearson	136	0.19311860047491833	[0.02 0.35]	0.024823448683399925	vcf_emb_all	uniform_emb	pearson	chem_ecfp
pearson	136	0.059726545853853646	[-0.11  0.23]	0.49137638389620086	vcf_emb_all	uniform_emb	pearson	chem_pattern
pearson	136	0.2812627882177007	[0.12 0.43]	0.000951250610803754	vcf_emb_all	hemibrain_dat	pearson	chem_rdkit
pearson	136	0.2554830507115217	[0.09 0.41]	0.00278396827254836	vcf_emb_all	hemibrain_dat	pearson	chem_fcfp
pearson	136	0.2865363545007784	[0.12 0.43]	0.0007537950354144002	vcf_emb_all	hemibrain_dat	pearson	chem_ecfp
pearson	136	0.14793171875732183	[-0.02  0.31]	0.08684836920369686	vcf_emb_all	hemibrain_dat	pearson	chem_pattern
pearson	136	0.2710756529237746	[0.11 0.42]	0.001472306861136663	vcf_emb_all	hemibrain_emb	pearson	chem_rdkit
pearson	136	0.24527900408346648	[0.08 0.4 ]	0.00413965719374055	vcf_emb_all	hemibrain_emb	pearson	chem_fcfp
pearson	136	0.27738085228982823	[0.11 0.43]	0.0011257200298285476	vcf_emb_all	hemibrain_emb	pearson	chem_ecfp
pearson	136	0.1380612075852759	[-0.03  0.3 ]	0.11029547344680167	vcf_emb_all	hemibrain_emb	pearson	chem_pattern
pearson	136	0.17910052812710212	[0.01 0.34]	0.03766829414779247	vcf_emb_all	uniform_tom	pearson	chem_rdkit
pearson	136	0.14450169608935406	[-0.03  0.31]	0.0944980032769573	vcf_emb_all	uniform_tom	pearson	chem_fcfp
pearson	136	0.18063077536275754	[0.01 0.34]	0.03603775855948884	vcf_emb_all	uniform_tom	pearson	chem_ecfp
pearson	136	0.06229386004853888	[-0.11  0.23]	0.4729075770478257	vcf_emb_all	uniform_tom	pearson	chem_pattern
pearson	136	0.29021926937710124	[0.13 0.44]	0.0006390353346929275	vcf_emb_all	hemibrain_tom	pearson	chem_rdkit
pearson	136	0.26202124839413693	[0.1  0.41]	0.002141141191022554	vcf_emb_all	hemibrain_tom	pearson	chem_fcfp
pearson	136	0.2957512673706916	[0.13 0.44]	0.0004965544867146532	vcf_emb_all	hemibrain_tom	pearson	chem_ecfp
pearson	136	0.1700070208094514	[0.   0.33]	0.04868847203202664	vcf_emb_all	hemibrain_tom	pearson	chem_pattern
pearson	113	0.22395906277621666	[0.04 0.39]	0.017605758055043583	vcf_emb_masked	orn_remy	pearson	chem_rdkit
pearson	113	0.17812924646284092	[-0.01  0.35]	0.06023745440671401	vcf_emb_masked	orn_remy	pearson	chem_fcfp
pearson	113	0.22500783602201896	[0.04 0.39]	0.017069076190614704	vcf_emb_masked	orn_remy	pearson	chem_ecfp
pearson	113	0.0808698712040717	[-0.11  0.26]	0.3966415555840975	vcf_emb_masked	orn_remy	pearson	chem_pattern
pearson	113	0.22395906277621647	[0.04 0.39]	0.01760575805504371	vcf_emb_masked	orn_remy_mean_scaled	pearson	chem_rdkit
pearson	113	0.1781292464628408	[-0.01  0.35]	0.06023745440671418	vcf_emb_masked	orn_remy_mean_scaled	pearson	chem_fcfp
pearson	113	0.22500783602201854	[0.04 0.39]	0.017069076190614905	vcf_emb_masked	orn_remy_mean_scaled	pearson	chem_ecfp
pearson	113	0.08086987120407188	[-0.11  0.26]	0.39664155558409653	vcf_emb_masked	orn_remy_mean_scaled	pearson	chem_pattern
pearson	113	0.21903833722222302	[0.03 0.39]	0.020322996918211295	vcf_emb_masked	orn_remy_scaled_mean	pearson	chem_rdkit
pearson	113	0.17261476235905682	[-0.01  0.35]	0.06876263667079893	vcf_emb_masked	orn_remy_scaled_mean	pearson	chem_fcfp
pearson	113	0.2200167083594188	[0.04 0.39]	0.01975568967457413	vcf_emb_masked	orn_remy_scaled_mean	pearson	chem_ecfp
pearson	113	0.07456415991414779	[-0.11  0.26]	0.4345973588960357	vcf_emb_masked	orn_remy_scaled_mean	pearson	chem_pattern
pearson	113	0.404023412337315	[0.24 0.55]	9.977463545103206e-06	vcf_emb_masked	kc_remy	pearson	chem_rdkit
pearson	113	0.3873680276324646	[0.22 0.53]	2.4485960321304364e-05	vcf_emb_masked	kc_remy	pearson	chem_fcfp
pearson	113	0.4182940782445897	[0.25 0.56]	4.4454512017052874e-06	vcf_emb_masked	kc_remy	pearson	chem_ecfp
pearson	113	0.3060572074785848	[0.13 0.47]	0.0010314959313795832	vcf_emb_masked	kc_remy	pearson	chem_pattern
pearson	113	0.4040234123373155	[0.24 0.55]	9.977463545102952e-06	vcf_emb_masked	kc_remy_mean_scaled	pearson	chem_rdkit
pearson	113	0.3873680276324645	[0.22 0.53]	2.4485960321304503e-05	vcf_emb_masked	kc_remy_mean_scaled	pearson	chem_fcfp
pearson	113	0.41829407824459003	[0.25 0.56]	4.445451201705222e-06	vcf_emb_masked	kc_remy_mean_scaled	pearson	chem_ecfp
pearson	113	0.30605720747858456	[0.13 0.47]	0.0010314959313795923	vcf_emb_masked	kc_remy_mean_scaled	pearson	chem_pattern
pearson	113	0.4048307909640128	[0.24 0.55]	9.540747029414161e-06	vcf_emb_masked	kc_remy_scaled_mean	pearson	chem_rdkit
pearson	113	0.38835417076068024	[0.22 0.54]	2.324940903523383e-05	vcf_emb_masked	kc_remy_scaled_mean	pearson	chem_fcfp
pearson	113	0.41918677924418124	[0.25 0.56]	4.220989927587396e-06	vcf_emb_masked	kc_remy_scaled_mean	pearson	chem_ecfp
pearson	113	0.3069406075027033	[0.13 0.47]	0.0009956649722581592	vcf_emb_masked	kc_remy_scaled_mean	pearson	chem_pattern
pearson	113	0.40050459050585097	[0.23 0.55]	1.2110140255761672e-05	vcf_emb_masked	kc_remy_combo	pearson	chem_rdkit
pearson	113	0.38069492527478604	[0.21 0.53]	3.462010726465412e-05	vcf_emb_masked	kc_remy_combo	pearson	chem_fcfp
pearson	113	0.4112849114644769	[0.24 0.55]	6.6431244662738e-06	vcf_emb_masked	kc_remy_combo	pearson	chem_ecfp
pearson	113	0.3139903075728996	[0.14 0.47]	0.0007479606329156296	vcf_emb_masked	kc_remy_combo	pearson	chem_pattern
pearson	113	0.40050459050585124	[0.23 0.55]	1.211014025576145e-05	vcf_emb_masked	kc_remy_combo_mean_scaled	pearson	chem_rdkit
pearson	113	0.3806949252747865	[0.21 0.53]	3.462010726465346e-05	vcf_emb_masked	kc_remy_combo_mean_scaled	pearson	chem_fcfp
pearson	113	0.4112849114644767	[0.24 0.55]	6.643124466273901e-06	vcf_emb_masked	kc_remy_combo_mean_scaled	pearson	chem_ecfp
pearson	113	0.31399030757289953	[0.14 0.47]	0.0007479606329156312	vcf_emb_masked	kc_remy_combo_mean_scaled	pearson	chem_pattern
pearson	113	0.4048307909640128	[0.24 0.55]	9.540747029414161e-06	vcf_emb_masked	kc_remy_combo_scaled_mean	pearson	chem_rdkit
pearson	113	0.38835417076068024	[0.22 0.54]	2.324940903523383e-05	vcf_emb_masked	kc_remy_combo_scaled_mean	pearson	chem_fcfp
pearson	113	0.41918677924418124	[0.25 0.56]	4.220989927587396e-06	vcf_emb_masked	kc_remy_combo_scaled_mean	pearson	chem_ecfp
pearson	113	0.3069406075027033	[0.13 0.47]	0.0009956649722581592	vcf_emb_masked	kc_remy_combo_scaled_mean	pearson	chem_pattern
pearson	113	0.2190383372222227	[0.03 0.39]	0.020322996918211485	vcf_emb_masked	orn_dat	pearson	chem_rdkit
pearson	113	0.17261476235905673	[-0.01  0.35]	0.06876263667079907	vcf_emb_masked	orn_dat	pearson	chem_fcfp
pearson	113	0.220016708359419	[0.04 0.39]	0.01975568967457402	vcf_emb_masked	orn_dat	pearson	chem_ecfp
pearson	113	0.07456415991414801	[-0.11  0.26]	0.43459735889603424	vcf_emb_masked	orn_dat	pearson	chem_pattern
pearson	113	0.22115386800917206	[0.04 0.39]	0.019113496039041212	vcf_emb_masked	orn_emb	pearson	chem_rdkit
pearson	113	0.17096913231067998	[-0.02  0.35]	0.07148816970846342	vcf_emb_masked	orn_emb	pearson	chem_fcfp
pearson	113	0.21667252586014024	[0.03 0.39]	0.0217530373021846	vcf_emb_masked	orn_emb	pearson	chem_ecfp
pearson	113	0.18924066098128806	[0.   0.36]	0.045677343923905454	vcf_emb_masked	orn_emb	pearson	chem_pattern
pearson	113	0.40483079096401314	[0.24 0.55]	9.540747029414017e-06	vcf_emb_masked	kc_dat	pearson	chem_rdkit
pearson	113	0.38835417076068074	[0.22 0.54]	2.324940903523317e-05	vcf_emb_masked	kc_dat	pearson	chem_fcfp
pearson	113	0.41918677924418135	[0.25 0.56]	4.220989927587371e-06	vcf_emb_masked	kc_dat	pearson	chem_ecfp
pearson	113	0.3069406075027034	[0.13 0.47]	0.000995664972258154	vcf_emb_masked	kc_dat	pearson	chem_pattern
pearson	113	0.3994346682400603	[0.23 0.54]	1.283928282086635e-05	vcf_emb_masked	kc_emb	pearson	chem_rdkit
pearson	113	0.38368266114243615	[0.21 0.53]	2.967481961234635e-05	vcf_emb_masked	kc_emb	pearson	chem_fcfp
pearson	113	0.4131620508062234	[0.25 0.56]	5.970824202170596e-06	vcf_emb_masked	kc_emb	pearson	chem_ecfp
pearson	113	0.3037608330758276	[0.13 0.46]	0.0011302115782810685	vcf_emb_masked	kc_emb	pearson	chem_pattern
pearson	113	0.3301663993740516	[0.15 0.49]	0.0003777040802567526	vcf_emb_masked	kc_combo	pearson	chem_rdkit
pearson	113	0.30237995117402205	[0.12 0.46]	0.0011936441895582597	vcf_emb_masked	kc_combo	pearson	chem_fcfp
pearson	113	0.3341679896057828	[0.16 0.49]	0.000317094788860897	vcf_emb_masked	kc_combo	pearson	chem_ecfp
pearson	113	0.25209708729616703	[0.07 0.42]	0.007329973316108098	vcf_emb_masked	kc_combo	pearson	chem_pattern
pearson	113	0.25372992616758316	[0.07 0.42]	0.006945917659404334	vcf_emb_masked	uniform_dat	pearson	chem_rdkit
pearson	113	0.2132015458709167	[0.03 0.38]	0.02400701505461	vcf_emb_masked	uniform_dat	pearson	chem_fcfp
pearson	113	0.2556845985365695	[0.07 0.42]	0.006509686833716278	vcf_emb_masked	uniform_dat	pearson	chem_ecfp
pearson	113	0.10428919516077641	[-0.08  0.28]	0.2738240854858451	vcf_emb_masked	uniform_dat	pearson	chem_pattern
pearson	113	0.2714220879486318	[0.09 0.44]	0.0037941750919467804	vcf_emb_masked	uniform_emb	pearson	chem_rdkit
pearson	113	0.23254044676156702	[0.05 0.4 ]	0.013613985605984995	vcf_emb_masked	uniform_emb	pearson	chem_fcfp
pearson	113	0.2748307867072466	[0.09 0.44]	0.0033613970173638668	vcf_emb_masked	uniform_emb	pearson	chem_ecfp
pearson	113	0.124123992016923	[-0.06  0.3 ]	0.1922618830644534	vcf_emb_masked	uniform_emb	pearson	chem_pattern
pearson	113	0.3312683313950369	[0.16 0.49]	0.0003600279664679933	vcf_emb_masked	hemibrain_dat	pearson	chem_rdkit
pearson	113	0.2963207553893503	[0.12 0.46]	0.0015121188896069612	vcf_emb_masked	hemibrain_dat	pearson	chem_fcfp
pearson	113	0.33585758246923625	[0.16 0.49]	0.00029431024881011215	vcf_emb_masked	hemibrain_dat	pearson	chem_ecfp
pearson	113	0.19542542429336007	[0.01 0.37]	0.03892856534820772	vcf_emb_masked	hemibrain_dat	pearson	chem_pattern
pearson	113	0.32641109906177784	[0.15 0.48]	0.0004441265280255569	vcf_emb_masked	hemibrain_emb	pearson	chem_rdkit
pearson	113	0.2916884038734731	[0.11 0.45]	0.0018056816072316152	vcf_emb_masked	hemibrain_emb	pearson	chem_fcfp
pearson	113	0.33227116971728693	[0.16 0.49]	0.0003446076941356769	vcf_emb_masked	hemibrain_emb	pearson	chem_ecfp
pearson	113	0.1907288018793868	[0.01 0.36]	0.04397057446547083	vcf_emb_masked	hemibrain_emb	pearson	chem_pattern
pearson	113	0.25071882843371945	[0.07 0.42]	0.007668651290229788	vcf_emb_masked	uniform_tom	pearson	chem_rdkit
pearson	113	0.20812189244360055	[0.02 0.38]	0.02766408355337972	vcf_emb_masked	uniform_tom	pearson	chem_fcfp
pearson	113	0.2538799592064478	[0.07 0.42]	0.006911539450399182	vcf_emb_masked	uniform_tom	pearson	chem_ecfp
pearson	113	0.1106902131346425	[-0.08  0.29]	0.24528920067053236	vcf_emb_masked	uniform_tom	pearson	chem_pattern
pearson	113	0.35968012663052545	[0.19 0.51]	9.82071231174851e-05	vcf_emb_masked	hemibrain_tom	pearson	chem_rdkit
pearson	113	0.3223506229784509	[0.15 0.48]	0.0005279258372541217	vcf_emb_masked	hemibrain_tom	pearson	chem_fcfp
pearson	113	0.3655656883142371	[0.19 0.52]	7.386801106892023e-05	vcf_emb_masked	hemibrain_tom	pearson	chem_ecfp
pearson	113	0.2373122502519278	[0.05 0.41]	0.011755459204463383	vcf_emb_masked	hemibrain_tom	pearson	chem_pattern
spearman	113	0.25236219205063204	[0.07 0.42]	0.007266368791165872	vcf_dat	orn_remy	spearman	chem_rdkit
spearman	113	0.18167681106493538	[-0.    0.36]	0.05522481247548831	vcf_dat	orn_remy	spearman	chem_fcfp
spearman	113	0.31473786239970275	[0.14 0.47]	0.0007253139608770918	vcf_dat	orn_remy	spearman	chem_ecfp
spearman	113	0.23786279860481602	[0.05 0.41]	0.01155602129125339	vcf_dat	orn_remy	spearman	chem_pattern
spearman	113	0.25236219205063204	[0.07 0.42]	0.007266368791165872	vcf_dat	orn_remy_mean_scaled	spearman	chem_rdkit
spearman	113	0.18167681106493538	[-0.    0.36]	0.05522481247548831	vcf_dat	orn_remy_mean_scaled	spearman	chem_fcfp
spearman	113	0.31473786239970275	[0.14 0.47]	0.0007253139608770918	vcf_dat	orn_remy_mean_scaled	spearman	chem_ecfp
spearman	113	0.23786279860481602	[0.05 0.41]	0.01155602129125339	vcf_dat	orn_remy_mean_scaled	spearman	chem_pattern
spearman	113	0.24099437486385095	[0.06 0.41]	0.010476964126236858	vcf_dat	orn_remy_scaled_mean	spearman	chem_rdkit
spearman	113	0.17349527439877582	[-0.01  0.35]	0.06733926567199196	vcf_dat	orn_remy_scaled_mean	spearman	chem_fcfp
spearman	113	0.3045169602616532	[0.13 0.46]	0.0010967949657382365	vcf_dat	orn_remy_scaled_mean	spearman	chem_ecfp
spearman	113	0.22867195842205618	[0.05 0.4 ]	0.015303663087840797	vcf_dat	orn_remy_scaled_mean	spearman	chem_pattern
spearman	113	0.12318866753111186	[-0.06  0.3 ]	0.19566003250130243	vcf_dat	kc_remy	spearman	chem_rdkit
spearman	113	0.037521839779064405	[-0.15  0.22]	0.6944838830124351	vcf_dat	kc_remy	spearman	chem_fcfp
spearman	113	0.1174053639916546	[-0.07  0.3 ]	0.21763870525270687	vcf_dat	kc_remy	spearman	chem_ecfp
spearman	113	0.08058451850102052	[-0.11  0.26]	0.3983153338477744	vcf_dat	kc_remy	spearman	chem_pattern
spearman	113	0.12318866753111186	[-0.06  0.3 ]	0.19566003250130243	vcf_dat	kc_remy_mean_scaled	spearman	chem_rdkit
spearman	113	0.037521839779064405	[-0.15  0.22]	0.6944838830124351	vcf_dat	kc_remy_mean_scaled	spearman	chem_fcfp
spearman	113	0.1174053639916546	[-0.07  0.3 ]	0.21763870525270687	vcf_dat	kc_remy_mean_scaled	spearman	chem_ecfp
spearman	113	0.08058451850102052	[-0.11  0.26]	0.3983153338477744	vcf_dat	kc_remy_mean_scaled	spearman	chem_pattern
spearman	113	0.12321906332060789	[-0.06  0.3 ]	0.19554892267391338	vcf_dat	kc_remy_scaled_mean	spearman	chem_rdkit
spearman	113	0.03712551863190851	[-0.15  0.22]	0.6975529315400394	vcf_dat	kc_remy_scaled_mean	spearman	chem_fcfp
spearman	113	0.11812470894943311	[-0.07  0.3 ]	0.21481339897627602	vcf_dat	kc_remy_scaled_mean	spearman	chem_ecfp
spearman	113	0.08081529736754495	[-0.11  0.26]	0.39696134226325896	vcf_dat	kc_remy_scaled_mean	spearman	chem_pattern
spearman	113	0.1550802087546923	[-0.03  0.33]	0.10253285857757029	vcf_dat	kc_remy_combo	spearman	chem_rdkit
spearman	113	0.08093467551190817	[-0.11  0.26]	0.3962620205643943	vcf_dat	kc_remy_combo	spearman	chem_fcfp
spearman	113	0.15039157824717447	[-0.04  0.33]	0.1134771713272504	vcf_dat	kc_remy_combo	spearman	chem_ecfp
