bodyId_pre,bodyId_post,roi_pre,roi_post,x_pre,y_pre,z_pre,x_post,y_post,z_post,confidence_pre,confidence_post
986793149,425790257,CA(R),CA(R),14044,13128,10888,14058,13133,10891,0.999,0.964291
986793149,425790257,CA(R),CA(R),13547,12324,13093,13538,12339,13084,0.81,0.701965
986793149,425790257,CA(R),CA(R),13030,12870,13718,13027,12861,13725,0.994,0.919123
986793149,425790257,CA(R),CA(R),13808,12897,10127,13801,12894,10136,0.987,0.617211
986793149,425790257,CA(R),CA(R),13761,12926,10068,13745,12925,10057,0.941,0.982491
986793149,425790257,CA(R),CA(R),14020,13178,10001,14022,13160,10012,0.996,0.968216
985429128,425790257,CA(R),CA(R),11308,12784,12828,11319,12782,12821,0.932,0.689964
985429128,425790257,CA(R),CA(R),11275,12766,12818,11296,12763,12812,0.95,0.982294
985429128,425790257,CA(R),CA(R),11293,13673,12745,11297,13662,12754,0.828,0.856978
985429128,425790257,CA(R),CA(R),11206,13746,13634,11202,13761,13624,0.858,0.998887
985429128,425790257,CA(R),CA(R),11181,12271,11442,11192,12274,11426,0.984,0.988337
985429128,425790257,CA(R),CA(R),11045,13303,10550,11041,13297,10558,0.855,0.422267
985429128,425790257,CA(R),CA(R),10893,13422,10516,10885,13418,10522,0.986,0.775587
985429128,425790257,CA(R),CA(R),10743,13928,10175,10725,13933,10173,0.866,0.28528
985429128,425790257,CA(R),CA(R),10937,13390,11479,10937,13397,11500,0.947,0.617211
985429128,425790257,CA(R),CA(R),10890,13189,11152,10904,13206,11149,0.986,0.689866
985429128,425790257,CA(R),CA(R),10881,13218,11128,10893,13224,11128,0.929,0.8948
985429128,425790257,CA(R),CA(R),11334,12746,11461,11329,12762,11463,0.892,0.900326
985429128,425790257,CA(R),CA(R),12226,12827,12811,12213,12833,12822,0.988,0.698844
985429128,425790257,CA(R),CA(R),11306,12520,12484,11309,12505,12470,0.964,0.987438
985429128,425790257,CA(R),CA(R),12408,14592,11740,12407,14578,11723,0.997,0.894802
985429128,425790257,CA(R),CA(R),11877,14065,12319,11893,14064,12331,0.985,0.935402
984746802,425790257,CA(R),CA(R),12675,11371,11034,12656,11376,11053,0.982,0.856554
984746802,425790257,CA(R),CA(R),12571,11253,10680,12575,11236,10673,0.957,0.996435
984746802,425790257,CA(R),CA(R),12435,11753,12958,12420,11740,12961,0.917,0.958057
984746802,425790257,CA(R),CA(R),12576,12434,12696,12561,12454,12693,0.98,0.8294
984746802,425790257,CA(R),CA(R),12838,13059,11347,12847,13049,11355,0.991,0.625749
984746802,425790257,CA(R),CA(R),13379,12879,12134,13356,12871,12164,0.766,0.305804
984746802,425790257,CA(R),CA(R),13205,13681,11390,13218,13687,11396,0.858,0.584682
984746802,425790257,CA(R),CA(R),13163,13860,11471,13156,13852,11486,0.999,0.998998
984746802,425790257,CA(R),CA(R),12431,11369,12275,12451,11382,12261,0.963,0.999162
984746802,425790257,CA(R),CA(R),12857,12673,11244,12859,12662,11255,0.984,0.466387
984746802,425790257,CA(R),CA(R),12394,11292,11836,12397,11307,11821,0.932,0.79005
984405805,425790257,CA(R),CA(R),13248,11594,12003,13258,11588,12015,0.813,0.998264
984405805,425790257,CA(R),CA(R),13335,12299,9808,13324,12295,9800,0.796,0.958364
984405805,425790257,CA(R),CA(R),14494,14403,12187,14494,14415,12196,0.975,0.939784
984405805,425790257,CA(R),CA(R),14482,14475,12182,14499,14476,12193,0.998,0.88396
984405805,425790257,CA(R),CA(R),12350,12509,12074,12365,12502,12085,0.998,0.985486
975518615,425790257,CA(R),CA(R),14272,15428,14571,14288,15442,14571,0.978,0.982572
974843892,425790257,CA(R),CA(R),14661,15484,14223,14652,15468,14213,0.987,0.83228
973816592,425790257,CA(R),CA(R),14513,15738,14294,14508,15755,14316,0.986,0.993748
973816592,425790257,CA(R),CA(R),14496,15394,14238,14519,15417,14237,0.997,0.709982
973816592,425790257,CA(R),CA(R),14294,15420,14219,14304,15416,14237,0.994,0.889734
973816592,425790257,CA(R),CA(R),14474,15599,14307,14457,15587,14323,0.985,0.704255
973488234,425790257,CA(R),CA(R),15263,12009,10405,15266,11993,10404,0.959,0.75566
973488234,425790257,CA(R),CA(R),17118,14013,10752,17093,14011,10745,0.959,0.990384
973488234,425790257,CA(R),CA(R),15076,13269,9518,15083,13274,9502,0.991,0.988232
973488234,425790257,CA(R),CA(R),17529,13904,11279,17544,13892,11280,0.984,0.872069
973488234,425790257,CA(R),CA(R),17529,13913,11316,17547,13895,11316,0.98,0.634999
973488234,425790257,CA(R),CA(R),18026,13133,12603,18004,13143,12595,0.944,0.947276
973488234,425790257,CA(R),CA(R),17730,14021,11772,17742,14016,11788,0.995,0.8066
973488234,425790257,CA(R),CA(R),17986,13129,12617,17972,13144,12613,0.975,0.988462
973488234,425790257,CA(R),CA(R),16921,13890,10671,16904,13900,10666,0.982,0.995795
973488234,425790257,CA(R),CA(R),16659,14894,10049,16657,14890,10059,0.997,0.783009
973488234,425790257,CA(R),CA(R),15636,12076,10555,15620,12063,10560,0.982,0.674191
973488234,425790257,CA(R),CA(R),17018,14761,10555,17007,14774,10563,0.997,0.962104
973488234,425790257,CA(R),CA(R),15670,15538,10124,15668,15531,10134,0.999,0.920844
973488234,425790257,CA(R),CA(R),17961,14172,12178,17949,14164,12184,0.984,0.895743
973488234,425790257,CA(R),CA(R),17160,14515,11131,17170,14526,11137,0.991,0.790758
973488234,425790257,CA(R),CA(R),17546,13075,13955,17543,13063,13964,0.993,0.928677
973151229,425790257,CA(R),CA(R),17130,14379,11816,17110,14377,11812,0.988,0.964494
973151229,425790257,CA(R),CA(R),16356,14259,13142,16346,14260,13128,0.996,0.999852
973151229,425790257,CA(R),CA(R),17503,13156,13890,17491,13176,13892,0.985,0.86193
973151229,425790257,CA(R),CA(R),17218,14276,11425,17205,14263,11400,0.992,0.967709
973151229,425790257,CA(R),CA(R),17213,15016,11015,17228,15032,11024,0.993,0.99029
973151229,425790257,CA(R),CA(R),16802,14152,10941,16808,14130,10937,0.932,0.752314
973151229,425790257,CA(R),CA(R),15879,13260,10076,15891,13248,10092,0.794,0.808647
973151229,425790257,CA(R),CA(R),17050,15026,12042,17066,15041,12042,0.992,0.82165
973151229,425790257,CA(R),CA(R),16742,12658,13056,16734,12643,13059,0.989,0.756693
973151229,425790257,CA(R),CA(R),16595,13899,12768,16589,13904,12775,0.995,0.970876
973151229,425790257,CA(R),CA(R),16631,13931,12762,16637,13927,12773,0.995,0.747201
973151229,425790257,CA(R),CA(R),17472,14886,13370,17485,14890,13379,0.985,0.952156
973151229,425790257,CA(R),CA(R),16852,13877,10651,16860,13876,10665,0.997,0.810516
973151229,425790257,CA(R),CA(R),16435,13766,12263,16434,13770,12254,0.998,0.64831
973151229,425790257,CA(R),CA(R),17374,13389,11413,17354,13390,11412,0.992,0.77229
973146958,425790257,CA(R),CA(R),15760,13792,11153,15776,13776,11150,0.998,0.960997
973146958,425790257,CA(R),CA(R),16821,15233,10872,16803,15249,10853,0.993,0.976885
973146958,425790257,CA(R),CA(R),15132,14912,14015,15122,14907,14021,0.986,0.664077
973146958,425790257,CA(R),CA(R),15832,13874,11124,15820,13872,11133,0.998,0.802435
973146958,425790257,CA(R),CA(R),15127,14917,13975,15114,14921,13963,0.99,0.863926
973146958,425790257,CA(R),CA(R),15982,14908,13615,15985,14905,13595,0.863,0.999895
973146958,425790257,CA(R),CA(R),16504,14944,12475,16492,14939,12466,0.995,0.919456
973146958,425790257,CA(R),CA(R),16421,14737,13085,16407,14761,13075,0.871,0.735665
973146958,425790257,CA(R),CA(R),16912,15255,11621,16929,15240,11615,0.993,0.749822
973146958,425790257,CA(R),CA(R),17458,15951,11613,17449,15937,11620,0.959,0.946678
973146958,425790257,CA(R),CA(R),16469,14890,12453,16477,14883,12462,0.999,0.999214
973146958,425790257,CA(R),CA(R),17090,14995,12087,17112,14993,12087,0.98,0.986844
972128731,425790257,CA(R),CA(R),16501,13670,12171,16490,13676,12187,0.998,0.991455
972128731,425790257,CA(R),CA(R),15767,14124,13050,15743,14124,13048,0.999,0.45451605
972128731,425790257,CA(R),CA(R),16785,14150,12239,16811,14137,12236,0.995,0.735921
972128731,425790257,CA(R),CA(R),17122,13969,11723,17111,13982,11732,0.991,0.707466
972128731,425790257,CA(R),CA(R),17169,15051,10914,17166,15075,10918,0.996,0.96393
972128731,425790257,CA(R),CA(R),15071,13567,14794,15053,13575,14793,0.989,0.876143
972128731,425790257,CA(R),CA(R),15276,11370,12435,15285,11353,12445,0.982,0.978228
972128731,425790257,CA(R),CA(R),17303,14712,11471,17313,14706,11477,0.998,0.850433
972128731,425790257,CA(R),CA(R),15917,13193,13871,15933,13196,13860,0.999,0.993147
972128731,425790257,CA(R),CA(R),16190,13819,12680,16185,13825,12661,0.978,0.991955
971459227,425790257,CA(R),CA(R),17484,11958,13022,17490,11964,13041,0.707,0.850066
971459227,425790257,CA(R),CA(R),16934,12873,13191,16949,12865,13194,0.965,0.975135
971459227,425790257,CA(R),CA(R),17086,13254,14488,17087,13278,14497,0.922,0.758366
971459227,425790257,CA(R),CA(R),17141,11686,11758,17136,11679,11782,0.997,0.900295
971459227,425790257,CA(R),CA(R),17053,12149,14205,17064,12136,14186,0.987,0.990075
971459227,425790257,CA(R),CA(R),17772,12596,12969,17774,12598,12980,0.976,0.994631
971459227,425790257,CA(R),CA(R),15860,11896,13138,15848,11895,13122,0.98,0.985208
971459227,425790257,CA(R),CA(R),16794,12568,12847,16776,12566,12846,0.971,0.931431
971459227,425790257,CA(R),CA(R),17687,12647,12950,17680,12639,12960,0.954,0.864765
971118724,425790257,CA(R),CA(R),16142,13685,12083,16131,13680,12074,0.996,0.954735
971118724,425790257,CA(R),CA(R),17441,11593,12337,17456,11585,12319,0.99,0.738261
971118724,425790257,CA(R),CA(R),16963,12544,12187,16956,12535,12191,0.99,0.68524
971118724,425790257,CA(R),CA(R),17183,12344,12164,17177,12333,12175,0.997,0.974877
971118724,425790257,CA(R),CA(R),16287,11176,12600,16287,11184,12607,0.992,0.962951
971118724,425790257,CA(R),CA(R),16695,12744,12830,16697,12776,12833,0.986,0.803654
971118724,425790257,CA(R),CA(R),17429,11996,14329,17421,12012,14342,0.98,0.865915
971118724,425790257,CA(R),CA(R),16414,13319,12400,16407,13314,12370,0.996,0.797517
971118724,425790257,CA(R),CA(R),16370,13385,12375,16349,13385,12373,0.994,0.996905
971118588,425790257,CA(R),CA(R),15452,13663,10992,15451,13668,11005,0.998,0.811535
971118588,425790257,CA(R),CA(R),16589,13205,11717,16591,13205,11702,0.891,0.946404
971118588,425790257,CA(R),CA(R),16565,13175,11703,16568,13172,11692,0.983,0.578173
971118588,425790257,CA(R),CA(R),17486,12740,11776,17476,12732,11772,0.994,0.983425
971118588,425790257,CA(R),CA(R),17591,13239,12086,17584,13218,12078,0.992,0.839268
971118588,425790257,CA(R),CA(R),16754,11838,13582,16775,11823,13572,0.99,0.977857
971118588,425790257,CA(R),CA(R),17396,12486,11584,17403,12471,11568,0.886,0.819216
971118588,425790257,CA(R),CA(R),17565,13037,11977,17544,13045,11956,0.972,0.998429
971118588,425790257,CA(R),CA(R),16796,11870,13601,16808,11858,13593,0.991,0.928173
971118588,425790257,CA(R),CA(R),17470,13930,12128,17457,13910,12115,0.997,0.976929
971118588,425790257,CA(R),CA(R),16557,13307,11222,16559,13317,11214,0.979,0.796833
971118588,425790257,CA(R),CA(R),17197,13535,11583,17191,13546,11574,0.994,0.932991
971118588,425790257,CA(R),CA(R),15654,13898,11033,15656,13898,11045,0.998,0.983108
971118202,425790257,CA(R),CA(R),15344,12602,10711,15333,12594,10701,0.995,0.962952
971118202,425790257,CA(R),CA(R),15642,11574,13523,15649,11573,13510,0.994,0.993155
971118202,425790257,CA(R),CA(R),15625,11557,13519,15635,11557,13503,0.96,0.970216
971118202,425790257,CA(R),CA(R),17413,12347,12719,17410,12361,12738,0.987,0.998163
971118202,425790257,CA(R),CA(R),17397,12873,11905,17391,12870,11892,0.987,0.98462
971118202,425790257,CA(R),CA(R),15131,11869,11635,15141,11861,11626,0.996,0.891982
971118202,425790257,CA(R),CA(R),17652,12469,12071,17659,12453,12058,0.979,0.993468
971118202,425790257,CA(R),CA(R),14489,12878,11520,14496,12875,11531,0.982,0.860895
971118202,425790257,CA(R),CA(R),15550,12743,10451,15533,12743,10454,0.992,0.937145
971118202,425790257,CA(R),CA(R),16994,11407,11908,17002,11406,11871,0.998,0.434447
971118202,425790257,CA(R),CA(R),15301,11439,11839,15285,11420,11843,0.987,0.47474122
971118202,425790257,CA(R),CA(R),15497,11278,11793,15479,11278,11787,0.965,0.998652
971118202,425790257,CA(R),CA(R),15733,11082,12772,15721,11074,12781,0.954,0.980988
971113967,425790257,CA(R),CA(R),16907,12178,11480,16896,12202,11470,0.997,0.955732
971113967,425790257,CA(R),CA(R),17055,14672,11580,17049,14654,11579,0.997,0.642046
971113967,425790257,CA(R),CA(R),16929,12198,11446,16946,12206,11455,0.958,0.878182
971113967,425790257,CA(R),CA(R),17075,14595,11607,17060,14593,11597,0.868,0.938285
971113967,425790257,CA(R),CA(R),16946,12033,11579,16936,12015,11568,0.703,0.969424
971113967,425790257,CA(R),CA(R),17202,15081,11547,17210,15087,11536,0.992,0.621772
971113967,425790257,CA(R),CA(R),16960,14583,11253,16955,14572,11246,0.992,0.979115
971113967,425790257,CA(R),CA(R),17159,13410,11427,17159,13409,11414,0.997,0.875156
971113967,425790257,CA(R),CA(R),17118,13379,11391,17142,13392,11395,0.987,0.954275
971113967,425790257,,CA(R),16462,12325,14924,16429,12320,14929,0.942,0.652048
971113967,425790257,CA(R),CA(R),17380,12498,13294,17398,12514,13298,0.969,0.970639
971113967,425790257,CA(R),CA(R),17715,12798,13143,17716,12781,13125,0.987,0.94677
971113967,425790257,CA(R),CA(R),17170,11291,11660,17169,11288,11669,0.993,0.999407
970777224,425790257,CA(R),CA(R),15495,12355,13104,15483,12367,13105,0.711,0.730828
970777224,425790257,CA(R),CA(R),15584,13103,13311,15600,13098,13307,0.991,0.802377
970777224,425790257,CA(R),CA(R),15725,12511,14545,15725,12505,14555,1.0,0.979165
970777224,425790257,CA(R),CA(R),15113,12642,11693,15106,12648,11709,0.991,0.695763
970777224,425790257,CA(R),CA(R),17565,12756,12310,17582,12751,12331,0.997,0.920688
970777224,425790257,CA(R),CA(R),16538,11501,12594,16551,11506,12597,0.936,0.888268
970777224,425790257,CA(R),CA(R),16644,11474,12689,16644,11496,12682,0.816,0.845034
970777224,425790257,CA(R),CA(R),16462,12077,14056,16448,12074,14058,0.955,0.919909
970777224,425790257,CA(R),CA(R),15531,12124,12191,15519,12102,12191,0.993,0.846923
970777224,425790257,CA(R),CA(R),15648,12064,13034,15660,12069,13026,0.984,0.792393
970777224,425790257,CA(R),CA(R),15753,11444,12944,15757,11440,12954,0.999,0.852063
970777224,425790257,CA(R),CA(R),15823,11349,12920,15821,11348,12930,0.88,0.997931
970777114,425790257,CA(R),CA(R),17701,12780,12163,17715,12771,12173,0.997,0.974677
970777114,425790257,CA(R),CA(R),15671,12368,14437,15664,12360,14444,0.957,0.791552
970777114,425790257,CA(R),CA(R),17304,15035,11940,17300,15047,11956,0.932,0.829735
970777114,425790257,CA(R),CA(R),15760,12475,14486,15775,12459,14485,0.993,0.633141
970777114,425790257,CA(R),CA(R),17439,15051,11918,17432,15066,11924,0.999,0.948266
970777114,425790257,CA(R),CA(R),16695,12963,13486,16690,12977,13485,0.837,0.77569
970777114,425790257,CA(R),CA(R),16167,13483,12154,16181,13483,12145,0.792,0.981341
970777114,425790257,CA(R),CA(R),15853,12330,14205,15838,12307,14208,0.733,0.570286
970777114,425790257,CA(R),CA(R),17297,14317,11993,17299,14321,11977,0.996,0.951295
970777114,425790257,CA(R),CA(R),15861,12307,14217,15853,12298,14208,0.914,0.942558
970777114,425790257,CA(R),CA(R),17287,14996,11866,17268,14999,11861,0.988,0.917471
970777114,425790257,CA(R),CA(R),16501,12716,13668,16517,12716,13672,0.865,0.765785
970777114,425790257,CA(R),CA(R),17232,13262,12209,17249,13262,12212,0.994,0.786758
970777114,425790257,CA(R),CA(R),16076,12640,14647,16085,12637,14626,0.996,0.751192
970777114,425790257,CA(R),CA(R),17249,14181,12067,17247,14182,12055,0.994,0.640673
970772961,425790257,CA(R),CA(R),16493,12435,15143,16476,12461,15149,0.944,0.345441
970772961,425790257,CA(R),CA(R),17273,12522,12474,17292,12522,12490,0.952,0.784531
970772961,425790257,CA(R),CA(R),15576,15477,10853,15569,15492,10862,0.999,0.74573
970772961,425790257,CA(R),CA(R),17014,12763,11578,16982,12783,11562,0.965,0.966303
970772961,425790257,CA(R),CA(R),15506,14278,10387,15517,14302,10373,0.989,0.864121
970772961,425790257,CA(R),CA(R),14908,11715,10841,14897,11715,10827,0.973,0.982743
970772961,425790257,CA(R),CA(R),16062,11400,11455,16068,11398,11438,0.945,0.996093
970772961,425790257,CA(R),CA(R),14524,12073,10495,14528,12055,10496,0.947,0.787532
970772961,425790257,CA(R),CA(R),16058,11368,11503,16041,11352,11506,0.996,0.971694
970772961,425790257,CA(R),CA(R),16232,11435,11427,16221,11424,11417,0.856,0.953546
970772961,425790257,CA(R),CA(R),16060,11379,11501,16040,11355,11504,0.873,0.921507
970772961,425790257,CA(R),CA(R),16037,11402,11444,16052,11394,11425,0.977,0.934065
970772961,425790257,CA(R),CA(R),16251,13543,10917,16258,13526,10906,0.99,0.852189
970772961,425790257,CA(R),CA(R),17323,12539,11969,17324,12548,11944,0.981,0.99144
970772961,425790257,CA(R),CA(R),15953,13791,10825,15964,13779,10820,0.868,0.989189
954730964,425790257,CA(R),CA(R),15004,12387,10168,14991,12390,10180,0.993,0.947284
954730964,425790257,CA(R),CA(R),14959,12405,10150,14955,12402,10157,0.974,0.509889
954730964,425790257,CA(R),CA(R),12690,12446,10005,12671,12446,9990,0.89,0.990359
954730964,425790257,CA(R),CA(R),16073,13204,10672,16062,13210,10681,0.997,0.889257
954730964,425790257,CA(R),CA(R),13600,14119,8933,13599,14122,8922,0.996,0.764457
954730964,425790257,CA(R),CA(R),15281,14134,10460,15273,14120,10481,0.987,0.45909846
954730964,425790257,CA(R),CA(R),12703,12418,9983,12685,12425,9972,0.955,0.983841
954053261,425790257,CA(R),CA(R),10453,12669,12404,10457,12693,12393,0.893,0.8847
954053251,425790257,CA(R),CA(R),13077,12361,12173,13082,12353,12186,0.996,0.980286
954053251,425790257,CA(R),CA(R),11298,12172,12516,11299,12171,12504,0.766,0.999559
954053251,425790257,CA(R),CA(R),11334,12208,12484,11343,12199,12490,0.98,0.991677
954053251,425790257,CA(R),CA(R),11463,11916,11227,11453,11937,11242,0.92,0.977338
954053251,425790257,CA(R),CA(R),13405,12740,9588,13402,12710,9590,0.993,0.919058
954053251,425790257,CA(R),CA(R),12563,12128,11721,12540,12127,11746,0.971,0.858175
954053251,425790257,CA(R),CA(R),12014,13377,13490,12017,13348,13485,0.926,0.318924
954053251,425790257,CA(R),CA(R),12012,13461,13510,12006,13484,13498,0.93,0.961049
954053251,425790257,CA(R),CA(R),13125,14015,9271,13116,14001,9265,0.999,0.88403
954053251,425790257,CA(R),CA(R),13409,12573,12261,13391,12575,12264,0.996,0.977336
954053251,425790257,CA(R),CA(R),13279,13300,9467,13294,13294,9457,0.992,0.979849
954053251,425790257,CA(R),CA(R),12005,13596,13620,12014,13604,13630,0.98,0.869749
954053251,425790257,CA(R),CA(R),13662,13010,10371,13647,13014,10371,0.83,0.960091
954053251,425790257,CA(R),CA(R),14570,12715,12132,14578,12727,12125,0.995,0.916004
954053018,425790257,CA(R),CA(R),15420,11747,11453,15444,11719,11458,0.957,0.424048
954053018,425790257,CA(R),CA(R),15458,11741,11453,15456,11725,11458,0.98,0.98849
954053018,425790257,CA(R),CA(R),15338,11833,11389,15357,11817,11394,0.997,0.932968
954053018,425790257,CA(R),CA(R),17455,12407,11877,17473,12402,11893,0.993,0.967517
954053018,425790257,CA(R),CA(R),16701,12511,11276,16708,12530,11289,0.997,0.89055
954053018,425790257,CA(R),CA(R),17396,12156,11995,17385,12142,11993,0.998,0.96478
954053018,425790257,CA(R),CA(R),17414,12445,11577,17400,12461,11568,0.993,0.801883
954053018,425790257,CA(R),CA(R),17373,12472,11401,17384,12480,11390,0.721,0.97134
954053018,425790257,CA(R),CA(R),16879,12947,10723,16875,12950,10731,0.957,0.411364
954053018,425790257,CA(R),CA(R),15669,12813,13920,15657,12799,13917,0.979,0.790709
954053018,425790257,CA(R),CA(R),15415,13160,10432,15408,13167,10440,0.998,0.571092
954053018,425790257,CA(R),CA(R),17088,12764,10890,17087,12764,10877,0.94,0.83424
954053018,425790257,CA(R),CA(R),16526,12795,14755,16511,12781,14742,0.964,0.566912
954053018,425790257,CA(R),CA(R),16056,14295,10708,16057,14278,10701,0.985,0.867018
954053018,425790257,CA(R),CA(R),15147,12201,10869,15158,12216,10859,0.978,0.873364
953712141,425790257,CA(R),CA(R),13320,12296,10226,13308,12275,10224,0.938,0.901106
953712141,425790257,CA(R),CA(R),13058,12710,9640,13058,12710,9654,0.979,0.999979
953712141,425790257,CA(R),CA(R),12948,12640,9648,12936,12627,9657,0.996,0.756119
953712141,425790257,CA(R),CA(R),14249,12414,10545,14241,12416,10552,0.979,0.7017
953712141,425790257,CA(R),CA(R),12337,12792,12387,12334,12812,12387,0.973,0.861124
953712141,425790257,CA(R),CA(R),12321,12759,12363,12311,12768,12371,0.965,0.995618
953712141,425790257,CA(R),CA(R),13714,12963,10202,13714,12963,10223,0.986,0.963353
953712141,425790257,CA(R),CA(R),12602,12158,12572,12605,12174,12561,0.991,0.941888
953712141,425790257,CA(R),CA(R),12931,11630,12787,12947,11624,12784,0.893,0.933377
953712141,425790257,CA(R),CA(R),13458,11279,10838,13427,11274,10844,0.987,0.872387
953712141,425790257,CA(R),CA(R),12868,13169,9881,12875,13160,9892,0.893,0.981503
953029783,425790257,CA(R),CA(R),13551,14983,10194,13568,14978,10187,0.991,0.975168
953029783,425790257,CA(R),CA(R),12114,13948,10826,12112,13956,10833,0.989,0.957049
953029783,425790257,CA(R),CA(R),11811,12391,12438,11821,12399,12445,0.73,0.943498
953029783,425790257,CA(R),CA(R),11813,12360,12395,11830,12363,12378,0.941,0.982492
953029783,425790257,CA(R),CA(R),14231,13316,11747,14226,13319,11738,0.977,0.751505
943118619,425790257,SLP(R),CA(R),10494,14647,11466,10501,14649,11467,0.99,0.648885
941111195,425790257,CA(R),CA(R),17575,13604,14002,17563,13609,14001,0.764,0.873338
941111195,425790257,CA(R),CA(R),16833,13028,14821,16817,13040,14824,0.967,0.982168
941111195,425790257,CA(R),CA(R),15393,10999,12957,15417,11014,12954,0.965,0.68688
941111195,425790257,CA(R),CA(R),17014,12726,12205,17019,12746,12204,0.991,0.772335
941111195,425790257,CA(R),CA(R),17577,13639,13720,17563,13646,13713,0.987,0.97369
941111195,425790257,CA(R),CA(R),17581,13508,14067,17569,13497,14065,0.986,0.966831
941102504,425790257,CA(R),CA(R),16285,12763,13797,16302,12768,13798,0.819,0.706663
941102504,425790257,CA(R),CA(R),16942,12255,11448,16941,12228,11441,0.998,0.929693
941102504,425790257,CA(R),CA(R),16985,12534,14512,16986,12531,14498,0.953,0.984492
941102504,425790257,CA(R),CA(R),16292,13796,14191,16298,13810,14192,0.968,0.575792
941102504,425790257,CA(R),CA(R),16735,12734,13927,16735,12740,13917,0.997,0.994968
941102504,425790257,CA(R),CA(R),16370,13487,14790,16373,13492,14777,0.912,0.853089
941102504,425790257,CA(R),CA(R),16340,13519,14788,16351,13534,14802,0.797,0.925485
941102504,425790257,CA(R),CA(R),16293,12716,13791,16313,12724,13811,0.969,0.713774
941102504,425790257,CA(R),CA(R),17013,12926,12200,17004,12934,12189,0.972,0.940897
941102504,425790257,CA(R),CA(R),17066,12919,12250,17093,12910,12250,0.984,0.874395
940761352,425790257,CA(R),CA(R),15359,11970,12608,15349,11966,12617,0.997,0.818959
940761352,425790257,CA(R),CA(R),14993,14163,11655,14988,14140,11652,0.997,0.617211
940761352,425790257,CA(R),CA(R),15407,13148,12013,15403,13154,12026,0.996,0.617211
940761352,425790257,CA(R),CA(R),17440,11268,12352,17436,11245,12349,0.952,0.885614
940761352,425790257,CA(R),CA(R),14813,12085,12860,14820,12090,12839,0.985,0.810618
940761352,425790257,CA(R),CA(R),16665,11764,11604,16648,11756,11622,0.806,0.99621
940761352,425790257,CA(R),CA(R),15127,15543,11620,15110,15525,11618,0.992,0.928746
940761352,425790257,CA(R),CA(R),16756,13104,11106,16760,13097,11095,0.978,0.784685
940761352,425790257,CA(R),CA(R),16370,13202,15094,16374,13226,15106,0.974,0.983245
940752707,425790257,CA(R),CA(R),16765,12514,13160,16752,12538,13156,0.985,0.842713
940752707,425790257,CA(R),CA(R),16200,12723,14239,16222,12727,14238,0.978,0.947135
940752707,425790257,CA(R),CA(R),16215,12725,14203,16230,12722,14209,0.99,0.580425
940752707,425790257,CA(R),CA(R),17262,11875,12637,17256,11869,12649,0.997,0.999695
940752707,425790257,CA(R),CA(R),16768,12650,13080,16771,12635,13066,0.992,0.989607
940752707,425790257,CA(R),CA(R),16574,12345,13722,16581,12352,13709,0.973,0.952514
940748411,425790257,CA(R),CA(R),16834,12788,14481,16820,12796,14464,0.982,0.909209
940748411,425790257,CA(R),CA(R),16798,12784,14472,16801,12797,14466,0.994,0.922257
940748411,425790257,CA(R),CA(R),17053,12172,11799,17087,12188,11818,0.993,0.608674
940748411,425790257,CA(R),CA(R),17396,12854,13922,17382,12864,13918,0.992,0.670354
940748411,425790257,CA(R),CA(R),16499,12833,12863,16520,12810,12875,0.967,0.47333682
940748411,425790257,CA(R),CA(R),17284,12511,14413,17284,12515,14397,0.99,0.999637
940748411,425790257,CA(R),CA(R),15943,12654,14354,15959,12651,14363,0.911,0.866899
940748411,425790257,CA(R),CA(R),16858,13920,12914,16856,13925,12925,0.991,0.922248
940748411,425790257,CA(R),CA(R),17542,11764,11924,17536,11760,11946,0.991,0.999716
940425232,425790257,CA(R),CA(R),17024,11985,12935,17015,12004,12929,0.996,0.821894
940425232,425790257,CA(R),CA(R),16992,12352,14128,17012,12351,14131,0.768,0.955805
940425232,425790257,CA(R),CA(R),16841,12895,14709,16837,12897,14723,0.998,0.993461
940425232,425790257,CA(R),CA(R),17073,12650,14623,17068,12651,14602,0.986,0.955482
940425232,425790257,CA(R),CA(R),15333,12675,13903,15347,12676,13906,0.999,0.716735
940425232,425790257,CA(R),CA(R),17232,12455,11590,17215,12458,11597,0.997,0.818155
940425171,425790257,CA(R),CA(R),17434,12258,13611,17428,12258,13628,0.977,0.995091
940425171,425790257,CA(R),CA(R),16686,13941,10446,16676,13924,10449,0.992,0.751006
940425171,425790257,CA(R),CA(R),16354,11695,11235,16364,11691,11259,0.99,0.859725
940425171,425790257,CA(R),CA(R),17033,14157,13435,17026,14155,13446,0.99,0.925665
940425171,425790257,CA(R),CA(R),14691,12629,12595,14691,12628,12608,0.999,0.961442
940425106,425790257,CA(R),CA(R),15918,13472,14828,15933,13463,14835,0.775,0.758938
940425106,425790257,CA(R),CA(R),15959,13462,14824,15937,13456,14828,0.974,0.941392
940425106,425790257,CA(R),CA(R),17058,12007,13912,17078,12000,13930,0.965,0.980224
940425106,425790257,CA(R),CA(R),17370,13715,11774,17363,13721,11781,0.987,0.975118
940425106,425790257,CA(R),CA(R),16716,12177,13902,16688,12175,13908,0.807,0.537463
940425106,425790257,CA(R),CA(R),17199,12409,14535,17186,12390,14528,0.969,0.998525
940425106,425790257,CA(R),CA(R),16817,12928,14753,16828,12928,14739,0.981,0.806836
940425106,425790257,CA(R),CA(R),17274,12539,12283,17262,12568,12293,0.994,0.569841
