,2h(-7),2h(-7),2h(-7),2h(-7),ma(-7),ma(-7),ma(-7),ma(-7),2h(-7)+ma(-7),2h(-7)+ma(-7),2h(-7)+ma(-7),2h(-7)+ma(-7),2h(-5),2h(-5),2h(-5),2h(-5),1o3ol(-5),1o3ol(-5),1o3ol(-5),1o3ol(-5),2h(-5)+1o3ol(-5),2h(-5)+1o3ol(-5),2h(-5)+1o3ol(-5),2h(-5)+1o3ol(-5),ea(-5),ea(-5),ea(-5),ea(-5),eb(-5),eb(-5),eb(-5),eb(-5),ea(-5)+eb(-5),ea(-5)+eb(-5),ea(-5)+eb(-5),ea(-5)+eb(-5),PFO,PFO,PFO,PFO
140,-0.07194519,0.40838242,0.6561771,0.33243936,-0.14624119,0.26262462,-0.06577516,-0.18119627,0.6408078,-0.21079403,-0.057735004,0.6143005,-0.05879605,0.46713558,0.4172393,0.5751647,-0.49152598,-0.09125108,-0.43897107,-0.22674239,1.0722728,0.4138934,0.33092082,0.33079726,0.64829457,1.2724757,0.8660054,0.21338248,-0.6614089,-0.7334674,0.3006035,-0.26934218,-0.026316091,0.31476325,0.41620845,0.30612954,-0.6077152,-0.3412041,0.3311172,0.07354325
141,-0.22719157,-0.2738793,-0.19787207,0.06654543,0.7356199,-0.006977856,-0.25541532,-0.02915304,-0.5876039,0.16673255,0.3095236,0.2140362,0.45848846,0.34952587,0.30671382,0.0027530193,0.41513085,0.099701524,0.65533483,0.05613208,0.5328481,-0.14684916,-0.025768667,0.16459817,0.20114493,0.09626019,0.0065081716,0.20635259,0.5319463,0.27854323,0.055794805,0.39989835,-0.4464958,0.21341789,0.14439729,0.14341141,0.26777756,0.004162699,0.34660944,0.3060637
142,-0.01918763,0.12494755,-0.112437844,0.10673416,-0.22545454,0.38551313,0.13305607,-0.077961326,0.123642385,-0.314376,-0.53562474,0.027784646,0.015097283,0.76965916,0.14279327,0.082482636,-0.44130597,-0.33025128,-0.12781367,-0.07040739,-0.22629872,0.46469188,-0.3481866,0.0122795105,-0.0005424619,0.911757,0.29135478,0.29163152,0.004165828,0.16347992,0.060035884,0.18490902,0.40547943,-0.009019762,0.15892737,0.11025113,1.0320857,0.4429556,-0.17530578,0.1338551
143,0.058559,0.12166715,0.84282446,-0.21243909,0.031091213,-0.65501726,0.03197526,-0.6091649,-0.47096297,-0.11108661,-0.5896087,-0.15172037,-0.12198806,-0.10324252,-0.100807846,-0.6615848,0.5837064,2.107789,0.56083167,0.79699904,0.07390651,0.9654614,1.6912506,0.47865278,-0.46240708,-0.51116383,-0.9096112,0.011234775,-0.22456849,-0.14225113,-0.26340485,-0.502776,-0.43918666,-0.16298817,-0.3631886,0.116572574,-0.3851747,-0.34088618,-0.8897568,0.103603125
144,-0.18217006,0.32145685,0.3464472,0.4197374,-0.2080452,-0.027789682,-0.21079136,0.54251695,0.108505785,-0.41392785,0.03677711,-0.07446155,0.25463414,-0.047386467,-0.6510997,-0.013880253,0.37652797,-0.105740815,-0.14829019,-0.5540154,0.06875965,0.2790199,0.16654575,0.88549197,0.52177763,0.03407892,-0.44365335,0.36541244,-0.35930604,0.37811798,0.12567087,0.39148486,0.30337366,0.2759237,0.10731916,-0.18593138,-0.3585723,0.5080545,0.51030165,0.8747513
145,0.57974744,0.40993458,1.1922197,0.5868469,0.13889325,-0.15747376,0.018318474,-0.08724457,0.2836358,0.55891,0.3386451,0.08793938,1.65766,0.956192,1.355913,0.90779924,0.5507153,0.9309586,0.69604045,0.5899404,1.006051,2.033581,2.1359198,1.555784,-0.09803033,1.1517224,0.28661585,-0.009395033,0.33670068,-0.2271667,-0.2688785,0.18907139,-0.40954944,-0.17425704,-0.09460348,-0.19077244,0.051875114,-0.33022895,-0.3460005,-0.00043272972
146,0.23179899,0.25775704,0.1018306,-0.07504237,-0.37519336,0.5048874,0.16493964,0.015262127,0.05369596,-0.46917897,-0.1253435,-0.09318918,1.665266,0.30017784,0.18895648,0.41142464,-0.37256026,-0.21385527,0.08977562,-0.18195757,0.39085045,0.24688643,0.07833904,0.0968076,-0.65428317,-0.09100199,-0.25039124,-0.16557217,-0.3042748,-0.024575949,-0.140111,0.06690484,0.6127081,-0.29049927,0.030840516,-0.036072552,0.337196,-0.28961283,-0.15876323,-0.07497504
147,-0.04822561,-0.2748043,0.67147404,-0.33607328,0.09491387,-0.20201978,0.108781986,-0.17275763,-0.082775,0.21131873,-0.69807804,0.40103006,-0.27280134,-0.5779778,-0.08425254,0.24229984,0.2601323,-0.39592475,0.6570199,-0.7234805,-0.56577814,0.2818473,0.06400642,-0.18582219,-0.43504646,-0.18635419,-0.6393831,0.4199107,-0.64826703,-0.6554285,-0.4075716,-0.49972153,-0.65944284,0.74832666,0.02103138,1.0149531,-0.117309004,0.21765697,-0.5839282,0.3578499
148,0.2227068,0.16682482,-0.1864073,0.08163226,-0.70730454,0.027064128,-0.5042265,-0.102648675,-0.058170795,0.27233317,0.2965433,0.03457594,0.25072286,-0.234445,-0.013162732,-0.20795734,-0.89674056,-0.5676067,-0.8203688,-0.21922725,-0.21107018,-0.3050845,0.107842475,0.24038765,0.6652632,1.2741363,0.26851046,-0.14825779,0.94627523,0.50295234,0.0091462135,0.5843871,0.40394175,1.1571128,0.16120705,1.028933,0.012788892,-0.18840748,0.15361089,0.15891683
149,-0.13386512,0.33622724,0.23214161,-0.44892085,-0.50275016,-0.6575986,-0.36859882,-0.07149777,-0.07180774,-0.03216423,-0.31462193,0.10694599,0.12903076,0.104653195,0.14240456,0.3375957,0.07930344,-0.14962035,0.70676404,0.0028900802,0.37549955,0.31993878,-0.16765293,-0.2806195,-0.09897196,0.553028,0.4549083,0.3788356,0.25043672,-0.14474717,-0.28376192,0.0754869,1.197468,-0.557602,0.5288429,0.5008737,-0.361524,0.19455168,0.44158274,0.21982723
150,0.185911,-0.013071358,0.5164152,-0.8203157,0.10897063,-0.85248655,-0.3381644,-0.34984246,-0.14576319,0.08725746,0.1301682,-0.28204426,0.22232333,0.69629717,0.11608389,-0.48227748,0.6247469,0.0828937,-0.052813724,0.33912784,-0.039626524,1.6389132,-0.34299397,-0.07939032,0.37558258,0.024692953,0.5543952,0.48592895,-0.20342685,0.05051422,-0.3466925,0.20432088,0.056969106,-0.07836646,0.28995824,-0.21450657,0.0756239,0.04466346,0.1040757,-0.34930137
151,0.21076053,-0.46119875,0.124480605,0.028500378,3.721292,1.4837015,0.39461827,0.26321468,3.3844295,1.6372252,0.8743913,0.32673752,0.84882957,0.4043828,0.36769795,0.059102237,-0.37976837,0.356181,0.090529084,0.09030044,0.24184158,0.33705473,-0.14536816,0.039346337,0.3654887,0.05529055,0.2617535,0.039483666,0.018787384,0.08277762,-0.050587595,-0.15020317,0.21007228,0.19834313,-0.1071139,-0.22157234,-0.3932167,-0.16485964,-0.10062724,0.10691136
152,0.09656727,-0.021558613,0.14977631,0.031759977,-0.15111576,-0.023926377,0.11942732,0.069960594,0.04104747,-0.29445505,0.34746772,0.056821227,0.9250577,1.1059865,1.4783878,0.8575373,0.45824337,0.39560044,0.24432905,0.41558164,0.9684794,0.45685333,0.6649451,0.79645014,-0.0879854,-0.53652096,0.09491755,-0.13320863,0.16875815,0.17851561,0.060828157,-0.04834628,0.014410615,0.30253682,0.38174188,-0.22521433,-0.034793437,-0.047500193,0.3330819,-0.06836927
153,-0.14683005,-0.18931219,0.28763077,-0.016441897,-0.02183491,1.6013813,-0.039735436,0.06655747,-0.21071216,0.29831424,0.20235914,-0.10048962,-0.12413862,0.14042853,-0.6515721,-0.44532022,-0.07262209,0.5126257,0.073399454,0.35333484,0.72928184,0.34192345,0.041489065,0.14656436,-0.1881167,-0.1344707,0.5461451,0.08202082,0.070983,-0.4018736,-0.10687056,0.17748904,-0.30313691,-0.03423208,0.27191445,-0.2284038,-0.105683625,0.62732095,0.09669685,-0.15146935
154,-0.12174392,0.042528704,0.029475987,-0.021781266,0.12587982,0.047306508,0.021342695,0.014112532,-0.1210264,-0.09714014,0.024775863,0.11044198,0.00972259,-0.07530916,-0.10653418,-0.09051126,-0.15293503,0.12878567,0.010734588,-0.11894423,0.10327685,-0.20060927,-0.07718074,-0.11755848,0.031870008,-0.15587245,-0.08244997,0.050616264,0.06381726,0.15455458,0.015073478,-0.014231622,0.16486633,0.023567498,0.09149814,-0.020657837,-0.088956416,0.1332401,-0.03592953,0.052900314
155,1.3241787,0.6300447,0.17174444,0.2632802,0.09300476,-0.0013685822,-0.050001442,-0.041157126,0.1297047,0.20025182,0.100111485,-0.04023254,4.376197,2.1589723,3.534474,0.8867665,-0.7206292,-0.07121928,0.04286185,-0.16745302,2.3015661,2.218718,2.465196,1.4397018,-0.1292702,-0.4160278,-0.15255345,-0.046750724,-0.47634304,0.071695626,-0.41840208,0.13689566,-0.20190242,0.00059631467,0.14218098,-0.18576133,-0.66353714,-0.11373818,-0.08446449,-0.19093734
156,0.24359065,0.041902214,0.31809083,-0.11998117,-0.17381328,5.821367,-0.07419713,0.1475212,-0.3873196,-0.4212678,0.30243027,0.065499604,-0.14813435,-0.80249786,0.30572775,0.09164029,-0.21964547,0.046845704,0.19633591,0.07337072,0.40484154,0.009417862,-0.049972154,0.20269725,0.05561483,-0.027262747,-0.074457794,0.1583229,-0.31708097,0.14887375,0.1521809,0.13206697,-0.24955088,0.009347737,-0.23955189,-0.01883918,0.76593447,-0.20278874,-0.29500252,0.17551112
157,-0.0068763494,-0.13495678,-0.38134396,0.057089925,-0.070287555,-0.27746168,-0.2885151,0.14895053,-0.37737632,0.17409942,-0.07376844,-0.2998904,0.1101045,-0.117519796,-0.45098156,-0.56184155,0.33722544,0.86382675,0.37090057,0.020001292,-0.2912742,0.029101431,1.4544975,0.15584695,-0.72035754,-0.14158887,-0.60522354,0.079497635,1.7075546,-0.11931297,-0.14470002,-0.035456,-0.18943584,-0.38762194,0.43374127,-0.2447421,-0.7187133,-0.78339946,-0.2121655,0.06320253
158,-0.02004078,-0.5453528,-0.2488131,0.04696393,0.067335844,-0.090498865,-0.23834558,0.07033384,0.44145447,-0.13674793,1.3264804,0.007422209,-0.72043,-0.28192994,-1.1546628,-0.12769507,0.25497502,0.12348609,-0.055468082,-0.18807206,-0.18396512,0.06905546,-0.3417188,-0.19368073,-0.40134177,0.44489345,-0.120844066,0.09894931,0.10617916,0.591084,0.3596151,0.3037816,-0.092393205,0.12840985,0.25403368,-0.31632614,0.7686057,0.11669594,-0.007552743,-0.06148216
159,0.22604707,0.0514974,0.19142765,-0.04334733,-0.36405075,0.09971261,-0.6990293,0.08616868,0.043180645,-0.4968895,0.2182374,0.2197111,-0.85135937,0.16712493,0.38850254,-0.26430404,-0.6376181,-0.13181192,0.3734784,-0.017581552,-0.48343596,-0.33843362,0.26147887,-0.4618896,-0.54287434,-0.21447583,-0.39951313,-0.20278135,-0.0979937,-0.265428,-0.10305005,-0.15963066,-0.8672544,-0.3157888,-0.37168944,-0.3898865,-0.17766523,0.07354852,-0.43099156,-0.09255344
160,-0.3701408,0.10946083,-0.10265347,-0.21354896,0.89636433,0.11098322,0.35240716,-0.1985735,0.03604109,-0.11519326,-0.26925915,0.17268628,-0.101608396,-0.15093353,-0.022712976,0.14239305,-0.6394111,-0.19749618,0.22960207,0.14084679,-0.11197233,-0.15042406,0.32081708,-0.05378461,-0.3075407,0.3619741,-0.021460503,0.027942896,0.022751212,-0.09212574,-0.105088204,0.35524163,0.21876323,-0.40641707,-0.09632048,-0.12136465,0.1544042,0.13938046,-0.23336512,0.16726619
161,-0.17758557,0.07728514,-0.34881368,-0.6113345,0.59331685,-0.24638243,-0.123085454,-0.19424662,-0.5303669,-0.08080328,-0.5224592,0.1498025,-0.55849445,-0.2750852,-0.43826616,-0.3132014,-0.04759735,0.36238286,0.1977688,0.9307381,0.1776335,0.086285785,-0.18801445,-0.43922085,0.05010429,-0.33314967,0.11379342,-0.2276092,0.17240101,-0.2271326,-0.6083423,-0.41933024,0.09777121,0.052571505,0.3717054,-0.008371238,-0.10060966,-0.25663412,0.04851158,-0.00995779
162,-0.012548208,-0.39310896,-0.13706188,0.025803566,-0.38798326,-0.29420215,0.24856879,-0.030007243,-0.31305134,0.3037958,-0.06439835,0.6883844,-0.10462497,-0.37030113,0.09947754,0.0392341,0.84894466,-0.1423331,-0.03537518,0.23214078,0.17600882,0.5654677,-0.092997044,-0.21105659,-0.45129454,-0.0320099,0.091169745,-0.23166668,-0.38738716,0.022890855,0.06066318,0.15596014,-0.43719405,-0.19226384,0.2983304,0.020471156,-0.38416964,-0.30500078,0.2701313,-0.09883076
163,-0.124929875,-0.19805932,0.31403714,0.20831716,0.23226947,1.4136169,1.0057353,0.2939024,-0.06845978,-0.3007934,0.095142454,0.343548,-0.33405548,-0.45960933,-0.13185537,-0.5814985,-0.47969335,0.06263095,0.10600373,-0.42299134,-0.46777546,0.40622422,-0.09928048,0.049527764,-0.27520093,-0.7505878,-0.06916964,-0.15569347,0.6965902,1.1253495,0.27590787,0.6286132,0.14977276,-0.3935138,-0.077650905,-0.2848578,0.16237026,-0.13068375,0.043431878,0.001369834
164,-0.46742135,0.27866858,-0.23482615,0.14696795,-0.37718305,-0.09508604,0.23193815,0.073726,-0.058150396,0.15217263,-0.015413135,-0.07199466,0.003907323,-0.08613661,-0.03439194,0.005568385,-0.23943236,-0.22034442,-0.157451,-0.2418114,0.21972609,-0.04692164,0.22294739,-0.14054775,0.13464262,0.07513395,0.16206229,0.14391351,1.4744288,1.6137638,0.39133212,0.73828644,2.7236867,1.8579268,1.733903,0.3729814,-0.38574386,0.25534946,0.18085065,-0.038461745
165,-0.23046595,-0.039821,-0.15591562,0.03472683,2.51828,0.84558797,0.48818904,0.8017059,0.72452515,0.27180728,0.87091285,0.111737,-0.004689425,0.5719477,-0.25128192,-0.13829517,0.058738887,-0.19260752,-0.120379984,0.19111568,-0.35590097,-0.45347798,-0.21425971,-0.14060101,1.2817786,0.63131493,-0.036696643,0.32871917,-0.56503683,-0.52816236,0.2970003,0.477586,0.5046467,-0.16786566,0.30111307,-0.30409548,-0.1251882,0.2505982,-0.50351816,-0.3596188
166,-0.22380179,-0.09415573,0.114566624,-0.22572854,0.035603106,-0.31373847,0.065274656,-0.09479737,-0.3780441,0.0222556,0.0022649765,-0.12123108,-0.2634906,-0.4330076,-0.101557255,-0.028554618,2.3785198,2.1536767,1.1265913,0.9304727,1.3351679,2.3619537,1.5283017,1.6074743,0.23193848,0.5710962,0.4424107,0.31283188,0.45795894,0.684134,0.26096654,0.2942524,0.10177386,0.33586693,-0.04386598,0.09729558,-0.084536314,-0.11227083,-0.28401545,0.054402947
167,-0.11017159,0.1041878,-0.032677412,0.024757415,-0.033775687,-0.04724908,-0.20634386,-0.11114022,0.04745254,-0.27321666,-0.08535719,0.034602467,0.7337069,0.08692916,0.017245114,0.60010874,-0.08474964,0.054347396,0.35218352,0.050236464,0.25970873,-0.15536636,-0.8361979,-0.43105447,0.19490033,0.07822989,0.23731947,0.9846712,0.124004394,-0.06969243,0.0106827915,0.07641631,-0.034172386,0.15522663,0.29706177,-0.8635398,0.97963405,-0.17796898,0.89385575,0.01672864
168,0.181806,-0.038506836,0.61193347,0.47574717,-0.16362046,-0.24701643,-0.08119775,0.33161238,0.25017926,0.37231517,0.23551172,-0.43819755,-0.9873361,0.3110393,-0.2918322,-0.23592916,-0.064601935,0.29148653,-0.5651637,0.016322352,-0.06495726,-0.3210207,0.16532904,0.38206738,-0.22018155,0.106174976,0.036650874,-0.11419797,0.04775828,0.40892026,-0.26569012,0.5669204,-0.17192434,-0.022996873,-0.15229255,0.2901545,-0.0031327903,-0.13730806,0.12991177,0.0059814304
169,0.19706178,-0.22051607,-0.34165037,0.760355,0.08723557,-0.2421894,-0.31884927,0.31466937,0.9268304,-0.0719676,0.2081897,-0.09699148,0.13223588,-3.299117e-05,-0.22483578,-0.0440138,-0.08143732,0.24260938,0.043783695,-0.23524025,-0.0369021,-0.04028272,-0.027828693,0.25722593,0.17469598,-0.10542339,0.14133856,-0.19833046,0.33073604,0.2915272,0.19319685,0.048389196,0.3041802,0.5105063,0.56224346,0.11595057,-0.099522784,-0.08984777,0.06378329,0.25411972
170,-0.47596112,0.044552393,-0.41335738,-0.024354637,0.25525564,-0.5106294,-0.30333388,0.09041512,0.18320237,0.3116185,0.100043416,0.2688241,0.61035967,-0.31947726,0.13266866,0.07077247,0.08536965,-0.19826037,0.30177784,0.031046987,-0.388073,-0.41633376,-0.2243881,-0.07768196,0.6355505,-0.39055753,0.29094252,0.35152826,-0.21261072,-0.05645603,-0.34958526,0.12985158,0.33291414,0.056266733,0.37751406,0.28978068,-0.04040444,-0.14592123,0.019909412,0.0011718273
171,-0.14425552,0.17146444,0.011530101,-0.0011879206,-0.086380005,-0.36364847,0.2751069,0.14410865,0.19990796,-0.31550935,-0.07254857,0.18025756,0.06283784,0.027625263,0.09024185,-0.2755971,-0.0041871667,0.20278859,-0.15999636,0.21862257,-0.09390384,-0.052897125,-0.58033454,-0.24455214,0.10225618,-0.43274036,0.09386963,-0.3949616,-0.23005664,-0.18299222,0.23598373,0.21845835,0.0379892,-0.26957297,-0.09854564,-0.05704236,-0.03629619,0.08925852,0.1643529,0.12963694
172,-0.3524242,-0.15860677,-0.07826856,0.33819333,0.614679,0.14833051,-0.14645243,0.14416544,0.3507054,0.26576155,0.80751455,0.88645303,0.19631019,0.34368485,-0.20488998,-0.30884957,-0.5617609,-0.18444276,-0.43339372,-0.32776254,-1.0212152,-0.70848846,-0.7996718,-0.93581116,-0.07249868,0.3463763,-0.2506917,-0.04839742,-0.10756272,0.63078743,-0.08047412,0.11825171,0.33843663,0.46181104,0.5713006,-0.2751158,0.1839104,0.33311093,0.36184728,-0.32855737
173,-0.25641286,0.2431103,-0.033002913,0.1633786,0.17079657,0.15398844,0.40325806,-0.15138295,-0.1456427,-0.14285296,0.22401965,0.090251595,-0.017439246,-0.49156135,-0.04189331,-0.22163194,-0.19581771,0.13595164,0.6293547,0.6071111,-0.08120692,0.12652187,0.1043375,0.077214986,0.022538662,-0.1564448,-0.23247045,-0.063218355,0.08635455,-0.20530999,0.40537748,0.033269167,-0.15106356,-0.28125727,-0.142956,0.047644734,0.080489755,0.41960114,0.5688714,0.14146452
174,-0.057108622,-0.4861699,0.23097397,0.3304044,1.132798,1.790837,0.32973188,-0.29851925,0.887015,0.543815,0.74880713,0.12483871,0.60571,-0.031232785,0.39757454,-0.095537744,-0.30149317,-0.6213969,-0.4199615,-0.0070393085,-0.15490496,-0.18949571,0.07519162,0.18206984,1.4515148,0.8746315,0.28588063,0.48513195,-0.28002495,0.16571048,0.009935528,0.35737094,0.027642563,-0.28709817,0.6294628,-0.08072813,0.08842787,-0.16719192,0.073786095,-0.22439831
175,-0.6998401,0.10052064,0.0022696257,-0.39531133,-0.08182567,-0.19859056,-0.3209268,-0.5430845,-0.61367273,-0.21452615,-0.32169634,-0.06999755,-0.08217768,-0.41997668,-0.25084224,-0.2358503,-0.13650502,1.0298189,0.60459477,0.30219418,0.7553651,0.052680254,0.5531761,0.39454436,-0.59926516,1.4748905,0.1855816,0.2622304,0.5921671,0.008641332,0.21473384,0.3729143,-0.016711988,-0.480036,0.2516448,-0.47182655,0.43417075,0.67743003,0.31737858,0.065686226
176,0.24091241,0.06751037,0.044664063,0.24467438,-0.21664481,-0.29459274,-0.37575638,-0.21305129,-0.15635383,-0.22446099,0.071798384,0.030299932,0.16700304,0.1795978,0.16695514,0.016009629,-0.37002572,0.0069378763,-0.17052037,0.263161,0.057016872,0.013345189,-0.4136239,-0.17821395,0.009995222,0.0774863,0.17584953,0.08037874,0.2117733,0.094896875,0.24184114,-0.4252192,-0.3725207,0.28648543,-0.07939431,-0.25359482,-0.42171198,0.1874167,0.46346626,0.18803206
177,4.588564,-0.031442925,-0.06988028,-0.11376983,0.004322171,-0.17608741,-0.08748925,0.34771672,-0.95182925,0.05619538,0.078160316,0.17100391,0.22284722,0.065776594,-0.3446955,0.055060208,-0.03104499,0.4712205,0.02164948,0.009701312,-0.017169476,-0.3754396,-0.09366968,0.23099244,0.097506195,-0.051083356,0.11417118,0.03440848,-0.02501005,0.060428128,-0.4631909,-0.05564314,-0.00095671415,-0.020562202,0.11295459,-0.081406474,-0.4276301,-0.09319705,-0.13562125,-0.22715631
178,-0.24086912,0.10353172,0.040806115,-0.22187246,0.72949004,0.014610048,-0.06470588,0.036235034,-0.10822378,0.27965546,0.07281846,0.0026635528,-0.42855507,-0.4960456,0.10299045,-0.057087243,2.3837297,1.5027217,0.8893089,0.734946,0.21179247,1.3464983,0.9405135,0.4579134,-0.57381344,-0.07599878,-0.047958843,-0.04020375,-0.025245667,0.06253469,-0.051376402,0.056569695,-0.18003242,-0.08213204,-0.099060535,-0.06576854,-0.0766834,-0.09891307,-0.23775163,-0.11496377
179,-0.40683973,-0.0055607706,0.21132208,-0.08779323,0.13302064,0.4908228,-0.21665366,-0.0031613708,-0.7438801,-0.37172806,0.1032798,-0.038619697,-0.006318666,-0.17584589,0.11216134,-0.11891657,1.8886247,2.0697405,0.9117312,0.4769709,0.6321478,1.5169673,1.3936396,0.9193784,-0.26071286,-0.2546759,-0.060296655,0.04251349,0.53043234,0.34061778,-0.030813932,0.038972914,0.11773428,0.15501615,-0.29475784,-0.071376085,-0.62218624,-0.035083815,-0.2335102,-0.062995195
180,0.08938667,0.8350665,0.5735489,-0.19345367,0.007415008,-0.48599243,-0.5300236,0.72505724,-0.22995055,0.88717836,-0.2521788,0.029964566,-0.18641977,1.0460393,0.10010126,0.3439567,0.7425608,1.0114616,1.3667119,0.2761012,0.4459188,1.2455487,0.3141611,0.29742956,-0.2806815,-0.24718446,0.23244649,-0.13158143,-0.06921856,-0.39958045,-0.3523987,-0.19593953,0.32063925,-0.046232864,-0.3373177,0.11506915,0.5797105,-0.80193895,0.036837034,-0.12465513
181,-0.53680265,0.35101745,0.3777157,0.41350055,-0.31212425,0.346263,-0.27231464,0.004738927,0.3794482,0.29613432,0.19067574,0.5623802,0.36996076,-0.5379947,0.3069847,0.018217534,-0.15298761,-0.063012734,-0.56069714,-0.41717198,0.13126698,0.112222135,0.03255385,0.050901532,0.16979313,0.25642884,0.40962315,0.095455825,0.19736004,-0.24660563,0.14515197,-0.16617918,0.28893793,-0.1566174,0.14809224,0.16073558,-1.1842366,2.1365561,0.34567556,0.62722814
182,-0.09185684,0.51920074,-0.020096198,-0.008275628,-0.31883436,-0.28306884,0.0076781213,0.41323674,0.25395292,0.17631441,-0.46978673,-0.24158245,0.106736846,0.25475365,0.046466403,0.13768056,-0.1860761,-0.5887617,-0.20977616,0.10578179,0.25135446,0.062480927,-0.43208754,0.13205305,-0.47075874,0.2613641,0.13564396,-0.04135555,0.9025819,0.13904202,0.47004774,0.21800047,2.771902,1.240318,0.7922119,0.22905526,0.3356192,0.022693723,-0.06805259,0.15286368
183,-0.3739363,0.07100546,0.30409074,0.29517955,-0.29827386,0.165012,0.028562248,-0.058151126,-0.7770778,-0.28536767,-0.07577515,-0.012903094,0.8315004,-0.6933172,-0.6212961,-0.3943845,-1.2519556,-0.1992364,-0.09821844,-1.3051568,0.066911854,0.5606945,-0.042367816,0.8814444,0.098557144,-0.23357034,0.047824025,0.16637242,0.73567754,-0.06132394,0.014262497,0.20595247,0.5900573,0.09946437,0.39841083,-0.22191268,-0.1458273,-0.12853968,0.0408751,0.117024004
184,0.6078478,0.2144512,-0.18214634,0.052030683,0.30232298,0.24881765,-0.13384643,-0.15774533,-0.13766003,-0.89954036,0.090434834,-0.14359003,0.1782906,0.19702846,-0.1664894,-0.4440143,-0.12514563,0.51296794,-0.84268665,0.35122323,-0.036908254,-0.16923289,0.08337337,-0.5487448,-0.17839375,0.1314556,-0.2687737,0.3491227,-0.4373126,-0.26402232,-0.763466,0.8158854,-0.6007107,-0.50822043,0.1721648,-0.5865664,0.13516077,-0.07663506,0.43634814,0.37368944
185,0.10317159,0.24383314,0.002159357,-0.2350066,-0.0043182373,0.17428046,0.2489633,0.37713957,-0.39396417,-0.35224754,-0.045033336,0.03235483,0.15486705,-0.1300908,-0.4247865,0.018723577,-0.97953916,0.15045354,0.05855179,0.015963495,-0.14766753,-0.08833909,-0.17432556,0.07336587,0.19546251,-0.025306225,0.1598683,-0.0057533383,0.35796747,-0.42401838,-0.327446,0.04429096,0.5293457,-0.276468,-0.103116155,0.1598525,-0.3316517,0.1128847,0.20432365,-0.083336234
186,-0.034294337,-0.13866353,-0.1895926,-0.09277442,-1.2947962,0.019898593,0.8311585,0.18524516,0.019206658,0.22975194,0.42553654,0.51493496,0.40116563,0.404063,0.058559626,-0.19538033,-0.2804432,-0.024372697,-0.039015293,0.106107146,-0.1710088,-0.01821421,-0.20741355,-0.3847022,0.61635864,0.90608644,0.52041286,0.38217103,0.44358483,0.7132567,0.22449476,0.1751858,2.8995283,1.1575205,1.4364955,0.46686107,0.16508198,-0.034917474,0.3730839,-0.0964061
187,0.12431553,0.5599599,0.12815714,0.20561999,-0.09688146,0.16945392,-0.49559563,0.066891074,0.16242564,0.49420458,-0.2518194,0.1818487,0.75095063,-0.20707199,0.17035608,-0.07159418,-0.40811914,0.24103525,0.051754653,-0.42361534,0.1738698,0.34269452,0.47802082,0.1767784,-0.35452294,-0.19535023,0.17562687,-0.12179285,-0.09705341,-0.6284592,-0.26128158,-0.08308011,-0.12661922,0.1751476,0.25433666,-0.20238385,0.22390464,0.7106843,-0.027640253,-0.08244166
188,-1.5240448,0.13680436,0.14043775,-0.0021503419,0.07177777,-0.95227253,0.17355779,-1.3034592,-0.10624033,-0.002203852,0.14730674,0.21810603,0.129216,1.9671092,0.57919264,-0.048040926,1.2366182,0.4835074,0.03934282,0.6430721,0.37560773,0.16678342,0.28040153,-0.13194433,0.19247752,0.0669387,0.06141287,-0.1277386,0.32067633,-0.107513934,-0.2258705,-0.42088848,-0.6248591,-0.2060381,-0.093075044,-0.21762764,0.23503378,-0.0302836,0.014968842,-0.07344192
189,-0.2519018,0.16402572,-0.4845254,0.36087865,0.66024196,-0.2939732,-0.037665516,0.015599057,0.0930841,0.22455007,0.02924323,-0.13605748,-0.7612078,0.429355,-0.5364848,-0.5589148,0.18559206,-0.14911854,-0.37229457,-0.54182726,0.0755582,-0.36283097,0.16919021,0.59826297,-0.086649835,0.02859044,-0.3992343,-0.12746954,0.42161456,-0.22965926,-0.122457415,0.9828078,0.22837475,0.3868467,3.5341268,0.3908585,0.67416793,0.0018702745,0.39136133,-0.023333073
190,0.043792605,0.58996797,0.8167452,0.057695977,0.0022980869,0.07563597,0.35936332,0.47441614,0.5915802,0.23575991,-0.16097215,0.24465546,0.6888246,-0.11640456,0.14255568,-0.47416556,-0.11142722,-0.17575923,-0.43508935,-0.72117925,-0.6230157,-0.20128714,-0.88306284,-0.49467126,0.7039597,0.035340607,-0.22460541,0.31493297,-0.24874319,-0.123759136,-0.28425333,-0.36641198,0.06413321,-0.35816061,-0.47288942,-0.119865805,0.16640274,-0.18979916,-0.07602386,0.11541924
191,0.41335386,0.45956382,0.064875364,-0.41017514,-0.30363816,-0.24431598,-0.5863687,-0.108189225,-0.18119514,-0.070304126,-0.08493626,0.13040996,0.3492595,-0.53360665,0.051855184,-0.48898596,0.16073608,0.45834512,-0.419311,-0.6320639,-0.24592608,0.2570048,-0.39049256,-0.19400668,-0.011965677,-0.0070044845,0.24485521,0.004398346,-0.14407468,-0.085692436,-0.037501007,-0.35823113,0.47186005,-0.1591245,0.4753066,-0.24391979,0.60717416,0.49273962,-0.3012956,-0.06677407
