,2h(-7),2h(-7),ma(-7),ma(-7),2h(-7)+ma(-7),2h(-7)+ma(-7),2h(-5),2h(-5),1o3ol(-5),1o3ol(-5),2h(-5)+1o3ol(-5),2h(-5)+1o3ol(-5),ea(-5),ea(-5),eb(-5),eb(-5),ea(-5)+eb(-5),ea(-5)+eb(-5),PFO,PFO,air,air
241,-0.08072513,0.24336135,-0.20428127,0.6853627,-0.07053596,0.14433762,0.12046546,0.28389242,0.02730155,0.47578585,-0.15888327,-0.96725833,0.088951886,0.0206943,0.46387556,1.1953006,0.090025336,0.08018306,-0.027939223,0.39017296,-0.024370551,-0.08352321
242,0.18140215,0.5388968,-0.008307636,0.22468844,-0.04869008,-0.22773212,0.06451845,0.65807825,0.040702045,0.49180806,-0.018113673,0.09811532,-0.081290126,-0.2674218,0.011100709,0.5030016,-0.10144162,-0.106120385,0.10040116,-0.0033664703,-0.023746014,0.34460014
243,-0.020592093,-0.02665943,0.32022724,0.28002948,0.3960824,0.15290102,0.10001385,-0.15469372,-0.032075524,-0.37551075,-0.096675515,0.43374777,0.23493469,-0.18922198,0.032902718,-0.18564375,-0.054081857,-0.05147481,0.2743201,0.28575748,-0.028279841,-0.16260898
244,-0.4360717,0.25485942,0.12682676,-0.20933017,-0.27680278,-0.18196827,-0.27059639,-0.6404623,0.20392558,-0.1494483,0.16221921,-0.18095708,-0.18185228,0.11639768,0.21717748,0.00559178,0.08713853,-0.25863123,0.17871377,0.56309676,-0.21473575,-0.27294862
245,-0.11412713,-0.11340773,0.2561385,0.20332468,-0.317217,-0.15436548,0.19865775,0.7560499,0.08095747,-0.27480626,0.049678206,-0.27553037,0.16891196,-0.34415138,0.122462094,-0.20775616,1.6911047,0.41482633,0.08713102,0.14394742,0.032503128,0.25023758
246,0.009889692,0.04565096,-0.06432104,0.68465614,0.04453355,-0.17348123,0.12033689,0.46741772,0.80296624,0.45704532,0.5912354,1.0882396,-0.16930526,-0.065179706,-0.025721952,-0.76134545,-0.06997472,-0.21810484,0.02023369,-0.05869186,0.15998006,0.75460804
247,0.08611959,0.2975916,0.22219196,1.457996,0.30927247,-0.14845538,-0.30721116,-0.16505086,0.50468624,-0.20660676,0.32318923,0.3751377,0.14220019,-0.034178555,0.55196536,-0.34157312,0.35949713,-0.2056839,0.224509,-0.010445118,-0.20281118,-0.0033149123
248,0.90920126,0.99406403,0.1016593,0.15122601,0.3494116,-0.08455366,0.16592276,-0.24367726,0.7617855,1.2305832,-0.054652184,-0.14262533,-0.18796055,-0.63781714,0.14919776,0.74515426,0.7591244,0.1560489,0.043026417,0.10330081,0.19002229,-0.19195136
249,0.0072375536,0.56622016,0.031439424,0.20582438,-0.34472048,-0.08779697,0.17035317,0.17229919,0.106113136,0.058713436,-0.06748527,-0.17716856,-0.02988863,0.056050986,0.16685635,0.08997309,-0.14474025,0.06809769,0.06301582,-0.47171354,0.0059183836,0.020290673
250,0.807153,-0.23331898,0.7638093,1.1113677,0.046588726,0.51605177,0.5518438,-0.03572333,-0.113713264,-0.038074613,-0.18426916,-0.2675453,-0.088834494,0.18101242,0.39327252,0.14705038,0.76789236,-0.103227675,-0.2835037,0.13420445,0.59783757,0.7910149
251,0.2016111,0.06797439,0.020494044,0.4953925,0.03920251,-0.18801403,-0.20458049,0.09410125,-0.14651173,0.16871259,0.44011962,-0.8330328,-0.029662043,0.05679691,-0.09931424,0.112223566,0.23095733,0.023014784,-0.094107315,-0.18158197,0.05886361,-0.019781709
252,0.486115,-0.036438167,-0.022238344,0.527686,-0.20205644,0.1830689,0.4849156,0.039425522,-0.013840914,0.1311283,-0.43517703,-0.3946998,0.44118267,-0.10698656,0.25037992,0.29003495,0.32236594,0.079976276,-0.18229493,0.07098794,0.3286356,1.0692202
253,0.1448102,0.0608418,-0.14361769,0.2731221,-0.19995737,-0.09744933,0.28186214,0.16096199,-0.16841435,-0.1946044,-0.0717895,-0.041324556,0.12478018,0.07982346,-0.08518976,-0.059866786,0.12859848,-0.3740536,0.336053,0.10259628,0.61050916,0.30626574
254,0.38112837,-0.5794297,-0.12665053,0.24594033,0.41554958,-0.4630731,0.05743569,0.3046449,-0.10373503,0.4591805,0.55327237,-0.19433615,-0.12178706,-0.14850447,-0.13384342,0.0578911,0.13907409,0.2637087,0.4276271,-0.25204867,0.118349284,-0.1561445
255,-0.1315918,-0.007919662,0.066218734,0.1260685,0.0420354,-0.35444537,0.008791864,0.9661721,0.7623931,1.2364278,0.9212035,1.5283831,-0.0774793,-0.20110697,-0.022904873,-0.1627894,-0.087675214,-0.24848345,0.00641346,0.26757967,-0.035583436,-0.29725087
256,0.04635656,-0.09449197,-1.0631474,-0.782929,0.06346984,1.7149062,0.49653432,0.7180693,-0.0046467185,0.1725666,-0.6901859,0.34062886,0.12692648,0.22825044,-0.18996626,0.040753186,-0.28500652,-0.56464195,-0.11884311,-0.1789915,1.0247175,-0.009018779
257,-0.16425031,0.17223719,0.10977632,0.00056648254,0.22753781,-0.41142762,0.7499366,0.38327783,0.51947665,0.31851506,-0.12170372,0.06563747,-0.09735644,0.19788855,-0.04735616,-0.010743022,0.08562982,0.012220979,0.08273828,-0.022102952,0.049072042,0.16133058
258,-0.03910935,0.9645759,0.0044549108,0.21947902,0.014365613,0.25636664,-0.032311082,0.22026294,0.01782304,-0.30418944,-0.00053179264,0.12960705,0.02483344,-0.13006122,-0.05382383,0.12942827,0.011754274,-0.04995039,0.032544613,0.49015546,0.046068072,0.10472276
259,-0.17855436,-0.057897747,-0.27270502,-0.07607281,-0.11382276,0.030634373,0.24979246,0.14829811,0.09764439,0.30634117,-0.17720652,-0.14574483,0.3452626,0.4856705,-0.20317301,0.16353357,-0.43569267,0.36012542,-0.019085854,-0.34196323,0.07098621,-0.19714147
260,-0.1615035,-0.08355257,0.2953303,0.49239033,0.1998393,1.0275717,-0.12862861,0.13343954,0.26045126,0.44344893,0.21507055,-0.74412405,0.16949809,-0.19867486,0.1567389,-0.35531425,-0.3537616,-0.7966876,0.22725886,-0.009440839,-0.2464531,-0.09425467
261,0.002187848,-0.13544327,-0.14438121,-0.4331693,0.7117399,0.009118319,0.027061671,0.4709502,-0.4235781,0.03284371,0.222098,0.18030106,0.6236128,0.47366166,0.19772375,-0.11682746,0.22874667,0.129305,-0.120890915,0.30679804,-0.20362735,0.01715079
262,-0.018574059,-0.35663262,-0.1361894,0.27348605,0.0627439,-0.034306422,0.1878475,0.3707608,0.069437444,-0.8802279,-0.31267065,0.17941989,-0.21556216,-0.37019455,-0.17115033,0.0890851,-0.17073804,-0.52047366,0.3661492,-0.19024359,0.20059404,-0.2568716
263,-0.045367718,-0.07847777,0.009050727,-0.56075966,0.37662056,-0.16048491,-0.5032409,0.030077517,-0.06302145,0.044884294,-0.55315584,-0.16821283,2.0723739,3.0071807,-0.20346534,0.19609906,1.0041575,-0.14325935,-0.21347642,-0.120196134,0.671327,-0.15270743
264,-0.03278148,-0.34715652,-0.013369858,0.17336385,-0.68762636,0.012613237,-0.07437718,0.16014257,-0.09183049,-0.042170048,-0.1271067,-0.08846429,-0.017514884,-0.027614087,-0.020222068,0.16064477,-0.01584196,-0.06372413,0.029500902,0.09800118,0.03643471,-0.10135543
265,-0.15835842,-0.02799958,0.20193964,0.023832858,0.3057438,-0.051302552,0.2712689,0.35073775,0.32050318,-0.23159696,0.34211445,0.7924943,0.20398039,-0.22919011,-0.18417734,-0.60483104,0.38929895,0.59292376,0.114690125,0.08464998,0.2048716,0.5126199
266,0.1367243,-0.2176764,0.40052462,1.8531443,0.59407413,-0.005839981,-0.1152128,-0.095643684,-0.07459867,-0.28110528,0.0910666,-0.3661868,0.09586191,0.018492974,-0.004721582,0.6025374,0.049038053,0.1547513,0.2018351,0.0349842,0.1755547,0.08390163
267,0.27794158,-0.6489755,-0.21120511,0.5063438,0.17810246,-0.12046042,0.29059917,0.21834838,0.120646894,-0.05230832,0.38596573,0.18880005,1.4402597,1.1921864,0.06509483,-0.07579458,0.5211458,0.32902798,0.05582291,-0.02334559,-0.19988474,-0.41497645
268,-0.029018283,-0.88909364,-0.01650101,-0.06143084,-0.03207749,0.032556295,0.022622257,0.08835819,-0.050612003,0.9058757,-0.010961205,-0.05004531,-0.03518489,-0.019290328,-0.0024968982,0.6155132,0.014754087,0.03448695,0.010620564,-0.09281993,0.06447214,0.11202112
269,-0.07025272,-0.36124837,0.44283658,0.48686966,0.1774193,0.6071821,0.5396857,0.061192155,-0.13361341,-0.1575039,0.14131927,-0.26779228,0.21443892,0.4333702,0.03325802,-0.20468432,0.14663327,0.44160306,0.13409826,0.36101043,0.08690983,0.19634447
270,0.2468934,-0.08603276,-0.37623268,1.1389066,0.5145786,0.16628538,-0.056535184,-0.023717642,2.2200446,0.37995878,-0.014512479,-0.4996453,0.08469814,0.18825433,0.6248901,-0.037391365,-0.03325838,-0.21935344,0.15901107,0.20234779,0.5770082,0.26422516
271,0.09723675,-0.050935864,0.063831076,-0.25919795,0.30301142,-0.13196081,0.15607007,0.035349846,0.17224169,-0.07265377,-0.08589637,-0.0043589473,-0.19760776,-0.1066963,-0.124438465,-0.04190159,0.20375502,-0.12475431,-0.050745964,0.11861122,-0.16149986,0.1023252
272,-0.16127515,0.012499511,0.037890077,0.14699113,0.083308816,-0.27263394,0.1383093,1.2127645,1.9446208,0.37415558,0.5624463,0.57805663,-0.03828484,-0.3880247,-0.32959735,-0.23386502,-0.09990096,-0.016421676,0.02724588,0.07761881,0.10632306,0.2922846
273,0.0585171,-0.612638,-0.013101727,0.12023853,-0.0137940645,0.06817868,0.05723554,0.06436451,0.005405724,0.2878511,0.02438733,-0.0368194,-0.014532328,-0.01290822,-0.0046066344,1.2904735,0.19205779,0.05673383,-0.04155332,-0.20085877,0.0074965954,0.0042262673
274,-0.054195344,0.15001178,-0.13454896,0.36240643,-0.0010955334,-0.24973834,0.083480835,0.072852075,-0.27833593,0.12001628,-0.13614766,-0.027289212,0.022758067,0.35398388,-0.063825145,0.29402524,0.6418762,0.49897748,-0.39989582,0.011060238,-0.03394735,-0.68393356
275,0.09108454,0.18158603,0.22351539,0.18349124,-0.2969854,0.061525553,-0.075642824,-0.2754585,-0.14433795,-0.64892316,0.18103713,-0.3639036,-0.0437088,0.24713528,0.6156613,-0.08656764,0.053635,0.11919853,0.27133632,0.8474631,0.34284082,-0.13965103
276,0.2787572,-0.022861004,-0.011596084,-0.13000745,0.22257417,-0.24684745,-0.16148603,-0.046084404,-0.2659055,0.06959307,0.27867943,-0.11627048,0.34180397,0.03642437,0.19344771,0.06392515,1.7638588,0.2263751,0.20229793,0.23578912,-0.29316744,-0.19084433
277,0.38569677,-0.084581375,0.23820844,0.109263845,-0.32331523,0.2301544,-0.37590387,0.28097373,-0.17438024,-0.37961096,-0.042432785,0.08189497,0.2541823,0.35744026,-0.12044966,0.4492358,0.8289709,-0.19708788,0.29044417,0.24726999,0.028380334,0.1259483
278,-0.04911512,-0.2454809,-0.040723443,0.024813384,-0.035252213,0.027155176,0.019176662,0.091144174,0.04790327,0.11320162,0.081249475,0.22658552,-0.050634623,-0.051873878,-0.12956595,0.15441799,0.043669403,0.036187768,0.043121964,-0.008282721,-0.016669273,-0.093467124
279,0.30619997,0.08402097,0.30265942,0.042261146,0.16952425,-0.1266303,0.17733866,-0.45733464,0.20569503,0.025807813,0.07539216,0.045804262,0.058053255,0.6562413,-0.07245773,-0.32042512,-0.36915162,0.13041222,-0.1306321,0.5021201,-0.015411556,0.074896246
280,-0.10377896,0.30112892,0.22407803,0.20438637,0.014418244,-0.17363933,0.17054752,-0.34109175,-0.13272774,-1.1070516,0.0041235685,-0.29985732,0.626367,0.1472221,0.08338517,0.56487554,0.22612906,0.5341073,-0.13380699,-0.23716533,0.043510795,-0.01093325
281,0.15029883,0.37436074,-0.02449584,0.14733422,0.1237911,-0.22336763,0.15629101,0.05728145,-0.04827732,-0.1512157,-0.00076931715,-0.2159673,0.32449508,0.1929489,-0.0525831,-0.26137507,0.20849681,0.39540505,-0.005114168,0.5325129,-0.25597036,-0.18947147
282,-0.005592853,-0.71327305,0.012296438,-0.075837195,-0.032999933,0.021872342,0.02192083,-0.039878666,0.11751416,0.18296885,-0.018896848,0.05332139,-0.038236737,0.007253647,0.0670363,0.50452447,-0.010990769,-0.036107004,0.06318846,-0.06489438,0.010861367,-0.1128571
283,0.07846993,-0.05685246,0.06380126,0.10276869,-0.15482092,0.24742779,0.022983134,1.2695677,-0.008044779,0.025417969,-0.18362612,0.16572075,-0.1509971,0.005136449,-0.038220823,-0.77027583,0.28400826,-0.023431063,0.20311964,0.1463984,0.06461096,0.013629355
284,0.02097714,0.013309777,0.09221548,0.026414692,-0.061611056,-0.2837869,-6.520748e-05,1.121233,-0.09796113,-0.2124208,-0.10503277,0.0020574927,-0.09472889,0.29887456,0.11848712,-0.95178294,-0.05669886,-0.28764462,-0.039948076,0.0005275607,-0.067444384,0.11489621
285,0.26646894,0.006231487,-0.65500736,0.30053973,0.029101402,-0.83913124,0.017723382,0.68562484,0.10017687,0.1044153,-0.034870982,-0.28208837,0.3741992,0.46217942,-0.041823328,-0.18979132,0.15428132,-0.0369984,0.0790382,0.23984063,0.030106306,0.109207466
286,-0.016123831,0.21114683,-0.29316613,0.130515,-0.003001392,0.03165105,-0.046839148,0.40432635,-0.46557003,-0.3802055,0.32471883,0.3804415,0.31698304,0.14992896,0.003884375,0.32544684,0.43884236,0.23259664,0.21587491,0.07817209,0.062331438,-0.05242592
287,0.70141137,-0.78202546,1.5436003,0.8130177,1.995883,0.40023065,-0.40527156,-0.26392308,0.5652113,0.34066284,-0.53350884,-0.23930055,-0.61488676,-0.37688363,0.27281058,-0.26141393,0.040958747,0.31127825,0.4556064,1.3925244,0.046416104,0.059718102
288,-0.039049268,-0.033700585,0.35749993,0.3143915,0.24680948,0.0043688864,-0.28356,0.104477644,0.41307244,0.34504914,0.16526444,0.60475326,-0.2575619,-0.25008315,0.13513744,0.12818074,-0.080061376,-0.124036,0.12713474,0.1130978,0.081900805,-0.152225
289,-0.0360111,0.047302157,-0.22936636,0.25816923,-0.11824596,-0.41813368,-0.03151232,0.23420748,0.6005704,0.08275887,0.03538546,1.1117061,0.23036766,-0.13877177,0.09927523,-0.45697764,-0.053913713,-0.13497648,0.022163168,0.18856797,0.007500589,-0.60219276
290,-0.6171067,-0.16677018,-0.20335896,-0.26356924,-0.008608222,0.01769812,-0.30328286,0.07798672,4.8267317,0.8641507,2.2643597,3.3285284,0.11994479,-0.36877868,-0.07990588,-0.21528712,0.09005159,-0.07397471,0.087485224,-0.06464711,-0.067453414,0.2805422
291,-0.22383732,-0.13418484,0.11676073,-0.20131716,-0.038372517,0.0151712,0.015181899,0.14301126,0.3476047,0.25514245,0.3727839,1.0550358,-0.04952264,-0.07630491,-0.034327388,1.0282007,-0.26858985,0.2422759,-0.05801457,-0.037685663,0.22874862,0.02375773
292,0.2065134,0.64112514,-0.32692242,0.17569888,0.30137056,0.26518768,0.58700633,-0.1022501,-0.045820117,-0.21562189,-0.59363246,-0.14156327,1.033861,0.9865251,0.3477627,0.6225263,0.12802774,0.43956226,0.06609553,0.09531891,0.0024977475,-0.042622745
293,-0.10593413,0.23026562,0.06361508,-0.051543653,0.1803689,-0.01680702,0.03306496,-0.40288046,0.03772466,-0.32720947,0.07162082,-0.052445114,-0.121050656,-0.12891698,0.16120198,0.85344034,0.22533303,0.3863004,0.045879364,0.052169085,0.21263996,0.388085
294,-0.36807454,0.16930425,-0.14088368,-0.054671526,-0.3009938,-0.069590196,-0.2690342,0.19379938,1.2963679,0.19250858,1.4705472,1.2575946,-0.3239532,-0.43152568,-0.51159596,0.036265314,0.16047633,-0.27035487,-0.10804826,-0.014971495,0.05060661,0.3781731
295,-0.20045435,0.01732421,-0.08627921,-0.1656202,-0.16491127,0.2881548,0.23676991,0.15978336,0.0206033,0.10624337,-0.221434,-0.22419894,-0.09567839,-0.10503042,0.06266868,-0.7209306,0.21004218,-0.16382211,-0.14442855,-0.08601844,-0.2784136,0.05083537
296,-0.27824953,0.022843122,-0.2380399,-0.025589406,-0.49487257,0.049772322,-0.127204,-0.026301384,-0.25428325,0.039528906,0.015553407,-0.27481198,-0.008398801,0.19226286,0.21655151,0.12693739,0.78810525,0.06490445,0.1996352,0.046802163,-0.019870728,-0.021925718
297,-0.002518952,0.16526875,-0.031718016,0.1651032,-0.026308775,-0.2831267,-0.0015168786,0.03530264,0.0067622066,-0.13949846,-0.025076747,-0.15247095,0.022052526,0.30759335,0.05658549,-0.34050214,-0.043135762,-0.24364579,-0.009760439,0.03833865,0.052061915,0.17062181
298,0.18096638,-0.070634186,-0.12136227,0.15037717,-0.17146283,-0.021165013,-0.20608273,-0.39967418,-0.091157794,-0.22706538,-0.0442335,-0.046402395,-0.021785438,0.0060538054,0.07827732,-0.49316692,0.02497539,-0.3021171,0.023974195,0.00056523085,-0.0032102466,0.035385907
299,-0.3243416,-0.020985067,0.23487186,0.13074356,-0.11594814,0.14761019,0.4464546,-0.7385448,0.1023725,-0.03689003,0.24539484,-0.81751364,0.03248763,0.06618935,-0.35357508,-0.35282516,-0.50148195,-0.2596041,0.17660552,0.022061467,-0.18763977,-0.004124373
300,0.017415762,-0.016133696,-0.19136256,0.03411901,-0.28342235,-0.026667118,-0.041096568,0.48109818,-0.07544136,-0.24172327,0.014923692,0.15513325,0.55779636,1.453141,0.018534422,0.07160449,0.8771254,0.55379766,-0.012726247,-0.10902065,0.025932848,0.06667614
301,-0.022203386,0.6104106,0.035761833,0.010351509,0.036834538,0.037483424,-0.045989722,-0.061520994,0.0064322352,0.04524967,0.053039104,0.0021398664,0.020094097,0.0032514036,0.041038036,-0.0026159883,0.037706897,0.05348426,-0.044619948,0.28087735,-0.06593144,-0.046604946
302,-0.091499686,0.08093274,-0.24567294,0.01852429,0.48008415,-0.086729825,-0.0004092455,-0.6208842,-0.34052408,-0.15109408,-0.071287096,-0.41005176,0.6351489,0.044512987,0.0015615225,-0.09337658,0.6059195,-0.053726733,0.99295807,0.056553006,-0.1883946,-0.33843696
303,-0.0041261315,0.2404092,0.18940264,0.13663706,-0.10760542,0.0159236,-0.31067035,0.077854574,0.07398224,-0.18635988,-0.337931,-0.15921324,-0.2886055,0.07406004,-0.056074202,0.40292814,0.74821794,0.34707624,-0.038596466,1.71402,-0.041348994,0.3284836
304,-0.396482,0.0061199665,-0.18934631,-0.045840204,-0.20443141,-0.11160757,-0.38134575,-0.24873614,0.15420556,0.22257996,0.26795083,-0.030284524,0.4670369,0.49023518,-0.30716285,-0.28748178,0.7124295,0.14063403,0.11820921,-0.06470108,0.057990737,0.09013194
305,-0.40526208,0.043689907,-0.43028885,0.13693859,-0.5625926,-0.07691074,-0.30484164,-0.3393485,-0.95098555,-0.08414531,-0.17072648,-0.287149,-0.51962,0.7191513,0.11953035,-0.18785346,-0.30223775,-0.3598647,0.12250766,0.0824793,0.14224926,0.100382864
306,-0.15274262,0.03588617,-0.16079567,-0.17256248,-0.43334103,-0.4117508,-0.2865944,-0.692905,-1.29638,-0.020025015,-0.009440092,-0.5744214,0.09016825,0.32686073,-0.45529634,-0.4557557,-0.18041429,-0.70703983,0.16063128,-0.27575952,-0.077996016,-0.80238605
307,0.031004071,0.03768778,-0.0664345,0.04069999,-0.09833962,0.206662,0.055362523,0.28209645,0.025194764,0.13592565,0.024553359,0.05724749,0.0755775,0.061035126,-0.015403748,0.67635536,0.08540636,0.021944612,0.010735929,0.03683138,0.06619567,0.0074929893
308,-0.023324907,-0.12456046,-0.14698699,-0.018842697,-0.12058973,-0.21383953,-0.007239878,-0.04492265,0.002815485,-0.36320198,-0.022031844,-0.124767125,0.061244905,0.19525191,0.12231612,0.53322923,-0.088968754,-0.29063952,-0.02313888,0.081278756,0.08017826,0.012903046
309,-0.1635108,0.010586157,-0.11997253,0.26608506,-0.014066935,0.08013153,-0.36264443,-0.053527415,0.37316307,-0.2421477,0.1512624,1.1769516,-0.058431953,-0.3517803,0.119689405,0.019527145,-0.047364473,0.21513043,0.101722136,0.114274114,0.16674769,-0.4246285
310,-0.09306604,-2.0990148,-0.39341766,0.15642852,-0.25234687,-0.08262229,-0.052290946,-0.358473,-0.60700655,0.24442744,-0.10937345,-0.080089256,0.025448225,0.066488385,-0.17015935,-0.26840785,0.1038122,-0.07654202,-0.16212946,-0.3114903,0.40864107,0.20853269
311,0.47582805,-0.31921935,0.6671083,0.23028612,0.35947078,-0.25129437,-0.2212447,-0.13241708,0.17529905,-0.23012474,-0.32928333,-0.6204826,-0.38348943,-0.6285425,-0.08340621,0.20017478,0.51060605,-0.19905984,0.19397748,0.044227242,0.09591645,-0.04016775
312,0.16744325,0.10600656,-0.21952748,-0.07009882,-0.14766565,0.1113255,-0.018075407,0.1809673,0.3694355,-0.27049318,0.25741032,-0.15186006,-0.041843355,-0.6332984,-0.30815643,-0.14709884,-0.18085915,-0.19226864,0.06800711,-0.042800725,0.1125868,0.2691995
313,-0.07363367,-0.08277553,-0.29919255,0.042691827,-0.1619991,-0.3084112,-0.20485176,-0.33659405,0.02555716,0.030973315,-0.13888943,-0.09353882,1.2823076,1.2643023,0.5074761,0.19828808,2.2474577,0.6957435,0.17131269,0.17427492,-0.08714107,-0.008347869
314,-0.14460325,-0.39255685,0.2734322,0.20246702,-0.39844424,-0.07483401,-0.11865789,0.53626466,0.29163617,-0.11974549,-0.010837555,0.18004003,0.45406544,0.10467583,0.09692299,-0.4799292,0.7298366,0.35167807,-0.11292219,-0.019349337,0.04247582,-0.058588404
315,-0.1834746,-0.3708018,0.31882462,0.19035026,-0.3245541,-0.20714563,-0.7092253,-0.8150866,-0.44571686,0.047586143,-0.13055393,0.02184105,-0.097130746,-0.19265223,0.057239324,-0.012115717,0.002111286,0.40451258,-0.20568927,-0.16012979,-0.14898711,0.41087526
316,0.10451141,-0.3142253,-0.04708679,0.1751783,-0.20132601,0.01728195,-0.054161638,-0.018586524,-0.25199646,-0.6012511,-0.23809081,-0.11292559,-0.039232224,-0.047187507,0.004866123,0.005474329,0.23216507,0.013709426,-0.050985575,-0.03600502,-0.040771037,0.09172267
317,-0.13178664,0.17850244,0.1549327,-0.25940764,-0.33173478,0.09928441,-0.19111282,-0.20541215,-0.26343516,-0.11591649,-0.28391337,0.03322941,-0.12434429,-0.082663834,0.79419845,-0.4201129,0.36834347,0.23893893,-0.23310041,-0.14844126,-0.26647288,0.21695012
318,-0.020886838,-0.49814838,-0.052304596,-0.056454778,-0.02657029,-0.10253018,-0.067940354,-0.042554513,-0.051941335,-0.21091485,0.004227847,-0.0065762103,-0.03185892,-0.034540713,-0.03292814,0.39477396,-0.06785855,0.019822747,-0.035677314,0.06092061,0.010601401,0.016974896
319,-0.04835385,-0.24125409,-0.0152058005,0.029547274,-0.037967145,-0.007966608,0.031670094,-0.068550974,-0.1277529,-0.18685937,-0.029795647,-0.03926927,0.06414321,0.08742714,0.05652243,0.8128742,0.09241575,-0.0054936707,0.07560864,0.055131316,0.031784236,0.008062243
320,-0.026170671,0.54892313,0.060130715,-0.07532922,0.019913971,-0.11573514,-0.034361064,-0.4458871,-0.06532717,0.09177968,-0.053165942,0.07089289,-0.08838856,-0.07170155,-0.015021622,0.1764062,0.049639106,-0.372285,-0.024165735,-0.045996428,-0.2461803,-0.029714964
321,0.17430863,-0.26526612,-0.13174915,0.01884228,0.07524413,-0.04784572,-0.023287714,0.10829091,0.0048505664,-0.279266,-0.077432334,-0.062182665,-0.02515763,-0.0044261813,0.096278965,-0.051651716,-0.096425235,-0.21990073,-0.042854667,0.009609282,0.12120265,0.04568748
322,0.14505565,-0.23724598,0.116616786,0.23405614,-0.18903571,1.0953846,0.06829339,0.19623409,-0.0923934,0.7120728,-0.028520584,0.48148084,0.15346777,0.12749648,0.033159286,-0.45386258,0.040740464,0.032940745,0.079364054,0.24936041,0.13280386,0.43850774
323,-0.15140289,0.059603095,0.020820394,0.08004612,-0.49236596,-0.08855975,-0.17693016,-0.37588954,-0.12658346,-0.11281562,-0.081818044,-0.11596656,0.7441925,0.5071837,0.664842,0.15531379,2.1741836,1.6375859,-0.0532957,0.020075738,-0.1001097,0.0949114
324,-0.142236,-0.06404269,0.42946243,0.6218845,1.8034943,0.4224422,-0.09582591,-0.06079632,0.6428311,-0.0035541058,0.4982368,0.47982824,0.56212986,0.30909663,-0.10272503,-0.054757476,0.4485235,0.0118864775,0.12557328,-0.019193172,0.15505767,-0.14498053
325,0.048935354,-0.44105136,0.028064549,0.07369259,0.019061029,0.5957733,0.33337423,0.5979043,0.033181965,0.13282037,0.26357555,0.42944524,-0.03985554,-0.05011058,0.0069883466,0.014991522,-0.21393862,-0.30775672,-0.012394965,-0.03130862,0.033005238,0.10701221
326,0.5297525,0.03160262,-0.069910035,-0.41724724,-0.05413437,-0.052525207,-0.24855962,-0.326263,-0.288459,-0.18631992,-0.021672368,-0.39836055,-0.46964988,-0.41490468,-0.20091131,-0.6604415,-0.53440803,-0.50817084,-0.20641351,0.045015663,0.07730062,-0.085596316
327,-0.025019646,-0.039257884,-0.026566803,0.28334713,0.037136734,-0.116487026,0.0001668334,-0.34257317,0.056719065,-0.12773927,0.032744348,0.3497982,-0.0037339926,-0.031468034,0.026230872,-0.015084535,-0.091540575,-0.14861798,0.10777584,-0.04095441,0.10662812,0.28056574
328,0.4693025,0.29602802,0.35937458,0.5655595,0.2389797,0.037342668,0.040136367,0.6522254,0.11712742,-0.25956824,0.13755259,-0.74197364,0.25801703,0.9579429,-0.17247495,-0.26295573,-0.3012808,-0.17006099,-0.087854564,-0.09481841,-0.07162243,0.023603722
329,0.22255152,0.007228136,-0.082195275,-0.22999048,0.17498958,-0.38664508,-0.08446416,-0.5425112,-0.068110704,0.060652226,-0.108938396,0.1678476,1.046265,1.7211186,0.31758243,0.1929349,1.2020317,0.98360133,-0.029773295,0.016716719,-0.12117243,0.14009558
330,-0.0036348104,0.075369015,-0.12853616,0.37711334,-0.20484483,0.2458862,0.35979864,-0.31577337,0.06904793,-0.0345667,0.050500274,-0.016421422,0.07788199,0.12522209,-0.08735213,-0.3015908,-0.14999807,-0.07464492,-0.19226098,-0.39468163,-0.088073015,-0.06959832
331,0.049688697,-0.40452158,-0.0057470202,0.12784971,0.037102997,0.27840638,0.1526069,0.31427437,0.0056936145,0.02593875,-0.23922817,0.3918643,-0.37353122,-0.41529334,-0.08008176,-0.8155702,-0.3331247,-0.2543589,0.11348922,0.07473956,-0.11479932,-0.24605405
332,-0.5491941,-0.112393975,0.38157102,-0.09371373,0.285367,-0.19514592,0.1889336,0.32367054,-0.24054067,0.24491888,-0.33201468,-0.286733,0.3893736,-0.17445548,-0.29655793,-0.093649775,-0.060743853,-0.1237876,-0.02099666,-0.3874814,-0.6329222,-0.548484
333,-0.07264948,0.09615219,0.69288814,-0.29205734,0.28857198,0.65851283,-1.0825983,-0.5309778,0.5487361,-0.15840125,0.09332472,-0.07223496,0.09636623,-0.18203485,-0.20540208,-0.050854445,-0.65009093,-0.58094925,0.5206951,0.10390639,0.63968724,0.12490103
334,0.33416155,-0.031136632,-0.28639823,-0.11126002,-0.35320976,0.28446174,0.04911214,-0.082947984,-0.060971126,-0.2499888,-0.11399692,-0.05737415,0.22078604,-0.039197564,0.31403062,-0.4013574,-0.66631305,-0.46744514,0.17665476,-0.10750151,0.09336284,0.48206556
335,-0.0037857294,0.4422881,0.29599413,0.22602588,0.0405308,-0.29277945,0.008260667,0.027349174,0.6861487,-0.09765929,0.5594412,0.85811585,1.363982,2.755653,0.15589935,0.18787748,1.5191834,1.5637084,0.026439905,0.14959797,-0.07720852,-0.0030354857
