,2h(-7),2h(-7),ma(-7),ma(-7),2h(-7)+ma(-7),2h(-7)+ma(-7),2h(-5),2h(-5),1o3ol(-5),1o3ol(-5),2h(-5)+1o3ol(-5),2h(-5)+1o3ol(-5),ea(-5),ea(-5),eb(-5),eb(-5),ea(-5)+eb(-5),ea(-5)+eb(-5),PFO,PFO,air,air
12,0.12788531,0.16874816,0.57398576,0.3318643,0.066860914,0.15031083,-0.18579096,0.07162284,0.16455239,0.017063886,-0.2065484,0.052529432,-0.039126754,1.2253913,-0.23152974,0.072877005,-0.062533975,0.03160102,0.19280198,0.15397817,-0.18458423,-0.21501796
13,0.1014179,0.43785942,0.0410271,0.1908822,0.256823,-0.0744912,0.059561193,-0.21166849,0.13885412,-0.7057071,0.045568466,-0.45664656,0.35997722,0.23340964,0.25645238,-0.27996355,0.211788,0.24316475,1.1706555,0.22081637,-0.15634906,-0.10235882
14,0.4361027,-0.219598,0.36018085,0.484493,0.12470323,0.05380559,-0.11288066,-0.0018355846,-0.12851635,0.017775834,-0.5401894,-0.3446151,-0.6295663,-0.37226728,0.34897947,-0.17990056,-0.19426036,-0.18639207,-0.21668646,-0.40302002,-0.14975175,-0.7360706
15,-0.1183058,0.5839559,-0.46345872,0.38622597,-0.30338377,-0.14761555,0.2903561,-0.24728996,-0.009475648,0.24930021,-0.055815317,-0.5474643,0.08613335,0.18639717,-0.3230114,-0.16315097,0.3177837,-0.028979361,-0.07482645,0.10383463,0.187488,0.48274323
16,0.0071823597,-0.09841654,-0.0054480433,0.054475695,0.062123835,0.16743422,-0.011374593,0.22077191,0.011948705,-0.19375946,-0.069883585,-0.066994324,0.045896888,0.16540596,-0.009084046,-0.60162985,-0.05333191,-0.5868577,0.14574234,0.018847287,0.02565533,-0.093883276
17,0.054461956,0.06335664,0.020087719,0.023902357,0.031840563,0.09115735,0.14441288,0.6955049,0.10216701,0.13265347,0.40508997,1.2217528,0.033388197,-0.03548062,-0.012478292,0.49665785,0.010011077,-0.086095095,0.020610094,-0.06552017,0.008969963,-0.27685988
18,0.44581816,-0.029235631,0.50223523,0.73417616,-0.008807778,0.23528129,0.02473411,0.044744074,0.026917398,0.3931437,-0.39027342,-0.57541144,-0.10896039,0.053908646,0.282842,0.034579575,0.044805586,-0.1114887,0.07053356,0.18233028,-0.083304286,0.48227727
19,0.47667253,-0.20967126,0.16246593,-0.1877591,-0.3214637,-0.31826997,0.04753703,0.1124395,-0.7215564,-0.28119066,-0.22213459,-0.4471383,0.043253064,-0.4119333,0.24046654,-0.7460582,0.28206885,-0.46877503,0.38810372,-0.13227245,-0.2528594,0.19309217
20,0.6135989,-0.21398932,-0.7000202,0.051712304,0.08669865,-0.18429494,0.08629936,-0.031188369,-0.17114305,0.08867176,0.038830638,0.52426773,0.010676384,-0.2767316,0.10241704,0.13832805,-0.17602074,-0.11004722,0.0038312227,-0.018934488,0.21748647,-0.51893264
21,-0.06244588,-0.25987995,0.105468154,0.7057232,0.026739776,0.36133426,-0.00019043684,0.8069006,-0.01647842,-0.28579527,-0.05157855,-0.3581423,-0.037644625,0.2887478,0.091038585,-0.38954937,0.06361413,-0.33995783,0.007463813,0.05985731,0.15718174,-0.034514204
22,0.270992,0.33486235,0.22795525,0.19353381,-0.5151814,0.22775087,0.5095262,0.5083282,0.03254941,-0.18681282,0.17445117,-0.091590464,0.029478848,-1.0381435,0.012692392,-0.06387508,0.15879476,-0.42131543,0.36016956,0.06260854,0.50924337,0.7607826
