,odor,percent_cells_responding
0,1o3ol(-5),1.019367991845056
1,2h(-5),1.9877675840978593
2,2h(-5)+1o3ol(-5),3.058103975535168
3,2h(-7),0.509683995922528
4,2h(-7)+ma(-7),2.54841997961264
5,PFO,0.0
6,air,0.05096839959225281
7,ea(-5),6.3710499490316
8,ea(-5)+eb(-5),4.791029561671763
9,eb(-5),0.764525993883792
10,ma(-7),1.27420998980632
11,2h(-7)+ma(-7)_predicted,1.7329255861365953
12,ea(-5)+eb(-5)_predicted,6.8807339449541285
13,2h(-5)+1o3ol(-5)_predicted,2.803261977573904
