,2h(-7),2h(-7),2h(-7),2h(-7),ma(-7),ma(-7),ma(-7),ma(-7),2h(-7)+ma(-7),2h(-7)+ma(-7),2h(-7)+ma(-7),2h(-7)+ma(-7),1o3ol(-5),1o3ol(-5),1o3ol(-5),1o3ol(-5),2h(-7)+1o3ol(-5),2h(-7)+1o3ol(-5),2h(-7)+1o3ol(-5),2h(-7)+1o3ol(-5),ea(-7),ea(-7),ea(-7),ea(-7),eb(-7),eb(-7),eb(-7),eb(-7),ea(-7)+eb(-7),ea(-7)+eb(-7),ea(-7)+eb(-7),ea(-7)+eb(-7),ea(-5),ea(-5),ea(-5),ea(-5),eb(-5),eb(-5),eb(-5),eb(-5),ea(-5)+eb(-5),ea(-5)+eb(-5),ea(-5)+eb(-5),ea(-5)+eb(-5),PFO,PFO,PFO,PFO
83,-0.27254337,0.079074696,-0.1198048,-0.4646182,-0.29883957,0.042139426,-0.09193644,-0.6209162,-0.053432822,-0.4211903,-0.07659398,0.4950494,0.45912126,-0.24056686,-0.09772192,0.008979982,-0.03559971,-0.22949794,0.0701727,-0.22381961,0.3673632,0.7656424,0.06862059,-0.029651135,0.2865948,0.4363967,0.14779916,-0.2895938,0.6167053,0.9325922,0.72775733,0.09151909,1.5218134,0.30028528,-0.20177893,1.9044871,0.05087173,3.8871617,2.320697,0.6049964,0.6023065,2.1576483,0.36525133,0.049089044,0.10677956,0.3045619,0.07297224,-0.5787025
84,0.2649957,0.005164027,0.46366745,0.5977436,-0.23352277,0.13363075,0.64239335,-0.0757387,0.086972415,0.06441772,-0.4936454,-0.1437104,0.13704172,-0.4044554,0.40494436,0.26028344,-0.48684478,0.1240006,0.57796264,0.008270033,0.060967803,0.11774963,0.0030551255,0.05754137,0.11634624,0.13364322,0.20754406,-0.13432927,0.42135745,0.3638783,0.31490576,0.2070805,0.25008202,-0.13922632,-0.34384736,0.9062963,0.6399834,0.59588945,-0.11434734,0.6767508,0.16066945,0.089401245,0.4005405,0.5964702,0.21274796,-0.14742991,-0.05004435,0.008663379
85,-1.277391,-0.0913949,-0.1717863,0.38882118,0.11054665,-0.016709954,0.19640398,-0.6970861,-0.27053893,0.026327908,-0.2754829,0.24731103,-0.1329068,-0.14764544,0.63818115,0.56873655,0.11864549,0.2607372,0.35117608,-0.0145432055,0.28930515,0.001308918,0.30832833,-0.08645564,-0.076590076,-0.40102535,-0.41728827,0.2303142,-0.058202386,0.7062204,1.1246841,0.9512267,1.1375041,0.60864484,-0.037896216,1.1554847,-0.24018931,-0.20934331,-1.1072968,-0.1581738,0.17959756,0.68753064,0.1779681,0.61846167,0.027904406,0.40598106,-0.3246801,1.2077749
86,0.007384062,0.11601099,0.9678897,1.0492417,0.14455944,-0.06171114,0.23863429,1.1082647,0.089630604,-0.3112498,0.67115575,0.45341426,-0.3117686,0.11364419,0.64781785,0.33678862,-0.13689518,-0.122358546,-0.1931319,-0.54915524,0.08987588,0.27202487,-0.2538656,-0.7675073,-0.072928846,0.0069588125,0.29826552,0.44052944,0.3278128,0.5082172,0.4234423,0.9716439,0.021529496,-0.087244004,-0.92168385,-0.42836305,0.31826007,-0.23461336,-0.2819913,0.14298475,-0.3440802,-0.21430396,0.076895624,-0.1536766,0.30041227,0.83906686,0.28511542,0.656481
87,-0.010274172,0.21378565,0.03567344,0.19862884,-0.08842021,-0.7432584,-0.220222,-0.04134518,-0.26364473,-0.30857217,0.22127384,-0.094566345,-0.030908844,-0.15744625,0.059226513,0.022686452,-0.59255725,-0.64864224,-0.23239967,-0.22554705,5.6613708,2.4985592,1.0547531,1.4873725,2.0033245,2.0730782,-0.0980455,0.40916508,2.546223,0.9588514,0.67559206,0.20974383,4.077153,2.4041748,1.2241755,0.33413586,0.8997747,-0.10998963,0.18970135,0.23927209,2.463943,3.079204,0.06522322,0.15354586,0.37488917,-0.24129641,-0.28503802,0.14569211
88,0.0940599,0.38846934,0.19975413,0.5993195,-0.33458614,0.22216326,-0.45852962,0.3934043,1.6837249,0.602844,0.41348085,0.7066019,0.6679479,0.4146049,0.15766475,0.28020462,4.4906473,1.3108671,-0.034007035,0.4561574,-0.30857372,-0.6179582,-0.22377178,0.16833276,-0.08273044,0.37164336,0.5627283,-0.07440875,-0.040118188,0.07750064,0.81839347,0.5274001,0.33485582,-0.46590966,-0.27100575,-0.80781865,0.17922202,-0.3330443,0.08138177,0.13198856,0.0735984,0.2867956,-0.59490716,-0.5894339,0.22611769,-0.06901646,0.8610707,0.04024151
89,-0.24340063,0.029520068,-0.012236595,0.44482344,-0.125391,-0.2850755,0.10754621,0.28060308,-0.083667755,-0.15201476,-0.24110126,-0.10141441,-0.25104153,-0.19229388,-0.13422251,-0.0053347945,-0.24254364,-0.17679405,-0.1036914,-0.10193286,0.05692637,-0.44303572,-0.030416042,-0.25019246,-0.13604835,-0.097213745,-0.16520894,0.03263536,-0.016468644,-0.06465626,-0.0717959,-0.020170027,-0.20209572,-0.1759041,-0.5685085,-0.2247937,-0.18100898,-0.3357355,0.18736899,-0.34319937,-0.32993346,0.16534019,-0.451604,-0.6095629,-0.15203458,0.18746497,0.09997606,1.2622879
90,0.58684266,-0.107179046,-0.07678991,0.8776097,0.42903805,-0.057550758,0.54207796,0.49336222,-0.22898567,0.40890807,-0.44942486,0.8536892,0.07470265,0.4254974,-0.0798744,-0.24148744,-0.117541194,0.099330515,-0.5168043,0.29763967,-0.010851681,-0.3692735,0.038547486,-0.36949897,0.74261075,1.7049071,0.7443911,0.6203377,0.03123051,0.25769314,-0.22126034,0.28553402,-0.3263053,0.18986365,-0.21864974,-0.38432539,0.022903562,-0.027854234,-0.36839634,-0.12813255,-0.26321507,-0.06553894,-0.09747721,-0.5404621,0.07529497,-0.10732725,-0.24811077,-0.1188837
91,-0.55241895,-0.04565174,0.50915045,0.35127476,-0.2563734,-0.060324848,-1.0160519,-0.31830388,-0.075702846,0.041717887,-0.827996,0.28306258,-0.39326692,-0.3152677,-0.12314091,0.021193117,0.3862301,0.39214933,-0.120715365,0.026649475,-0.3409056,-0.27290505,0.25873867,-0.14288647,0.21241814,0.029658347,0.21052742,-0.2274963,-0.1823579,-0.7993838,-0.085825704,0.095029116,-0.14578182,-0.240841,0.19605416,-0.49478155,-0.08476895,-0.1971452,-0.24014968,-0.28634718,-0.34452176,-0.38529974,-0.11224139,-0.6510254,-0.03851539,0.012627542,0.19040808,0.7319131
92,-0.6695912,0.5190853,0.21547866,-0.19340312,0.80260336,-0.20781147,-0.010883689,-0.27425307,1.3109219,0.57868516,1.5001398,0.07613757,0.20840275,0.50495166,0.017310917,0.2028076,1.7024828,0.5060713,0.46010244,0.016338259,-0.23513499,0.48208982,0.14895439,0.0715951,0.044714898,0.14097822,0.21591014,0.23495942,-0.22119522,-0.19192001,0.538997,0.20588806,0.8725959,0.90902555,0.71856225,1.8290596,0.43457997,0.44134796,0.16137552,-0.28510672,0.0330441,1.318679,1.4018685,2.0360556,-0.2007258,0.14502668,-0.0006583333,0.19296521
93,0.03571093,0.7856437,1.2424569,0.90602034,-0.06639761,-0.19649501,0.42014894,0.17569712,-0.04412605,1.8254447,0.58224905,1.8837093,0.9422898,0.92614067,0.82225734,1.1473701,2.3612342,2.5508707,2.4932973,2.5599234,0.27388686,-0.13575597,-0.39935482,0.124168515,0.58625686,-0.3275751,-0.2420925,0.5915059,0.1440712,0.3490399,0.04425229,0.04925728,-0.14507854,0.056551035,-0.17948563,-0.06317203,-0.120345324,-0.3411324,0.13746881,0.13734701,0.19929853,-0.35201958,-0.014282122,0.3014421,0.51828,0.22428091,0.3565677,0.07910432
94,0.33878756,-0.032617122,-0.5712662,0.9904633,-0.20190346,-0.6409533,0.2989152,0.276404,-0.3388548,0.49344456,-0.59480596,0.30056238,0.4065606,1.2068783,0.15979382,0.6774501,-0.38915688,0.047961175,0.363141,-0.30263773,-0.033416033,0.3505196,-0.10305573,0.24996734,0.18381739,-0.4874075,0.042565756,0.3274614,-0.22419351,-0.107480764,0.903183,0.20734882,-0.3833069,-0.16419017,-0.022071086,-0.18029487,0.7044144,-0.37657544,0.12251353,0.26083633,-0.1444627,0.0871875,-0.18282261,-0.22493118,0.4566375,0.3452307,0.2143025,0.55506164
95,0.8380619,0.28224322,-0.18372628,0.7596182,-0.2304275,0.0048061907,0.024280488,0.5063152,-0.039310813,0.041241407,-0.4079407,0.22698757,-0.17156717,-0.40983456,-0.7228855,0.2501885,-0.24376017,-0.0120699555,0.2896326,-0.026731405,-0.0729326,0.32436657,-0.09976441,-0.3183224,0.35604942,0.024087414,-0.29545036,-0.1254457,0.23545529,0.44677052,0.057442486,-0.13479865,0.82692355,0.03251031,0.28046525,-0.11019406,0.5374048,-0.40089205,0.03394556,0.28282353,0.31897563,-0.2720479,-0.5309601,0.5181533,0.84979844,-0.47524652,0.17095667,0.6085245
96,-0.18957436,-0.11932242,0.4387049,-0.2987941,0.11113393,0.09795977,0.54856825,0.021884665,0.27305454,1.0508924,-0.8578429,0.104073405,0.44171315,0.4851135,0.18755883,-0.03783924,-0.14144242,0.2476185,-0.3464818,-0.12760247,0.29180855,0.17417037,-0.34576565,-0.03505139,0.27457845,0.6495815,-0.10448378,-0.24653327,0.3997761,0.18237033,-0.63350487,0.014978861,-0.31762558,0.14167637,-0.61750597,-0.14518128,0.17866576,0.42739606,0.14072436,0.42186695,0.01787281,-0.04941857,-0.14153212,-0.30062497,0.19668901,-0.23470521,0.13788706,-0.56664264
97,-0.023375988,0.074656054,-0.0061050653,-0.45456257,-0.15755905,0.49512112,0.7797159,-0.18141243,-0.30995813,-0.43096066,-0.0010892153,0.023182929,0.02319622,0.26090974,1.0462816,0.0564726,-0.1426124,-0.5811101,-0.840999,-0.2921704,0.07461393,-0.06408429,-0.26742142,-0.05417651,-0.084300876,0.12033731,-0.09470991,-0.08369157,0.16234124,-0.5011551,0.1408602,1.0376105,0.116945475,0.009825647,0.106491506,0.24102172,0.21935207,0.32391804,0.86037475,0.048483133,-0.3949997,0.15433998,-0.33408478,-0.18840422,0.059898436,0.013040185,-0.11108395,-0.065504014
98,3.4707913,3.1150954,1.4820471,2.13784,0.12963772,-0.14845401,-0.08476511,0.22390431,1.8506496,1.2674049,2.4399524,0.7683997,-0.22002769,-0.27625722,-0.46958798,-0.28635484,1.556607,1.6401502,0.6618203,-0.1640051,-0.1890868,-0.58373684,0.72283274,0.53331375,0.7938194,-0.2889836,-0.05023229,0.026042104,0.40551746,0.12044674,0.96923447,-0.081759274,0.38587272,0.49159944,0.20496726,0.27849936,1.8494136,1.8540175,1.4012544,2.5396242,2.3857348,2.3751762,2.660662,1.7466956,-0.18000585,0.4359408,-0.7540815,0.109962106
99,-0.075552344,0.08700818,-0.36304995,0.27489528,-0.601289,-0.17710528,-0.2945354,0.37743425,0.09278053,-0.10043472,-0.06801379,-0.14657366,0.8765676,-0.39132947,-0.58007294,-0.43139932,-0.23737693,-0.49588257,-0.15195751,-0.14487444,-0.06388426,-0.27582318,0.8890932,-0.32856762,-0.4332305,-0.48638207,0.0575099,0.48531258,0.5819206,-0.08842045,0.4841067,0.0037016273,1.0225458,0.8171921,0.92534125,0.31441766,1.1143384,0.096506774,-0.25124034,1.7131159,0.6233109,0.90290564,1.0685747,0.6238246,-0.18322414,0.20326531,0.5805043,0.8355692
100,0.28785932,-0.17905131,0.13882601,0.44560266,-0.0110936165,0.29980403,-0.4514473,-0.17979783,-0.30414313,-0.47717804,1.1261001,-0.035534143,-0.32336217,-0.10333574,-0.3010533,0.365024,-0.014238,0.10867429,-0.18903464,-0.28943366,0.08492857,-0.016996073,-0.28190058,-0.041698992,-0.022511363,0.5910272,0.32219675,-0.43415704,-0.32611245,-0.20457205,0.12286873,0.24553463,0.33899343,0.0547812,-0.1711536,-0.45599532,-0.047491074,-0.74363804,-0.39028734,-0.014764711,0.08509612,-0.07778782,0.15217894,-0.2991122,-0.31639582,0.15878499,-0.26405567,0.643474
101,-0.09202695,0.05092323,-0.71286845,0.53683364,-0.51740175,-0.18656704,-0.12175375,0.35294658,-0.2475904,0.0018128753,0.10988994,0.08870143,0.19173217,0.16064048,-0.30160958,0.12599128,0.038879678,-0.2481321,-0.16018249,-0.35094616,-0.15170586,-0.3335607,-0.31389308,-0.58284074,0.67318547,0.5163437,0.13022053,0.18524683,-0.41118562,0.23244321,-0.21476322,0.36377487,-0.011290193,-0.04202187,-0.0403893,-0.31194907,-0.30917174,0.17351913,0.02437444,-0.2097789,0.63536406,0.5354397,-0.1690954,-0.15330313,0.46617985,-0.12611252,0.15427561,0.3949317
102,0.10814768,-0.25102958,-0.42712873,-0.13587093,0.21251845,-0.16494495,0.22871043,-0.05747865,-0.5005913,-0.33371237,-0.32552236,0.37084246,-0.2857005,0.15700567,-0.89024985,0.33409908,-1.230005,-0.04576346,-0.103303015,-0.32973546,-0.35296622,-0.075936794,-0.36386698,0.06955993,0.22675374,0.10712862,-0.48514193,-0.12672955,-0.2890516,0.37410784,0.7068027,-0.24032144,-0.43782538,0.4978603,-0.59033144,0.3399607,1.2019336,-0.19386637,-0.21235025,-0.12986249,0.44704574,0.5901431,-0.22435483,0.15075648,0.0767512,-0.19187582,0.2959447,0.4861278
103,0.2496872,-0.51753294,0.024823286,-0.008774489,-0.13107657,0.01160311,-0.16900727,-0.20761433,0.008982509,0.23600051,0.31621322,0.42466694,1.1539202,1.7899562,1.9202465,3.0820563,0.43702334,1.1233133,1.7825569,0.7487848,0.1142174,0.25640795,0.100491345,-0.38634336,-0.082761526,-0.10831165,0.0042423606,-0.07402897,0.13268924,0.05646214,-0.1149205,-0.19530612,-0.06392157,0.11582714,0.075132966,0.30489707,0.70272666,0.17743498,-0.107025996,0.059705004,0.10849285,0.1046201,-0.089154124,0.39573213,-0.23771445,0.05045882,0.0572654,-0.22470677
104,0.2438159,0.05849731,0.07592057,-0.4522022,0.033469677,0.30396646,-0.19208364,-0.02682066,0.22356915,-0.35629827,-0.14239925,0.027401835,0.11078888,-0.19473267,0.507073,-0.13895094,-0.43403596,-0.3633745,0.04291767,0.17592496,0.22833312,0.37755576,0.1374686,0.12468813,-0.2667228,-0.41828737,0.16820881,0.38292864,0.13917828,0.3760669,-0.37248042,-0.11183649,0.3992985,0.46509346,-0.1955948,-0.053958774,0.51257175,0.35152656,0.10914726,-0.037274078,0.16493583,0.022346616,0.36586577,0.2883299,-0.03427756,-0.50734377,0.068396255,0.21362886
105,0.23230636,0.23977894,0.19626206,0.3210112,0.14939229,0.20118153,-0.034831315,-0.09086591,-0.11948526,-1.0835599,0.2302448,0.1939807,-0.33683175,-0.17256075,-0.83547896,-0.061050773,-0.00024461746,-0.25924158,0.1207833,-0.085345745,-0.09705299,0.12243879,0.2967034,-0.7923572,0.15126026,0.08215386,0.10823488,-0.28880453,0.06703234,0.2188521,0.08642799,0.30986536,0.62157285,0.16838306,0.28553778,-0.17037195,0.016815245,0.123710275,-0.19698238,0.11780429,0.47586763,0.5970601,-0.040519774,-0.053029656,0.005309388,0.3256361,-0.20840612,0.42242026
106,0.70844257,-0.10028812,0.28805408,-0.37507257,-0.9612998,0.0083889365,-0.07969883,-0.39613357,-0.21656656,-0.2559032,0.1344865,0.5248059,0.3716214,-0.16872144,0.054666013,0.34223992,-0.78400075,-0.330243,-0.45432693,-0.18485364,-0.16239548,0.22872153,0.09912944,-0.5679388,0.37464535,-0.022815228,-0.14707285,-0.2000031,0.32929504,-0.104548514,0.2151869,-0.14987177,0.24066651,-0.09467524,0.047017485,0.35520968,0.67623836,0.13334537,0.013084486,-0.06838375,0.15690145,-0.42090666,-0.19846466,-0.13978672,-0.290282,-0.16302277,0.10509411,0.114159524
107,0.033329964,-0.104408205,-0.098011434,0.6656075,0.113211155,-0.23804453,0.2873158,0.21237905,-0.038682103,0.05747065,-0.71134925,0.20062411,0.21997195,0.28252167,-0.24650323,0.074959874,-0.35062855,-0.014603794,0.35196006,0.114505626,-0.13210744,-0.107233346,-0.1979106,-0.1743601,0.07084119,-0.1425662,-0.6104144,-0.32601762,-0.34644026,-0.587466,-0.16973577,0.09367201,-0.3187853,-0.5256264,-0.24386302,-0.36961505,0.71334505,1.2937808,1.9999164,0.54714954,0.3971629,0.7993705,1.2731638,0.9711072,-0.0568195,-0.12598225,-0.5276039,-0.23692484
108,-0.016066432,-0.53487617,-0.31499523,-0.4619316,0.0039298534,0.18590403,0.013976455,-0.025393397,-0.22358465,0.11533421,-0.15562007,0.0866434,-0.28720164,-0.17248195,-0.22036338,-0.046149433,-0.068982124,-0.4116041,-0.1027701,-0.031556487,0.06319678,-0.020642757,-0.019432098,0.044038057,0.07387614,0.092321694,0.2039655,0.05613485,0.0007171631,0.0025101304,0.23591273,-0.24559894,-0.10545766,-0.3338921,0.014824569,0.11559448,0.044059873,0.2932426,-0.0815371,0.014587402,0.0021448135,0.20099169,-0.1298294,0.07757895,-0.08131671,-0.036078155,-0.42957807,0.04382643
109,-0.394737,-0.66898465,0.33615255,-0.14078806,-0.3347854,0.36246037,-0.15940407,0.22288209,0.19491339,-0.24055904,-0.8893228,-0.33356252,0.026383996,-0.40695006,0.051230222,-0.59209776,-0.5472425,-0.084205374,0.20446265,-0.10635531,-0.31645998,0.7231569,-0.67282665,0.0023712777,0.3583149,0.028925776,-0.5029522,-0.09996393,-0.24649525,0.028022408,-0.35380667,0.24132931,0.9766282,0.17927808,0.63565534,-0.31560922,0.04306221,-0.13306369,-0.02693826,-0.73788595,0.1343618,0.6733986,-0.32050288,-0.38497493,0.27644408,-0.17377295,0.5853364,-0.05946541
110,0.0855996,-0.12652855,0.62665224,-0.02083388,-0.14866334,0.2531696,-0.0818895,0.016527355,-0.16554418,-0.7747059,-0.6587293,0.20861547,0.10448298,-0.021233067,-0.71952295,0.09145284,-0.09190208,0.055756032,0.25412315,0.02421835,0.08230293,-0.034643486,0.007686287,-0.25393784,0.26990223,-0.02658176,0.099759296,0.18350193,0.14221117,0.15986054,-0.08842391,-7.992983e-05,0.04104501,-0.13211432,-0.035196707,0.081269726,0.1935693,0.31156215,-0.54916525,0.24177974,0.16653001,-0.23688176,0.3059044,0.12070024,0.31995407,0.39950514,0.22068334,0.0013958514
111,0.23221211,-0.10709113,0.23248148,-0.338993,-0.35971698,0.31779087,0.098524734,-0.35905713,0.0010744333,-0.05332579,-0.36869752,0.19886124,0.1616798,-0.03362733,-0.084055245,-0.24206626,-0.3657663,0.012357593,-0.06510106,0.03254378,0.2874257,1.4296403,0.5564072,1.0486424,-0.21391445,0.2715683,0.2826907,0.05277556,0.21275693,0.9361902,0.47022754,1.2108305,0.30423272,1.2586132,0.8962387,0.305913,0.25809813,0.1968013,1.2099303,-0.18261853,-0.027672589,0.08094686,0.67009795,0.095235825,-0.17779076,0.07549238,0.08235334,-0.10271454
112,0.015800953,-0.13349792,0.30297804,0.1435821,-0.26301384,-0.15209298,-0.29871663,-0.066007465,0.05315876,0.17884842,-0.11303556,0.45903194,0.17855078,-0.46893647,-0.11432055,-0.215915,-0.14877832,-0.06722444,-0.1413187,-0.39352775,0.041280746,0.13567817,-0.17740542,0.11361195,0.15843332,0.20461765,-0.059288383,-0.032080084,0.092662334,0.09360023,-0.463605,0.048438594,0.16741371,0.22166906,-0.1842919,0.28153598,0.266078,0.32614395,-0.17525536,-0.08787775,-0.06090808,-0.03420812,0.26379463,-0.05343163,0.054761887,0.0013405979,-0.4870714,-0.5093787
113,0.05726248,0.037000418,0.26708955,-0.023715794,-0.24681515,0.06396806,-0.0024103671,-0.032886446,0.010678649,0.5932504,0.19519502,-0.19087856,0.13736343,0.095752,0.029023409,0.25889337,0.06977254,-0.042966828,0.1391834,-0.09354162,0.2937076,0.14537567,-0.011690557,-0.08365238,-0.06471646,0.07384424,0.2797724,-0.09211922,-0.0103901625,0.24251811,0.015433311,-0.017885447,0.060896635,0.26500183,0.12725261,0.39873308,0.26970553,0.090488255,-0.010586023,0.14853168,0.14120317,-0.20456564,0.010481656,0.03836731,0.08299053,0.045456156,-0.15407202,0.15973839
114,-0.23314404,0.5895314,0.015954137,0.40743405,-0.10229719,-0.3232587,0.284577,0.17184375,-0.41238838,0.10232735,0.39857793,0.22650123,-0.057986856,-0.70306057,-0.20183599,-0.08737023,-0.2896446,0.07570097,0.26171052,0.24558465,0.273701,0.027049825,-0.061169088,0.7547797,0.22841549,0.46244723,0.23490164,0.06173338,0.064596295,-0.13264632,-0.3784145,0.20040177,-0.24868304,1.1215894,1.1385918,0.08999494,0.7879578,0.55346423,0.96774364,-0.09040932,-0.19450903,0.25894672,-0.37944758,0.48071805,-0.06367743,0.026802126,-0.037471414,0.21380341
115,-0.18792188,-0.30010107,-0.6822629,0.18413132,-0.0061471164,-0.57262766,0.22127318,0.40456426,0.15930392,-0.6792458,0.47066915,0.08809234,0.02219665,0.0439398,-0.45597094,0.07912856,0.5758232,0.18479273,-0.5008245,0.070032746,-0.08004755,-0.6365403,-0.18138924,-0.090743184,0.2359544,-0.068036795,-0.37682498,0.23069072,-0.04609689,-0.48331228,-0.28960398,-0.17705977,0.5617748,1.7425416,1.529085,0.7978848,0.5271467,-0.50558215,0.06998944,0.33850503,0.7149775,1.0220594,-0.063501716,0.7172977,-0.27122873,-0.13500011,0.4723193,0.4301095
116,-0.27146256,-1.0895956,-0.20595491,-0.39463687,0.14266777,-0.014458656,-0.574472,-0.1310538,-0.36395925,0.12402499,-0.36926168,0.47712907,-0.006194681,-0.35633236,-0.011332512,-0.35613024,-0.29006267,-0.16067302,0.10610509,0.18437845,-0.061774492,0.15986836,-0.18415481,0.29071537,0.18831384,0.20319891,-0.013786167,0.35893142,0.12197909,0.1278641,-0.23097976,-0.1619316,0.31342304,-0.0803664,-0.18887329,0.94796216,0.059420943,0.71648407,0.8432342,0.25508553,0.02005589,-0.1300183,0.36841035,0.10636413,-0.40912703,-0.26796442,-0.34451234,-0.3682128
117,0.07782322,0.86141956,0.38956332,-0.02369684,0.12761879,0.18087447,0.09961057,0.15146881,0.08116802,0.56519467,0.7043823,0.23462999,0.8616278,1.3071556,1.5296762,0.6290188,0.14527893,0.14340258,1.2807611,0.70367706,1.3065097,2.7324903,1.1751894,1.0262235,0.111983895,1.1604053,1.0987943,1.3035802,0.19165233,1.1200433,1.643572,0.18607318,0.44129705,0.3430714,-0.033000767,0.26249233,0.10855991,0.45498884,0.8769361,0.124272734,0.08168584,0.43719697,0.1671502,0.26680773,1.1398417,0.46095926,0.11993599,0.057916164
118,0.0047715902,-0.13318521,-0.103744686,0.3133222,0.39558643,0.06300259,0.0073251426,0.14312398,0.07327008,0.1973725,0.16185221,0.2928362,0.04713583,0.09548342,0.26609477,0.8520365,0.15724307,-0.0065836906,0.07522401,1.1197175,0.14923796,0.18624777,0.8489889,0.63092595,-0.106848806,0.030415773,0.31567746,0.7017613,0.089740366,0.48884463,0.2410273,1.107108,0.7722222,0.045944095,0.21259847,1.3796299,-0.33296353,-0.07595837,-0.28451955,0.2760576,0.59794194,0.043354332,0.18521693,0.90979767,-0.044401407,-0.04039985,-0.057610765,0.7062459
119,0.08903527,-0.13923687,-0.2730376,0.15207234,0.007561326,0.23545936,-1.1327672,0.48642796,-0.07726133,0.022846162,0.2654452,0.009711295,0.42987847,0.08278173,0.36842334,-0.19687858,0.07837963,0.30038464,0.029162884,-0.12130365,0.09223816,0.03390968,0.18870343,-0.06418705,-0.063791454,-0.11362472,0.11867681,0.14798088,0.23677203,0.43053004,0.9010639,-0.11994627,1.0239601,0.8244622,0.45464355,1.2318132,0.41453087,0.34902948,-0.2184208,1.0699749,0.6263786,0.2043863,1.0435908,0.9114181,0.25622368,0.023697592,0.3195524,0.0042134747
120,0.021713614,-0.6461878,0.15135849,-0.5313932,-0.0035563707,0.13076773,0.24753784,0.2559741,-0.06477314,0.20204449,0.085665256,-0.58503205,0.10120332,-0.21758747,0.012358189,-0.46118772,-0.4614768,-0.18606943,-0.139931,-0.40450943,0.29742378,1.2916377,-0.7848731,0.19073215,-0.028249145,-0.30561325,0.27515066,-0.275268,0.23648545,0.16897309,0.019328356,-0.1990055,-0.0892908,-0.76343507,-0.14923605,-0.0030928254,0.58365536,1.5407354,-0.3720327,0.09896636,0.05850303,-0.054079592,0.19702232,0.24352148,0.044496983,0.10694826,0.083555244,-0.34306893
121,-0.11759806,0.06424105,0.57020324,-0.74388254,-0.25906885,-0.23560324,-0.118296355,-0.71065533,-0.06554437,0.44059205,-0.3238791,0.1588887,-0.1765114,-0.13884729,-0.21866775,-0.23643453,-0.20966911,0.1691232,0.1566377,-0.5507297,0.3302824,0.8481571,-0.25610125,0.15199664,-0.03202027,-0.10506574,-0.15406281,-0.09934876,-0.13635683,-0.19943982,-0.0354442,0.31495893,0.16801465,0.03393662,0.08065456,0.6601584,0.01772356,0.36825064,0.13266554,-0.3030132,-0.12731457,0.15530741,0.23317659,1.1021051,0.19223917,-0.03203523,0.18928996,-0.23749119
122,0.7709737,2.2654588,1.6091117,1.7560508,-0.008924842,-0.7712858,-0.2413763,0.4584369,0.22170353,3.3031619,1.4764473,0.6192534,0.044312358,-0.50181496,0.0683095,-0.38261527,-0.10835338,1.239114,0.45393902,0.4714378,0.15037383,0.020485103,0.08082837,0.117431,0.07754171,0.24489188,0.15060529,0.15955079,0.116366625,0.15672451,-0.2245096,0.1843687,0.16829681,-0.041427255,-0.22496593,-0.15856802,0.06716144,-0.34948868,0.63276273,0.11737422,-0.12951362,-0.15672827,-0.40625858,-0.4193391,0.5025469,-0.34173572,0.048927546,0.02361548
123,-0.3957559,-0.016881466,-0.26616088,0.032724857,0.17276032,0.9243072,0.20916218,0.32594085,0.2667913,-0.017425597,-0.019942045,0.20222187,0.25604627,0.24902749,-0.44934672,-0.2079298,-0.039290547,-0.88108206,-0.6140829,0.23089461,-0.32660657,-0.20722422,-0.3868235,0.111717194,-0.037489846,0.08090168,-0.14259991,0.019709527,-0.34268907,0.12770844,-0.08715058,0.37444484,0.3871209,1.1168567,0.86226773,0.46081996,0.41022226,-0.032002807,0.04002306,-0.48171294,-0.43284243,-0.32838398,-0.37622046,0.26348335,0.35113817,-0.2312091,0.5394747,0.23484075
124,-0.30628538,-0.11289042,-0.21098752,-0.3108619,0.70220405,0.6112639,0.70775735,0.58654743,-0.31095672,0.29949778,0.59790754,-0.585359,-0.14766788,-0.23501545,0.74123925,-0.13778976,0.012843639,-0.2272973,-0.2895609,0.01633172,-0.07508099,0.64713055,-0.6233319,-0.37086546,-0.8043301,0.008310795,0.44710088,-0.25565386,0.031895638,0.062070012,-0.12357199,0.14651036,0.47066408,0.43914977,-0.6320152,0.06822383,-0.14532834,0.7297558,0.77942526,0.75218165,-0.503289,0.084207416,0.095502146,-0.3099477,0.01276499,1.2394528,-0.09028587,-0.011672199
125,-0.0841651,0.3378238,0.2907775,0.28944016,0.24166274,0.3893655,-0.17875974,0.44969606,-0.21558195,0.29738522,0.060777456,0.40487766,0.04839173,-0.33091438,0.20720816,0.016500197,0.34393418,-0.68934464,0.11553463,0.4248098,0.13987207,0.1662021,0.27107018,-0.24567008,0.061772406,-0.35614336,0.095915616,-0.17965592,0.46122116,-0.7133435,0.038076043,-0.10045606,-0.16231334,-0.52176744,-0.11452156,0.6427995,0.24900544,0.2811638,-0.0074367663,0.75296974,-0.17083055,-0.21937919,-0.23497075,0.16866702,-0.15127473,0.32233128,0.10783398,-0.46446872
