fly_id,odor,glomerulus,delta_f_over_f,to-avg-max_scaled_delta_f_over_f (X_train),hallem_delta_spike_rate (y_train),date,fly_num
3,1-8ol @ -3,VC4,-0.02438785076642537,-0.0331443899044477,11,2023-04-26,2
3,1-5ol @ -3,VC4,0.1902682226894673,0.258584662488089,126,2023-04-26,2
3,1-6ol @ -3,VC4,0.46716824550993347,0.6349065618145711,109,2023-04-26,2
3,benz @ -3,VC4,0.03526546922775076,0.04792765354530653,6,2023-04-26,2
3,ms @ -3,VM2,0.225105827293924,0.3059308251904098,12,2023-04-26,2
3,ms @ -3,VM2,0.03162278528113544,0.04297705178127142,12,2023-04-26,2
3,a-terp @ -3,VM2,-0.07133108590168667,-0.09694275014541144,6,2023-04-26,2
3,carene @ -3,VM2,0.09507165407137623,0.12920744847842675,7,2023-04-26,2
3,2h @ -3,VM2,0.2718035520741842,0.3693955237647646,71,2023-04-26,2
3,IaA @ -3,VM2,0.6143978363983972,0.8349994282428668,96,2023-04-26,2
3,pa @ -3,VM2,0.5684323074207898,0.7725298228155856,89,2023-04-26,2
3,2-but @ -3,VM2,0.7573820313396937,1.0293225751530577,25,2023-04-26,2
3,eb @ -3,VM2,0.8423879835082649,1.1448501978967869,199,2023-04-26,2
3,ep @ -3,VM2,0.779334460465385,1.0591570971558473,168,2023-04-26,2
3,B-cit @ -3,VM2,0.26336183833943416,0.3579227845649873,7,2023-04-26,2
3,Lin @ -3,VM2,-0.05620581027828792,-0.07638669387478966,1,2023-04-26,2
3,6al @ -3,VM2,0.15408648184710336,0.20941174694967046,44,2023-04-26,2
3,t2h @ -3,VM2,0.2499534035967851,0.3397000066180874,84,2023-04-26,2
3,1-8ol @ -3,VM2,0.296779191253831,0.4033387494721584,28,2023-04-26,2
3,1-5ol @ -3,VM2,0.5621507600763405,0.7639928649515372,109,2023-04-26,2
3,1-6ol @ -3,VM2,0.6669040170543985,0.9063581281432171,73,2023-04-26,2
3,benz @ -3,VM2,0.15069965941485333,0.20480887462989372,12,2023-04-26,2
3,ms @ -3,VM3,0.12059653182629843,0.16389711870296322,13,2023-04-26,2
3,ms @ -3,VM3,0.016984775155781354,0.023083215310535032,13,2023-04-26,2
3,a-terp @ -3,VM3,0.0800543406413888,0.10879811858675635,7,2023-04-26,2
3,carene @ -3,VM3,0.09453796153291487,0.12848213185445387,1,2023-04-26,2
3,2h @ -3,VM3,0.10494875125529592,0.14263095034102816,106,2023-04-26,2
3,IaA @ -3,VM3,0.31187234751685483,0.4238511538189619,139,2023-04-26,2
3,pa @ -3,VM3,0.19434849668909762,0.26412997247280107,85,2023-04-26,2
3,2-but @ -3,VM3,0.4110567061863604,0.5586479871951294,94,2023-04-26,2
3,eb @ -3,VM3,0.28112886597446657,0.3820691227158388,121,2023-04-26,2
3,ep @ -3,VM3,0.16380483751255617,0.22261951062228208,58,2023-04-26,2
3,B-cit @ -3,VM3,0.07546987896822106,0.10256759066312907,6,2023-04-26,2
3,Lin @ -3,VM3,0.05107495991872136,0.06941359458500028,6,2023-04-26,2
3,6al @ -3,VM3,0.06136357938280956,0.08339637717466972,34,2023-04-26,2
3,t2h @ -3,VM3,0.07792669725700416,0.10590653775066451,38,2023-04-26,2
3,1-8ol @ -3,VM3,0.09034935677881288,0.12278959459665237,20,2023-04-26,2
3,1-5ol @ -3,VM3,0.14835830918454598,0.2016268547922535,160,2023-04-26,2
3,1-6ol @ -3,VM3,0.24337272401488189,0.33075651208928236,102,2023-04-26,2
3,benz @ -3,VM3,0.0606659372596354,0.08244824432090943,57,2023-04-26,2
3,ms @ -3,VM5d,0.09034315490420629,0.12278116591828837,-8,2023-04-26,2
3,ms @ -3,VM5d,0.061150164537391465,0.08310633501738078,-8,2023-04-26,2
3,a-terp @ -3,VM5d,0.1369774723623093,0.1861596905600362,51,2023-04-26,2
3,carene @ -3,VM5d,0.11891047407771405,0.1616056762976558,16,2023-04-26,2
3,2h @ -3,VM5d,0.28217194066408896,0.38348671685086205,190,2023-04-26,2
3,IaA @ -3,VM5d,0.7404809879299111,1.0063531557511225,231,2023-04-26,2
3,pa @ -3,VM5d,0.35635260634151283,0.4843021978923018,190,2023-04-26,2
3,2-but @ -3,VM5d,0.10281129118151183,0.13972602810047466,39,2023-04-26,2
3,eb @ -3,VM5d,0.1467004630720826,0.1993737535050869,102,2023-04-26,2
3,ep @ -3,VM5d,-0.026215199475847356,-0.03562785426121066,57,2023-04-26,2
3,B-cit @ -3,VM5d,0.1428412997990768,0.19412894479067896,41,2023-04-26,2
3,Lin @ -3,VM5d,-0.04842618284766883,-0.0658137652743425,51,2023-04-26,2
3,6al @ -3,VM5d,0.43499376090542957,0.5911797212282558,224,2023-04-26,2
3,t2h @ -3,VM5d,0.40122855408093266,0.5452910043046579,145,2023-04-26,2
3,1-8ol @ -3,VM5d,-0.24207787424797714,-0.3289967421959444,56,2023-04-26,2
3,1-5ol @ -3,VM5d,0.16858707982683216,0.22911883298569935,169,2023-04-26,2
3,1-6ol @ -3,VM5d,1.0076791564344583,1.3694897176190999,183,2023-04-26,2
3,benz @ -3,VM5d,0.07020518024379929,0.09541258430677108,37,2023-04-26,2
3,ms @ -3,VM5v,0.05587598032381544,0.07593843737535871,8,2023-04-26,2
3,ms @ -3,VM5v,0.04860582016938344,0.06605790197541238,8,2023-04-26,2
3,a-terp @ -3,VM5v,0.16833023153282037,0.228769762455272,11,2023-04-26,2
3,carene @ -3,VM5v,0.09390692360544411,0.1276245176549534,-7,2023-04-26,2
3,2h @ -3,VM5v,0.328653626491011,0.4466578069653091,189,2023-04-26,2
3,IaA @ -3,VM5v,0.7323820309100313,0.9953462412075985,248,2023-04-26,2
3,pa @ -3,VM5v,0.6776131711118475,0.9209124396742497,191,2023-04-26,2
3,2-but @ -3,VM5v,-0.05667860401429908,-0.0770292457782279,4,2023-04-26,2
3,eb @ -3,VM5v,0.31879078154084844,0.4332536746485188,81,2023-04-26,2
3,ep @ -3,VM5v,0.10585954472587404,0.14386876724422268,41,2023-04-26,2
3,B-cit @ -3,VM5v,0.17117722502848243,0.2326389784587403,50,2023-04-26,2
3,Lin @ -3,VM5v,0.36172222173514584,0.4915997915977918,140,2023-04-26,2
3,6al @ -3,VM5v,0.012259899216620226,0.016661856910503543,29,2023-04-26,2
3,t2h @ -3,VM5v,0.12481554350657122,0.16963098059516787,28,2023-04-26,2
3,1-8ol @ -3,VM5v,0.4191201436776648,0.5696066288049045,24,2023-04-26,2
3,1-5ol @ -3,VM5v,0.3000298649247807,0.40775658836390716,75,2023-04-26,2
3,1-6ol @ -3,VM5v,0.6277003719041243,0.8530782834787111,158,2023-04-26,2
3,benz @ -3,VM5v,0.09760952492276852,0.13265655032144283,30,2023-04-26,2
3,aa @ -3,DC1,-0.06990897215390611,-0.09501002171450743,3,2023-04-26,2
3,va @ -3,DC1,-0.24165937855614597,-0.32842798423050373,30,2023-04-26,2
3,aa @ -3,DL1,0.04406543967241786,0.05988728272128961,18,2023-04-26,2
3,va @ -3,DL1,0.15632642363469026,0.21245594730508896,22,2023-04-26,2
3,aa @ -3,DL5,0.34020366559860865,0.46235492612764467,-11,2023-04-26,2
3,va @ -3,DL5,0.7487455219505611,1.0175850982696533,22,2023-04-26,2
3,aa @ -3,DM2,0.1772508296568277,0.24089333108109073,32,2023-04-26,2
3,va @ -3,DM2,0.6431814323771583,0.8741178703355803,45,2023-04-26,2
3,aa @ -3,DM3,0.1626421023916331,0.22103929157909666,2,2023-04-26,2
3,va @ -3,DM3,0.6751955600894258,0.9176267773527979,14,2023-04-26,2
3,aa @ -3,DM4,0.24801661950982243,0.33706781374656974,24,2023-04-26,2
3,va @ -3,DM4,0.17091478635763893,0.23228231030803895,24,2023-04-26,2
3,aa @ -3,DM5,0.06354272681557942,0.08635795475945773,1,2023-04-26,2
3,va @ -3,DM5,0.0313139749036802,0.04255736200807471,-3,2023-04-26,2
3,aa @ -3,DM6,-0.028602236932281217,-0.03887196547586041,-5,2023-04-26,2
3,va @ -3,DM6,0.3619497437067507,0.4919090060919646,207,2023-04-26,2
3,aa @ -3,VA5,0.027116658726832835,0.03685298546214319,5,2023-04-26,2
3,va @ -3,VA5,0.022031160379625266,0.02994152197597483,2,2023-04-26,2
3,aa @ -3,VA6,0.005625668503711254,0.007645583538541014,10,2023-04-26,2
3,va @ -3,VA6,0.115177716071433,0.15653265908248354,25,2023-04-26,2
3,aa @ -3,VC3,-0.013143808177683515,-0.017863136331396568,-1,2023-04-26,2
3,va @ -3,VC3,0.1625247342954235,0.22087978207658365,36,2023-04-26,2
3,aa @ -3,VC4,0.040729064776891,0.05535297129451185,6,2023-04-26,2
3,va @ -3,VC4,0.029035967668107718,0.039461428678643634,11,2023-04-26,2
3,aa @ -3,VM2,-0.0014087214097367265,-0.0019145275292293013,10,2023-04-26,2
3,va @ -3,VM2,0.09406674318968124,0.12784172099382302,7,2023-04-26,2
3,aa @ -3,VM3,0.04215936617238992,0.05729682717534888,9,2023-04-26,2
3,va @ -3,VM3,0.0706073978423361,0.09595921947524144,19,2023-04-26,2
3,aa @ -3,VM5d,0.15171392325368746,0.20618731328208445,27,2023-04-26,2
3,va @ -3,VM5d,0.02782720595043875,0.037818657035676814,30,2023-04-26,2
3,aa @ -3,VM5v,0.043197390585389316,0.058707557715087635,19,2023-04-26,2
3,va @ -3,VM5v,0.08626471143661059,0.11723834372424173,-9,2023-04-26,2
4,ms @ -3,DC1,-0.023770268951210705,-0.025560875072569135,1,2023-04-26,3
4,ms @ -3,DC1,-0.0380948051217846,-0.0409644735880116,1,2023-04-26,3
4,a-terp @ -3,DC1,0.49952240676829957,0.5371512565365079,85,2023-04-26,3
4,carene @ -3,DC1,0.4895627466957025,0.526441338722644,123,2023-04-26,3
4,2h @ -3,DC1,0.24470541297320816,0.26313898691798476,131,2023-04-26,3
4,IaA @ -3,DC1,0.3650409311572856,0.3925393379787753,81,2023-04-26,3
4,pa @ -3,DC1,0.4228831661025665,0.45473880843446035,130,2023-04-26,3
4,2-but @ -3,DC1,-0.1427549990204174,-0.1535086836179767,-16,2023-04-26,3
4,eb @ -3,DC1,0.2258009504400934,0.24281045777450622,73,2023-04-26,3
4,ep @ -3,DC1,0.03095902757918054,0.03329116039637198,-13,2023-04-26,3
4,B-cit @ -3,DC1,-0.021786749947912368,-0.023427938270236776,18,2023-04-26,3
4,Lin @ -3,DC1,0.09981915049864869,0.10733849250855788,125,2023-04-26,3
4,6al @ -3,DC1,-0.054808881247276044,-0.05893761527496492,-29,2023-04-26,3
4,t2h @ -3,DC1,0.08525549301976842,0.09167775975953339,58,2023-04-26,3
4,1-8ol @ -3,DC1,0.09214862655618115,0.09909015065609532,92,2023-04-26,3
4,1-5ol @ -3,DC1,0.05530848456064186,0.05947485353276488,84,2023-04-26,3
4,1-6ol @ -3,DC1,0.2341004918786187,0.25173520079298817,146,2023-04-26,3
4,benz @ -3,DC1,0.10868400067762489,0.11687112877897382,-15,2023-04-26,3
4,ms @ -3,DL1,0.7167264906063956,0.7707172487275481,258,2023-04-26,3
4,ms @ -3,DL1,0.6287632893981496,0.6761278100601864,258,2023-04-26,3
4,a-terp @ -3,DL1,-0.030004290422628494,-0.0322645032207272,-10,2023-04-26,3
4,carene @ -3,DL1,0.059770812209909575,0.06427332677721649,-12,2023-04-26,3
4,2h @ -3,DL1,-0.07086415760886144,-0.07620233004013607,17,2023-04-26,3
4,IaA @ -3,DL1,0.13052667617195604,0.1403592054476574,208,2023-04-26,3
4,pa @ -3,DL1,-0.2842097654983728,-0.30561918862672616,-1,2023-04-26,3
4,2-but @ -3,DL1,-0.14786681946643793,-0.15900557572644736,7,2023-04-26,3
4,eb @ -3,DL1,-0.1190192387394609,-0.12798491674183135,29,2023-04-26,3
4,ep @ -3,DL1,-0.17617838685831846,-0.1894498436772154,38,2023-04-26,3
4,B-cit @ -3,DL1,-0.012737735995534863,-0.01369726523320008,-10,2023-04-26,3
4,Lin @ -3,DL1,0.012931120813757439,0.013905217662752501,-14,2023-04-26,3
4,6al @ -3,DL1,0.033906918029369966,0.036461114412440175,28,2023-04-26,3
4,t2h @ -3,DL1,0.12204679208382087,0.13124053463027693,-8,2023-04-26,3
4,1-8ol @ -3,DL1,-0.04787540470262195,-0.05148184234533364,-18,2023-04-26,3
4,1-5ol @ -3,DL1,-0.020073751312266953,-0.02158590004109071,11,2023-04-26,3
4,1-6ol @ -3,DL1,-0.1779911383187075,-0.19139914907681885,10,2023-04-26,3
4,benz @ -3,DL1,0.5621887734747947,0.6045382589269432,123,2023-04-26,3
4,ms @ -3,DL5,0.13694564896006184,0.14726171723108578,-6,2023-04-26,3
4,ms @ -3,DL5,0.37771568056943616,0.40616887187109585,-6,2023-04-26,3
4,a-terp @ -3,DL5,0.2778351430434651,0.298764368071724,5,2023-04-26,3
4,carene @ -3,DL5,0.12970579826722925,0.13947649109488247,4,2023-04-26,3
4,2h @ -3,DL5,0.13344018595097426,0.14349218890851134,-2,2023-04-26,3
4,IaA @ -3,DL5,0.3350636278851453,0.36030385484122895,-33,2023-04-26,3
4,pa @ -3,DL5,0.1882215345180501,0.20240019747601937,-4,2023-04-26,3
4,2-but @ -3,DL5,0.21036003111078802,0.22620637934392157,9,2023-04-26,3
4,eb @ -3,DL5,0.15036368477223516,0.16169052903032086,1,2023-04-26,3
4,ep @ -3,DL5,0.38865026259654734,0.417927152172401,85,2023-04-26,3
4,B-cit @ -3,DL5,0.19284604450654474,0.2073730701990997,21,2023-04-26,3
4,Lin @ -3,DL5,-0.08628527967850218,-0.09278511989034718,31,2023-04-26,3
4,6al @ -3,DL5,0.2739752676834763,0.2946137296386937,177,2023-04-26,3
4,t2h @ -3,DL5,0.632712171053033,0.6803741596014563,221,2023-04-26,3
4,1-8ol @ -3,DL5,0.05509980332354895,0.05925045241041035,-18,2023-04-26,3
4,1-5ol @ -3,DL5,-0.019693817774585426,-0.021177346241699976,166,2023-04-26,3
4,1-6ol @ -3,DL5,0.6401664177047094,0.6883899320697737,96,2023-04-26,3
4,benz @ -3,DL5,0.3272217437010469,0.35187124423952654,200,2023-04-26,3
4,ms @ -3,DM2,0.11684239319757332,0.1256440901797645,-2,2023-04-26,3
4,ms @ -3,DM2,0.04865459390739315,0.05231972760283455,-2,2023-04-26,3
4,a-terp @ -3,DM2,0.18896047306472316,0.2031948000072984,63,2023-04-26,3
4,carene @ -3,DM2,0.07124550107871376,0.07661239998139933,11,2023-04-26,3
4,2h @ -3,DM2,0.7947790197066652,0.8546494477920624,111,2023-04-26,3
4,IaA @ -3,DM2,0.8986240065592518,0.9663170415117519,232,2023-04-26,3
4,pa @ -3,DM2,1.1368116251021707,1.2224472508040707,158,2023-04-26,3
4,2-but @ -3,DM2,0.39366509494114904,0.4233197500993889,84,2023-04-26,3
4,eb @ -3,DM2,1.2335877725962676,1.3265135119464437,193,2023-04-26,3
4,ep @ -3,DM2,0.8680623553513483,0.9334531917109755,188,2023-04-26,3
4,B-cit @ -3,DM2,-0.0004895659111735692,-0.0005264447415795316,25,2023-04-26,3
4,Lin @ -3,DM2,0.01845147255921994,0.019841415591855826,52,2023-04-26,3
4,6al @ -3,DM2,0.5043483444911571,0.5423407304753661,139,2023-04-26,3
4,t2h @ -3,DM2,0.10413555473086046,0.11198004997552354,49,2023-04-26,3
4,1-8ol @ -3,DM2,0.20734661478306662,0.22296596340867808,53,2023-04-26,3
4,1-5ol @ -3,DM2,0.5456937304005968,0.5868006499751209,179,2023-04-26,3
4,1-6ol @ -3,DM2,0.7031199107907904,0.7560856899704517,63,2023-04-26,3
4,benz @ -3,DM2,0.07423405260077355,0.07982607805378883,32,2023-04-26,3
4,ms @ -3,DM3,0.07045515106888889,0.07576251317926838,-6,2023-04-26,3
4,ms @ -3,DM3,0.025383599604267375,0.027295737364542806,-6,2023-04-26,3
4,a-terp @ -3,DM3,0.057034544766487116,0.06133093725566683,12,2023-04-26,3
4,carene @ -3,DM3,0.02116665829183488,0.02276113532462972,5,2023-04-26,3
4,2h @ -3,DM3,1.1550496522821667,1.2420591422502654,209,2023-04-26,3
4,IaA @ -3,DM3,0.8319185681378469,0.8945867055340584,122,2023-04-26,3
4,pa @ -3,DM3,2.2088718515054495,2.3752654024879907,241,2023-04-26,3
4,2-but @ -3,DM3,0.028724261499883223,0.030888050162887454,16,2023-04-26,3
4,eb @ -3,DM3,0.12873088586790224,0.1384281388824172,74,2023-04-26,3
4,ep @ -3,DM3,0.0815483676035803,0.0876913778706274,55,2023-04-26,3
4,B-cit @ -3,DM3,0.013897255318057985,0.014944130744401372,-1,2023-04-26,3
4,Lin @ -3,DM3,0.019489139547608312,0.020957249674825814,20,2023-04-26,3
4,6al @ -3,DM3,0.05551807412392354,0.059700231405205174,46,2023-04-26,3
4,t2h @ -3,DM3,0.20725918723613493,0.22287194997493828,37,2023-04-26,3
4,1-8ol @ -3,DM3,0.07024073093605868,0.07553194085214972,7,2023-04-26,3
4,1-5ol @ -3,DM3,0.040781411031744534,0.04385346058999561,62,2023-04-26,3
4,1-6ol @ -3,DM3,0.32041568114873825,0.34455248335412264,58,2023-04-26,3
4,benz @ -3,DM3,0.0979935394542375,0.105375358816925,22,2023-04-26,3
4,ms @ -3,DM4,0.2043711625060518,0.21976637134292265,-4,2023-04-26,3
4,ms @ -3,DM4,0.18379046990691275,0.19763534230352478,-4,2023-04-26,3
4,a-terp @ -3,DM4,0.19896586274428843,0.21395389222357367,-8,2023-04-26,3
4,carene @ -3,DM4,0.13235708115122002,0.14232749419959398,-4,2023-04-26,3
4,2h @ -3,DM4,0.44421818282164854,0.47768098456830904,25,2023-04-26,3
4,IaA @ -3,DM4,0.2871138942950669,0.308742084439109,46,2023-04-26,3
4,pa @ -3,DM4,0.44352755896754575,0.4769383362586458,65,2023-04-26,3
4,2-but @ -3,DM4,1.0976315144028785,1.180315715945563,144,2023-04-26,3
4,eb @ -3,DM4,0.9315269710416315,1.0016985749044758,39,2023-04-26,3
4,ep @ -3,DM4,0.8020285478630852,0.8624450803918309,99,2023-04-26,3
4,B-cit @ -3,DM4,0.07187143830495794,0.07728548884194768,-2,2023-04-26,3
4,Lin @ -3,DM4,-0.020657084116410627,-0.02221317510318833,-8,2023-04-26,3
4,6al @ -3,DM4,0.2314266179434569,0.24885990486105095,17,2023-04-26,3
4,t2h @ -3,DM4,0.21209564875520046,0.2280727404639254,3,2023-04-26,3
4,1-8ol @ -3,DM4,0.12021143313188443,0.12926691872462354,-7,2023-04-26,3
4,1-5ol @ -3,DM4,0.33323695719260343,0.3583395816785389,55,2023-04-26,3
4,1-6ol @ -3,DM4,0.5265016728059734,0.5661628613338302,35,2023-04-26,3
4,benz @ -3,DM4,0.15864832926350217,0.17059925291967082,6,2023-04-26,3
4,ms @ -3,DM5,-0.11325245593326427,-0.12178372418560142,2,2023-04-26,3
4,ms @ -3,DM5,-0.018641214253953414,-0.020045450462689407,2,2023-04-26,3
4,a-terp @ -3,DM5,-0.09331357063166734,-0.10034284956502017,-12,2023-04-26,3
4,carene @ -3,DM5,0.07297527274313748,0.07847247474576806,8,2023-04-26,3
4,2h @ -3,DM5,0.08672187364542534,0.09325460232947592,33,2023-04-26,3
4,IaA @ -3,DM5,0.22290517443129634,0.23969654396263768,-16,2023-04-26,3
4,pa @ -3,DM5,0.24974210177913703,0.26855508774595616,30,2023-04-26,3
4,2-but @ -3,DM5,-0.11268121397915376,-0.12116945077307929,1,2023-04-26,3
4,eb @ -3,DM5,1.069635667725156,1.150210951840922,125,2023-04-26,3
4,ep @ -3,DM5,0.566986214325051,0.6096970893336643,44,2023-04-26,3
4,B-cit @ -3,DM5,0.06591708050871874,0.07088259133668842,8,2023-04-26,3
4,Lin @ -3,DM5,0.027363823582652953,0.029425130928877784,-16,2023-04-26,3
4,6al @ -3,DM5,0.10423821802603554,0.11209044686114124,20,2023-04-26,3
4,t2h @ -3,DM5,0.01638829680121578,0.01762282151909455,11,2023-04-26,3
4,1-8ol @ -3,DM5,0.39120544270969954,0.4206748131178558,4,2023-04-26,3
4,1-5ol @ -3,DM5,0.14776075760179905,0.15889152425830608,47,2023-04-26,3
4,1-6ol @ -3,DM5,0.689900606601687,0.7418705801785722,137,2023-04-26,3
4,benz @ -3,DM5,0.12096711800088994,0.13007952907289208,7,2023-04-26,3
4,ms @ -3,DM6,0.07730513407356819,0.08312850302949729,35,2023-04-26,3
4,ms @ -3,DM6,-0.015753334825933784,-0.016940028078291338,35,2023-04-26,3
4,a-terp @ -3,DM6,0.1303510641720371,0.1401703646566514,19,2023-04-26,3
4,carene @ -3,DM6,0.05765159459833299,0.06199446923747719,2,2023-04-26,3
4,2h @ -3,DM6,0.6636225184823838,0.7136129727891843,170,2023-04-26,3
4,IaA @ -3,DM6,0.8971800188802125,0.9647642787413345,129,2023-04-26,3
4,pa @ -3,DM6,1.4034784452433886,1.5092019900802436,216,2023-04-26,3
4,2-but @ -3,DM6,-0.0023929358065831337,-0.002573194831505412,67,2023-04-26,3
4,eb @ -3,DM6,0.8659958545321981,0.9312310221013644,167,2023-04-26,3
4,ep @ -3,DM6,0.48049518372371164,0.5166907193747755,11,2023-04-26,3
4,B-cit @ -3,DM6,-0.01408267157723086,-0.015143514346112767,6,2023-04-26,3
4,Lin @ -3,DM6,0.35966765286643815,0.38676129249664776,84,2023-04-26,3
4,6al @ -3,DM6,0.14050040334159855,0.15108425002811157,29,2023-04-26,3
4,t2h @ -3,DM6,0.45892750202470695,0.49349835168870787,117,2023-04-26,3
4,1-8ol @ -3,DM6,0.19482288754081625,0.20949882813397236,44,2023-04-26,3
4,1-5ol @ -3,DM6,0.28732598045207214,0.30897014697281266,148,2023-04-26,3
4,1-6ol @ -3,DM6,1.0119853457074213,1.0882178510470986,173,2023-04-26,3
4,benz @ -3,DM6,0.745675024208405,0.8018464653322827,200,2023-04-26,3
4,ms @ -3,VA6,0.05217150833463865,0.05610156997492768,-5,2023-04-26,3
4,ms @ -3,VA6,0.13012052614694522,0.13992246028203345,-5,2023-04-26,3
4,a-terp @ -3,VA6,0.1785090944567019,0.19195612267116563,3,2023-04-26,3
4,carene @ -3,VA6,0.026482336715847116,0.028477241961917366,-5,2023-04-26,3
4,2h @ -3,VA6,-0.11154232123435033,-0.11994476563254816,32,2023-04-26,3
4,IaA @ -3,VA6,-0.008308289992965715,-0.008934150598496124,39,2023-04-26,3
4,pa @ -3,VA6,-0.12813056240865958,-0.13778259326506093,21,2023-04-26,3
4,2-but @ -3,VA6,0.060092482230083406,0.0646192280885197,17,2023-04-26,3
4,eb @ -3,VA6,-0.10159850272518113,-0.10925188272159446,27,2023-04-26,3
4,ep @ -3,VA6,0.13482965804061078,0.14498632944907144,18,2023-04-26,3
4,B-cit @ -3,VA6,-0.037009737217787976,-0.039797667894889664,5,2023-04-26,3
4,Lin @ -3,VA6,0.012699998802630182,0.013656685310633538,12,2023-04-26,3
4,6al @ -3,VA6,0.028888235114468738,0.031064375853026713,8,2023-04-26,3
4,t2h @ -3,VA6,0.022837449813481098,0.024557786992507942,-6,2023-04-26,3
4,1-8ol @ -3,VA6,0.10799345628616475,0.11612856591784655,35,2023-04-26,3
4,1-5ol @ -3,VA6,-0.004432367896545434,-0.004766256633940751,55,2023-04-26,3
4,1-6ol @ -3,VA6,0.008265470265580166,0.008888105275887868,58,2023-04-26,3
4,benz @ -3,VA6,-0.04316650238600214,-0.046418220049300685,-10,2023-04-26,3
4,ms @ -3,VC3,0.1369216117904378,0.14723586934980518,2,2023-04-26,3
4,ms @ -3,VC3,0.17496354992069507,0.18814349349414133,2,2023-04-26,3
4,a-terp @ -3,VC3,0.1482398040627825,0.1594066571231587,18,2023-04-26,3
4,carene @ -3,VC3,0.1681983163521412,0.18086863722568716,-4,2023-04-26,3
4,2h @ -3,VC3,0.0730453848002766,0.07854786831987076,119,2023-04-26,3
4,IaA @ -3,VC3,0.2502429512156019,0.26909366599687634,22,2023-04-26,3
4,pa @ -3,VC3,0.18311409446447094,0.19690801573343444,191,2023-04-26,3
4,2-but @ -3,VC3,0.06393332704864661,0.06874940241603476,13,2023-04-26,3
4,eb @ -3,VC3,0.07986686264187809,0.08588320572296704,121,2023-04-26,3
4,ep @ -3,VC3,0.27247431989928095,0.29299971597814095,1,2023-04-26,3
4,B-cit @ -3,VC3,0.04531610407971196,0.04872975049354924,11,2023-04-26,3
4,Lin @ -3,VC3,0.06833760659065914,0.07348545480943103,26,2023-04-26,3
4,6al @ -3,VC3,0.4029112783949076,0.43326244534800706,185,2023-04-26,3
4,t2h @ -3,VC3,0.41134711258370227,0.44233374800239733,227,2023-04-26,3
4,1-8ol @ -3,VC3,0.5647114384146402,0.6072509553423557,222,2023-04-26,3
4,1-5ol @ -3,VC3,0.7034867506446544,0.7564801637433611,188,2023-04-26,3
4,1-6ol @ -3,VC3,0.40130587757743824,0.43153611024338706,237,2023-04-26,3
4,benz @ -3,VC3,0.282847623498923,0.30415443694257405,83,2023-04-26,3
4,ms @ -3,VC4,0.05746155491243537,0.06179011392790835,-2,2023-04-26,3
4,ms @ -3,VC4,0.03430800490434087,0.03689241502268658,-2,2023-04-26,3
4,a-terp @ -3,VC4,0.1340606923743067,0.14415943786564692,18,2023-04-26,3
4,carene @ -3,VC4,0.05589913835089599,0.06011000106831922,11,2023-04-26,3
4,2h @ -3,VC4,0.22987584078477938,0.24719230819650706,36,2023-04-26,3
4,IaA @ -3,VC4,0.23231551675423115,0.24981576411114995,48,2023-04-26,3
4,pa @ -3,VC4,0.37352411166490135,0.4016615535337733,17,2023-04-26,3
4,2-but @ -3,VC4,0.0035318703649214202,0.0037979249353704697,21,2023-04-26,3
4,eb @ -3,VC4,0.13794903724153973,0.14834069040403466,112,2023-04-26,3
4,ep @ -3,VC4,0.08542639638045206,0.09186153721114251,47,2023-04-26,3
4,B-cit @ -3,VC4,0.00997763254246016,0.010729244143652596,19,2023-04-26,3
4,Lin @ -3,VC4,0.2172916969657095,0.23366020518519026,7,2023-04-26,3
4,6al @ -3,VC4,0.25261508984370057,0.27164449700565035,15,2023-04-26,3
4,t2h @ -3,VC4,0.3477108227650961,0.37390375852798935,47,2023-04-26,3
4,1-8ol @ -3,VC4,0.1395013373604407,0.15000992475286776,11,2023-04-26,3
4,1-5ol @ -3,VC4,0.3170654432729107,0.3409498732202959,126,2023-04-26,3
4,1-6ol @ -3,VC4,0.5340764114978257,0.5743082024659478,109,2023-04-26,3
4,benz @ -3,VC4,0.07357363111748291,0.07911590724906291,6,2023-04-26,3
4,ms @ -3,VM2,0.09940644169692524,0.1068946944958448,12,2023-04-26,3
4,ms @ -3,VM2,0.21319976674635757,0.22926003128067088,12,2023-04-26,3
4,a-terp @ -3,VM2,-0.11238481535671135,-0.12085072454513957,6,2023-04-26,3
4,carene @ -3,VM2,0.1979433117591406,0.21285431282712913,7,2023-04-26,3
4,2h @ -3,VM2,0.7927924169543487,0.8525131949429671,71,2023-04-26,3
4,IaA @ -3,VM2,0.9387239551850977,1.0094377053690065,96,2023-04-26,3
4,pa @ -3,VM2,0.8729801638322212,0.9387414570002082,89,2023-04-26,3
4,2-but @ -3,VM2,0.7230218052399181,0.7774867872304683,25,2023-04-26,3
4,eb @ -3,VM2,0.9185498733942032,0.9877439169891076,199,2023-04-26,3
4,ep @ -3,VM2,0.9370645463070305,1.0076532937953027,168,2023-04-26,3
4,B-cit @ -3,VM2,0.26255161278248323,0.2823295347734289,7,2023-04-26,3
4,Lin @ -3,VM2,0.07109908428171795,0.07645495365783364,1,2023-04-26,3
4,6al @ -3,VM2,0.44594854085128494,0.47954168986857865,44,2023-04-26,3
4,t2h @ -3,VM2,0.5774468686965698,0.6209457411733439,84,2023-04-26,3
4,1-8ol @ -3,VM2,0.32522627107728114,0.34972545335464006,28,2023-04-26,3
