panel,odor1,D,DA1,DA2,DA3,DA4l,DA4m,DC1,DC2,DC3,DC4,DL1,DL2d,DL2v,DL3,DL4,DL5,DM1,DM2,DM3,DM4,DM5,DM6,DP1l,DP1m,V,VA1d,VA1v,VA2,VA3,VA4,VA5,VA6,VA7l,VA7m,VC1,VC2,VC3,VC4,VC5,VL1,VL2a,VL2p,VM1,VM2,VM3,VM4,VM5d,VM5v,VM7d,VM7v,VP1d,VP1m,VP2,VP4
glomeruli_diagnostics,elac @ -7,0.0037184928804381728,0.0,0.031602928974469625,0.0,0.0,0.0,0.12150977063633077,0.03991234031128298,0.0330245998869832,0.01644196938909744,-0.04992143602916684,0.16450147374002216,0.15400103318694863,0.0,0.01335788584938106,0.07266061360455164,0.5041362625221991,0.11066233301112272,0.0290734067426445,0.3465529362471658,0.028597258338404184,0.040807297882404676,0.047868826162651916,0.13732780140208126,0.0,0.0,0.0,1.0166637679511201,0.11288776031877042,0.028126105400995173,0.01712421320716437,-0.00634179378622448,0.016996160326647105,0.1493827024495675,0.026845799336987036,0.022974224249310306,0.07189335657205698,0.4964836827040928,0.0,0.015379794695587664,0.052629235422402845,0.06964572548855884,0.0,0.19581418941091228,0.1257968222752851,0.048041305275144726,0.1719050027603835,0.11613873597543997,0.1858366277438022,0.049289054047941094,0.0,0.0,0.0,0.0
megamat,2h @ -3,0.30398329992743767,0.0,0.12367745655927719,0.0,0.0,0.0,0.2375176992209851,0.8044656461955326,0.06584524975077151,0.3164225708187225,0.08963295371144663,0.44295060207037795,0.35758844004871393,0.0,0.0,0.16434847026653604,0.4999738120746374,0.9369550732982764,0.8953593678557886,0.5242673118460608,0.06040939631626763,0.6964118752219248,0.2873509363717553,0.4909342244972073,0.0,0.0,0.0,0.30079663207562424,0.24073947549258187,0.4785500529542373,0.15224859635246332,-0.046455688602566804,0.1997935338743795,0.11495914097472765,0.07201939873654872,0.17964205034604275,0.291429047159559,0.25389338010444534,0.0,0.010607372840393954,0.1190982919923522,0.1528728780890754,0.0,0.9031302897728053,0.4385944264396873,0.0,0.5169113862397785,0.9292265847130834,0.8409115214970863,0.471702815896788,0.0,0.0,0.0,0.0
megamat,IaA @ -3,0.256824846979504,0.0,0.09559589613713777,0.0,0.0,0.0,0.23325321805955218,0.3372276602105824,0.054586994041299464,0.15767711986286195,0.4868560183562283,0.10526876392916931,0.13542569510829547,0.0,0.0,0.12236871497486458,0.37116599183870247,1.23603316574624,0.769590268162166,0.3373390475411846,0.22014782884551157,0.8023356434514102,0.07996219592205922,0.17846058615918658,0.0,0.0,0.0,0.272865005117587,0.07965924441851416,0.33690064452319685,0.0742285490044461,0.0005755834600296902,0.06111448612740058,0.18593710079716252,0.20739140970642908,0.09946738407841652,0.0862741685909674,0.22507060212654706,0.0,0.03753590898803315,0.05349794433024638,0.10667458578382832,0.0,1.1052509205214054,0.6750388112158003,0.0,0.7460280992504471,0.9846930238722178,0.22771474192668947,0.3756862854876903,0.0,0.0,0.0,0.0
megamat,pa @ -3,0.35050119621878023,0.0,0.20194209904486907,0.0,0.0,0.0,0.1638155202327386,1.1427076751074996,0.11650887332726387,0.31752853177399126,0.08588376053779422,0.10122859324535279,0.10480993174064225,0.0,0.0,0.10020314872925423,0.65595876095921,1.3578200330849204,1.628468070216096,0.4578981346148823,0.15203665234154398,1.196113843747689,0.09378397135436276,0.23903300817885073,0.0,0.0,0.0,0.30983222446941067,0.13500452549327494,0.5054675892313595,0.15379778329572605,-0.008665265147164529,0.18000037924633913,0.19271089029530636,0.10594504123147035,0.13265824534959378,0.4466081793648853,0.2796109819109433,0.0,0.025016861165180627,0.02694644780148249,0.09830322470964933,0.0,1.1139213691598164,0.4236816841951137,0.0,1.1214742187514737,0.9791931977469477,0.2791874945158972,0.3014172737736126,0.0,0.0,0.0,0.0
megamat,2-but @ -3,0.1139813166438058,0.0,0.06866379735597078,0.0,0.0,0.0,-0.035174167462707726,0.11985311045996706,0.026882056544086153,0.05732324080529051,0.08286498578007526,0.12011225000144767,0.13323530969405123,0.0,0.0,0.07149951633564333,0.7506059492579065,0.47010083715274653,0.04400048988698806,0.9403657434664504,0.015415805529757236,0.07311612046611934,0.11419761247276863,0.445083247984024,0.0,0.0,0.0,0.6704643264866506,0.06503016622484567,0.04125893760343629,0.039455676015356,-0.008966377952029154,0.09579871035589271,0.10045820681063256,0.22483386784826306,0.15397551050713074,0.01223723868208088,0.07873179661142629,0.0,-0.0006770670589444517,0.0245790311941304,0.10541337543566098,0.0,0.772735290309542,0.6999915065019001,0.0,0.17354380505927444,0.010133601109532774,1.0048840777333723,0.009474088024469177,0.0,0.0,0.0,0.0
megamat,eb @ -3,0.16419334200906585,0.0,0.08989989337694251,0.0,0.0,0.0,0.04992923058052621,0.17521877313515838,0.04011624448264804,0.11807226824673345,0.1801338037020435,0.2600017199545402,0.12986422630792646,0.0,0.0,0.22173194412243635,0.9710971868128843,1.3388502562008966,0.23765650854897968,0.6886385446168384,1.0692875624377867,0.689248356127577,0.06766377188409665,0.1756632559011669,0.0,0.0,0.0,0.4512971321241468,0.07513031344153463,0.04771652016607112,0.048920135531723384,0.022721283478505005,0.12039363324169351,0.1281852048779297,0.27075926876650214,0.14251459564951557,0.19018309791640586,0.45494765755074174,0.0,0.024706001198230538,0.04900124910013943,0.05885741697595878,0.0,1.2915436893820622,0.4677305199344252,0.0,0.4261112757935808,0.49430423268613954,1.1849253157077906,0.7653164628105835,0.0,0.0,0.0,0.0
megamat,ep @ -3,0.15681747889359007,0.0,0.08663550741450998,0.0,0.0,0.0,-0.027755861231884844,0.19400995445201177,0.05695442111944046,0.08108075491059512,0.24662786236184855,0.17772761268691747,0.15685749691403308,0.0,0.0,0.18454811962801473,0.6899072437610466,1.1653102229648613,0.13358218466330019,0.8029656330290442,0.8530003320202135,0.49830039545549343,0.0849733015474644,0.1842828909393083,0.0,0.0,0.0,0.5706968452195443,0.05622930385439012,0.10103996706320045,0.04384564246232832,0.12633130585995372,0.09705544056986515,0.15357578510154685,0.34049248343914185,0.20142301150109865,0.11962210679283986,0.17449508129130453,0.0,0.02130925796107766,0.02536991810924738,0.09457411266381968,0.0,1.1814398625632494,0.3357838847886301,0.0,0.2331580251124833,0.19132382228519876,0.9638214421278085,0.3825970548244211,0.0,0.0,0.0,0.0
megamat,aa @ -3,0.054164790490734825,0.0,0.056519745970404704,0.0,0.0,0.0,-0.1810252689404889,0.2264759254180488,0.0032512296138496625,0.5235779515800529,0.04654878777912468,0.26904405585931407,0.28745797676990686,0.0,0.0,0.2188417328014098,0.3699559291183409,0.29190589668285505,0.08656655894706536,0.39759330083199246,0.06570401758173629,0.0588346264316932,0.2992170023379677,0.37538518796607373,0.0,0.0,0.0,0.12456277261603292,0.07373391823240756,0.053711488612794615,0.05099979043104821,0.17286958301002345,0.14684111032989014,0.17691130975631048,0.059936696642035193,0.19858623381276977,0.05218188003627263,0.04871213660111713,0.0,0.08016873697123798,0.13431934770381077,0.168374597211607,0.0,0.10560834182929135,0.04977462072369876,0.0,0.26162231153977983,0.2428813899883871,0.05282213826457157,0.06981888570498171,0.0,0.0,0.0,0.0
megamat,va @ -3,0.05611260558833243,0.0,0.10450680514398313,0.0,0.0,0.0,-0.10631322866507065,0.09270222733536995,0.02725854732524379,0.9651757404690052,0.11415803135619548,0.4373303587721546,0.3741805127529866,0.0,0.0,0.4295294827588619,0.2738598575094427,0.6466181326186587,0.17654878750207192,0.1921678516973034,0.08357218647305127,0.41739503642146314,-0.09942634905494145,0.33200838312928493,0.0,0.0,0.0,0.13679861171923385,0.07929522476871685,0.05536134157954054,0.07893690029606452,0.1594068772289421,0.15575595298255182,0.1848693408671513,0.08404536552202468,0.14237732091100533,0.11312543016283919,0.06800593403755759,0.0,0.10041580896969367,0.6170955711967793,0.27509972990057857,0.0,0.13814761528449357,0.08483762545276252,0.0,0.1737249646319111,0.24971704751447196,0.8425398490470384,0.08776851551505582,0.0,0.0,0.0,0.0
megamat,B-cit @ -3,0.333595914531032,0.0,0.02714558619145234,0.0,0.0,0.0,0.014883451217256656,0.029885111251718714,0.03601692870753183,0.04374678531991447,-0.0003567879297207051,0.22488663508345674,0.26602767992086174,0.0,0.0,0.07759701319959969,0.13463546190555686,0.05521906229399552,0.03360981509507632,0.10491916368531988,0.2124283259545181,0.015275885253043733,0.13818255183152703,0.352701925918986,0.0,0.0,0.0,0.19252370799406301,0.016037823867924857,0.016650386296018796,0.0025144127348056483,0.08937081774156402,0.00019076743898301628,-0.008230497142303526,0.14240470109192005,0.020991988170413884,0.022031196130342903,0.028707410629456094,0.0,0.014183190874157411,0.053312119468476936,0.07929874806849103,0.0,0.44911831908182087,0.10832275902628559,0.0,0.1649195520168243,0.20928258874348832,0.1374659170352747,0.018763310510030096,0.0,0.0,0.0,0.0
