olfactometer_name	olfactometer_abbrev	cid	MolecularWeight	CanonicalSMILES	IsomericSMILES	InChI	InChIKey	IUPACName	name
hexanal	6al	101386182	102.16	CCCCCC=O	CCCCCC=[18O]	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3/i7+2	JARKCYVAAOWBJS-WGGUOBTBSA-N	hexan(18O)al	hexan(18O)al
hexanal	6al	166512695	106.20	CCCCCC=O	[2H]C([2H])(CC)C([2H])([2H])C([2H])([2H])C=O	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3/i3D2,4D2,5D2	JARKCYVAAOWBJS-RUJHVMJGSA-N	2,2,3,3,4,4-hexadeuteriohexanal	2,2,3,3,4,4-hexadeuteriohexanal
b-citronellol	B-cit	7793	156.26	CC(CCC=C(C)C)CCO	C[C@@H](CCC=C(C)C)CCO	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/t10-/m0/s1	QMVPMAAFGQKVCJ-JTQLQIEISA-N	(3S)-3,7-dimethyloct-6-en-1-ol	7540-51-4
b-citronellol	B-cit	8842	156.26	CC(CCC=C(C)C)CCO	CC(CCC=C(C)C)CCO	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3	QMVPMAAFGQKVCJ-UHFFFAOYSA-N	3,7-dimethyloct-6-en-1-ol	citronellol
b-citronellol	B-cit	101977	156.26	CC(CCC=C(C)C)CCO	C[C@H](CCC=C(C)C)CCO	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/t10-/m1/s1	QMVPMAAFGQKVCJ-SNVBAGLBSA-N	(3R)-3,7-dimethyloct-6-en-1-ol	d-citronellol
b-citronellol	B-cit	10702095	159.28	CC(CCC=C(C)C)CCO	[2H]C([2H])([2H])/C(=C\CCC(C)CCO)/C	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/i1D3/b9-5+	QMVPMAAFGQKVCJ-SQQQLFPOSA-N	(Z)-8,8,8-trideuterio-3,7-dimethyloct-6-en-1-ol	(Z)-8,8,8-trideuterio-3,7-dimethyloct-6-en-1-ol
b-citronellol	B-cit	12303289	158.28	CC(CCC=C(C)C)CCO	[2H]C([2H])(CC(C)CCC=C(C)C)O	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/i8D2	QMVPMAAFGQKVCJ-MGVXTIMCSA-N	1,1-dideuterio-3,7-dimethyloct-6-en-1-ol	6-octen-1,1-d2-1-ol, 3,7-dimethyl-
b-citronellol	B-cit	16054093	159.28	CC(CCC=C(C)C)CCO	[2H]C([2H])([2H])/C(=C/CCC(C)CCO)/C	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/i1D3/b9-5-	QMVPMAAFGQKVCJ-FUPYRRPXSA-N	(E)-8,8,8-trideuterio-3,7-dimethyloct-6-en-1-ol	(E)-8,8,8-trideuterio-3,7-dimethyloct-6-en-1-ol
b-citronellol	B-cit	102502416	157.27	CC(CCC=C(C)C)CCO	[2H]C(CC(C)CCC=C(C)C)O	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/i8D	QMVPMAAFGQKVCJ-BNEYPBHNSA-N	1-deuterio-3,7-dimethyloct-6-en-1-ol	1-deuterio-3,7-dimethyloct-6-en-1-ol
b-citronellol	B-cit	134965628	159.28	CC(CCC=C(C)C)CCO	[2H]C(C([2H])([2H])[C@H](C)CCC=C(C)C)O	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/t10-/m1/s1/i7D2,8D/t8?,10-	QMVPMAAFGQKVCJ-UBGUFCQCSA-N	(3R)-1,2,2-trideuterio-3,7-dimethyloct-6-en-1-ol	(3R)-1,2,2-trideuterio-3,7-dimethyloct-6-en-1-ol
b-citronellol	B-cit	141599061	157.27	CC(CCC=C(C)C)CCO	[2H]C/C(=C\CCC(C)CCO)/C	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/i1D/b9-5+	QMVPMAAFGQKVCJ-FLAGVMTMSA-N	(Z)-8-deuterio-3,7-dimethyloct-6-en-1-ol	(Z)-8-deuterio-3,7-dimethyloct-6-en-1-ol
b-citronellol	B-cit	162415691	157.27	CC(CCC=C(C)C)CCO	[H][C@@]([2H])(CC(C)CCC=C(C)C)O	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/i8D/t8-,10?/m1/s1	QMVPMAAFGQKVCJ-QTTREFHUSA-N	(1R)-1-deuterio-3,7-dimethyloct-6-en-1-ol	(1R)-1-deuterio-3,7-dimethyloct-6-en-1-ol
isopentyl acetate	IaA	31276	130.18	CC(C)CCOC(=O)C	CC(C)CCOC(=O)C	InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3	MLFHJEHSLIIPHL-UHFFFAOYSA-N	3-methylbutyl acetate	isoamyl acetate
isopentyl acetate	IaA	129885575	133.20	CC(C)CCOC(=O)C	[2H]C([2H])([2H])C(=O)OCCC(C)C	InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3/i3D3	MLFHJEHSLIIPHL-HPRDVNIFSA-N	3-methylbutyl 2,2,2-trideuterioacetate	3-methylbutyl acetate-d3
linalool	Lin	6549	154.25	CC(=CCCC(C)(C=C)O)C	CC(=CCCC(C)(C=C)O)C	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3	CDOSHBSSFJOMGT-UHFFFAOYSA-N	3,7-dimethylocta-1,6-dien-3-ol	linalool
linalool	Lin	67179	154.25	CC(=CCCC(C)(C=C)O)C	CC(=CCC[C@@](C)(C=C)O)C	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/t10-/m1/s1	CDOSHBSSFJOMGT-SNVBAGLBSA-N	(3S)-3,7-dimethylocta-1,6-dien-3-ol	126-90-9
linalool	Lin	443158	154.25	CC(=CCCC(C)(C=C)O)C	CC(=CCC[C@](C)(C=C)O)C	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/t10-/m0/s1	CDOSHBSSFJOMGT-JTQLQIEISA-N	(3R)-3,7-dimethylocta-1,6-dien-3-ol	(-)-linalool
linalool	Lin	44119885	157.27	CC(=CCCC(C)(C=C)O)C	[2H]C(=C([2H])C(C)(CCC=C(C)C)O)[2H]	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/i1D2,5D	CDOSHBSSFJOMGT-WSWICNJZSA-N	1,1,2-trideuterio-3,7-dimethylocta-1,6-dien-3-ol	(+/-)-linalool-d3
linalool	Lin	129849222	159.28	CC(=CCCC(C)(C=C)O)C	[2H]C([2H])C(CCC=C(C)C)(C(=C([2H])[2H])[2H])O	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/i1D2,4D2,5D	CDOSHBSSFJOMGT-GYCZTXFPSA-N	1,1,2-trideuterio-3-(dideuteriomethyl)-7-methylocta-1,6-dien-3-ol	1,1,2-trideuterio-3-(dideuteriomethyl)-7-methylocta-1,6-dien-3-ol
linalool	Lin	129851089	157.27	CC(=CCCC(C)(C=C)O)C	[2H]C([2H])([2H])C(CCC=C(C)C)(C=C)O	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/i4D3	CDOSHBSSFJOMGT-GKOSEXJESA-N	7-methyl-3-(trideuteriomethyl)octa-1,6-dien-3-ol	trideutero linalool
linalool	Lin	134979596	155.26	CC(=CCCC(C)(C=C)O)C	[2H]C=CC(C)(CCC=C(C)C)O	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/i1D	CDOSHBSSFJOMGT-MICDWDOJSA-N	1-deuterio-3,7-dimethylocta-1,6-dien-3-ol	1-deuterio-3,7-dimethylocta-1,6-dien-3-ol
acetic acid	aa	175	59.04	CC(=O)[O-]	CC(=O)[O-]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1	QTBSBXVTEAMEQO-UHFFFAOYSA-M	acetate	acetate
acetic acid	aa	176	60.05	CC(=O)O	CC(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)	QTBSBXVTEAMEQO-UHFFFAOYSA-N	acetic acid	acetic acid
acetic acid	aa	136860	63.07	CC(=O)O	[2H]C([2H])([2H])C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1D3	QTBSBXVTEAMEQO-FIBGUPNXSA-N	2,2,2-trideuterioacetic acid	acetic acid-2,2,2-d3
acetic acid	aa	164769	62.045	CC(=O)O	C[14C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i2+2	QTBSBXVTEAMEQO-HQMMCQRPSA-N	acetic acid	acetic acid c-14
acetic acid	aa	450347	59.053	CC(=O)O	[11CH3]C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1-1	QTBSBXVTEAMEQO-BJUDXGSMSA-N	acetic acid	moli001149
acetic acid	aa	450349	59.053	CC(=O)O	C[11C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i2-1	QTBSBXVTEAMEQO-JVVVGQRLSA-N	acetic acid	acetic acid c-11
acetic acid	aa	2723902	61.06	CC(=O)O	[2H]OC(=O)C	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i/hD	QTBSBXVTEAMEQO-DYCDLGHISA-N	deuterio acetate	acetic acid-d
acetic acid	aa	2723903	64.08	CC(=O)O	[2H]C([2H])([2H])C(=O)O[2H]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1D3/hD	QTBSBXVTEAMEQO-GUEYOVJQSA-N	deuterio 2,2,2-trideuterioacetate	acetic acid-d4
acetic acid	aa	6912037	62.06	CC(=O)O	[3H]CC(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1T	QTBSBXVTEAMEQO-CNRUNOGKSA-N	2-tritioacetic acid	2-tritioacetic acid
acetic acid	aa	10153982	61.045	CC(=O)O	C[13C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i2+1	QTBSBXVTEAMEQO-VQEHIDDOSA-N	acetic acid	acetic acid-1-13c
acetic acid	aa	10887817	63.07	CC(=O)O	[2H]C([3H])C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1TD	QTBSBXVTEAMEQO-XIGASBNHSA-N	2-deuterio-2-tritioacetic acid	2-deuterio-2-tritioacetic acid
acetic acid	aa	11182567	62.037	CC(=O)O	[13CH3][13C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+1,2+1	QTBSBXVTEAMEQO-ZDOIIHCHSA-N	acetic acid	acetic acid-13c2
acetic acid	aa	11378450	64.037	CC(=O)O	[14CH3][14C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+2,2+2	QTBSBXVTEAMEQO-XPULMUKRSA-N	acetic acid	acetic acid
acetic acid	aa	12220503	62.045	CC(=O)O	[14CH3]C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+2	QTBSBXVTEAMEQO-NJFSPNSNSA-N	acetic acid	acetic acid
acetic acid	aa	12220504	61.045	CC(=O)O	[13CH3]C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+1	QTBSBXVTEAMEQO-OUBTZVSYSA-N	acetic acid	acetic acid-2-13c
acetic acid	aa	12220505	62.05	CC(=O)O	CC(=[18O])O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i3+2	QTBSBXVTEAMEQO-YZRHJBSPSA-N	acetic acid	acetic acid
acetic acid	aa	12220506	61.06	CC(=O)O	[2H]CC(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1D	QTBSBXVTEAMEQO-MICDWDOJSA-N	2-deuterioacetic acid	deuteroacetic acid
acetic acid	aa	12220507	62.06	CC(=O)O	[2H]C([2H])C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1D2	QTBSBXVTEAMEQO-DICFDUPASA-N	2,2-dideuterioacetic acid	2,2-dideuterioacetic acid
acetic acid	aa	12220510	64.063	CC(=O)O	[2H]C([2H])([2H])[13C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1D3,2+1	QTBSBXVTEAMEQO-HZPPXAECSA-N	2,2,2-trideuterioacetic acid	acetic acid-1-13c-2,2,2-d3
acetic acid	aa	12220511	64.063	CC(=O)O	[2H][13C]([2H])([2H])C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+1D3	QTBSBXVTEAMEQO-KQORAOOSSA-N	2,2,2-trideuterioacetic acid	79562-15-5
acetic acid	aa	12220513	66.08	CC(=O)O	[3H]C([3H])([3H])C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1T3	QTBSBXVTEAMEQO-RLXJOQACSA-N	2,2,2-tritritioacetic acid	2,2,2-tritritioacetic acid
acetic acid	aa	12247676	65.056	CC(=O)O	[2H][13C]([2H])([2H])[13C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+1D3,2+1	QTBSBXVTEAMEQO-SCDGQEOFSA-N	2,2,2-trideuterioacetic acid	107745-70-0
acetic acid	aa	12247680	65.044	CC(=O)O	C[13C](=[18O])[18OH]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i2+1,3+2,4+2	QTBSBXVTEAMEQO-MJNZQUNXSA-N	acetic acid	acetic acid
acetic acid	aa	16211886	65.069	CC(=O)O	[2H]C([2H])([2H])[13C](=O)O[2H]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1D3,2+1/hD	QTBSBXVTEAMEQO-OIFRIMMXSA-N	deuterio 2,2,2-trideuterioacetate	63459-47-2
acetic acid	aa	16213363	64.05	CC(=O)O	CC(=[18O])[18OH]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i3+2,4+2	QTBSBXVTEAMEQO-NUQCWPJISA-N	acetic acid	acetic acid-18o2
acetic acid	aa	16213521	62.05	CC(=O)O	CC(=[17O])[17OH]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i3+1,4+1	QTBSBXVTEAMEQO-CQDYUVAPSA-N	acetic acid	acetic acid-17o2, 20 atom % 17o
acetic acid	aa	54245616	62.06	CC(=O)O	[3H]OC(=O)C	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i/hT	QTBSBXVTEAMEQO-MNYXATJNSA-N	tritio acetate	tritio acetate
acetic acid	aa	56951349	66.062	CC(=O)O	[2H][13C]([2H])([2H])[13C](=O)O[2H]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+1D3,2+1/hD	QTBSBXVTEAMEQO-KXDICUDOSA-N	deuterio 2,2,2-trideuterioacetate	acetic acid-13c2,d4, 98 atom % d, 99 atom % 13c
acetic acid	aa	57616952	65.056	CC(=O)O	[2H][13CH]([2H])[13C](=O)O[2H]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+1D2,2+1/hD	QTBSBXVTEAMEQO-GLDNNCGESA-N	deuterio 2,2-dideuterioacetate	deuterio 2,2-dideuterioacetate
acetic acid	aa	59032882	64.056	CC(=O)O	C[16C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i2+4	QTBSBXVTEAMEQO-XKBLRHCCSA-N	acetic acid	acetic acid
acetic acid	aa	71309200	60.031	CC(=O)O	[12CH3][12C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+0,2+0	QTBSBXVTEAMEQO-ZCWHFVSRSA-N	acetic acid	(~12~c_2_)acetic acid
acetic acid	aa	91407193	63.07	CC(=O)O	[2H]C([2H])C(=O)O[2H]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1D2/hD	QTBSBXVTEAMEQO-RIAYTAFFSA-N	deuterio 2,2-dideuterioacetate	deuterio 2,2-dideuterioacetate
acetic acid	aa	102009676	63.044	CC(=O)O	C[13C](=[18O])O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i2+1,3+2	QTBSBXVTEAMEQO-JFJVQQHZSA-N	acetic acid	acetic acid
acetic acid	aa	117064234	65.069	CC(=O)O	[2H][13C]([2H])([2H])C(=O)O[2H]	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+1D3/hD	QTBSBXVTEAMEQO-QSDIBYPISA-N	deuterio 2,2,2-trideuterioacetate	acetic acid-2-13c,d4
acetic acid	aa	134081558	60.041	CC(=O)O	[12CH3]C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+0	QTBSBXVTEAMEQO-IGMARMGPSA-N	acetic acid	acetic acid
acetic acid	aa	134081802	63.060	CC(=O)O	[2H][12C]([2H])([2H])C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+0D3	QTBSBXVTEAMEQO-GIOFAXNUSA-N	2,2,2-trideuterioacetic acid	2,2,2-trideuterioacetic acid
acetic acid	aa	146028093	63.07	CC(=O)O	[H][C@]([2H])([3H])C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1TD/t1-/m0/s1	QTBSBXVTEAMEQO-LWMVNMIGSA-N	(2S)-2-deuterio-2-tritioacetic acid	(2S)-2-deuterio-2-tritioacetic acid
acetic acid	aa	146032086	63.07	CC(=O)O	[H][C@@]([2H])([3H])C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1TD/t1-/m1/s1	QTBSBXVTEAMEQO-JNGZLSEDSA-N	(2R)-2-deuterio-2-tritioacetic acid	(2R)-2-deuterio-2-tritioacetic acid
acetic acid	aa	153807964	67.076	CC(=O)O	C[19C](=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i2+7	QTBSBXVTEAMEQO-WVAWLFATSA-N	acetic acid	acetic acid
acetic acid	aa	160511321	67.076	CC(=O)O	[19CH3]C(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/i1+7	QTBSBXVTEAMEQO-RKEGKUSMSA-N	acetic acid	acetic acid
benzaldehyde	benz	240	106.12	C1=CC=C(C=C1)C=O	C1=CC=C(C=C1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H	HUMNYLRZRPPJDN-UHFFFAOYSA-N	benzaldehyde	benzaldehyde
benzaldehyde	benz	451255	105.12	C1=CC=C(C=C1)C=O	C1=CC=C(C=C1)[11CH]=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i6-1	HUMNYLRZRPPJDN-KWCOIAHCSA-N	benzaldehyde	moli001868
benzaldehyde	benz	10351662	107.12	C1=CC=C(C=C1)C=O	C1=CC=C(C=C1)C=[17O]	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i8+1	HUMNYLRZRPPJDN-VJJZLTLGSA-N	(17O)benzaldehyde	(17O)benzaldehyde
benzaldehyde	benz	10877067	107.11	C1=CC=C(C=C1)C=O	C1=CC=C(C=C1)[13CH]=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i6+1	HUMNYLRZRPPJDN-PTQBSOBMSA-N	benzaldehyde	10383-90-1
benzaldehyde	benz	10887848	107.13	C1=CC=C(C=C1)C=O	[2H]C(=O)C1=CC=CC=C1	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i6D	HUMNYLRZRPPJDN-RAMDWTOOSA-N	deuterio(phenyl)methanone	deuterio(phenyl)methanone
benzaldehyde	benz	10931392	112.078	C1=CC=C(C=C1)C=O	[13CH]1=[13CH][13CH]=[13C]([13CH]=[13CH]1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i1+1,2+1,3+1,4+1,5+1,7+1	HUMNYLRZRPPJDN-ZXJNGCBISA-N	(1,2,3,4,5,6-13C6)cyclohexatrienecarbaldehyde	benz-13c6-aldehyde
benzaldehyde	benz	11007839	107.11	C1=CC=C(C=C1)C=O	C1=CC=[13C](C=C1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i7+1	HUMNYLRZRPPJDN-CDYZYAPPSA-N	(113C)cyclohexatrienecarbaldehyde	schembl9236967
benzaldehyde	benz	11159309	111.15	C1=CC=C(C=C1)C=O	[2H]C1=C(C(=C(C(=C1[2H])[2H])C=O)[2H])[2H]	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i1D,2D,3D,4D,5D	HUMNYLRZRPPJDN-RALIUCGRSA-N	2,3,4,5,6-pentadeuteriobenzaldehyde	benzaldehyde-2,3,4,5,6-d5
benzaldehyde	benz	12998375	108.13	C1=CC=C(C=C1)C=O	[3H]C(=O)C1=CC=CC=C1	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i6T	HUMNYLRZRPPJDN-NGIXYFTOSA-N	phenyl(tritio)methanone	schembl15086917
benzaldehyde	benz	12998376	107.13	C1=CC=C(C=C1)C=O	[2H]C1=C(C=CC=C1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i4D	HUMNYLRZRPPJDN-QYKNYGDISA-N	2-deuteriobenzaldehyde	deuterobenzaldehyde
benzaldehyde	benz	12998377	108.11	C1=CC=C(C=C1)C=O	C1=CC=C(C=C1)[14CH]=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i6+2	HUMNYLRZRPPJDN-ZQBYOMGUSA-N	benzaldehyde	benzaldehyde
benzaldehyde	benz	12998378	112.16	C1=CC=C(C=C1)C=O	[2H]C1=C(C(=C(C(=C1[2H])[2H])C(=O)[2H])[2H])[2H]	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i1D,2D,3D,4D,5D,6D	HUMNYLRZRPPJDN-MZWXYZOWSA-N	deuterio-(2,3,4,5,6-pentadeuteriophenyl)methanone	benzaldehyde-d6
benzaldehyde	benz	12998379	108.12	C1=CC=C(C=C1)C=O	C1=CC=C(C=C1)C=[18O]	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i8+2	HUMNYLRZRPPJDN-PPJXEINESA-N	(18O)benzaldehyde	(18o)benzaldehyde
benzaldehyde	benz	16213526	108.12	C1=CC=C(C=C1)C=O	[2H][13C](=O)C1=CC=CC=C1	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i6+1D	HUMNYLRZRPPJDN-KFNOGTNBSA-N	deuterio(phenyl)(113C)methanone	155638-70-3
benzaldehyde	benz	18635297	108.13	C1=CC=C(C=C1)C=O	[2H]C1=C(C=CC=C1)C(=O)[2H]	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i4D,6D	HUMNYLRZRPPJDN-QRZVFWKLSA-N	deuterio-(2-deuteriophenyl)methanone	schembl9483694
benzaldehyde	benz	22861502	106.11	C1=CC=C(C=C1)C=O	C1=CC=[12C](C=C1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i7+0	HUMNYLRZRPPJDN-BNTXRSFWSA-N	(112C)cyclohexatrienecarbaldehyde	(112C)cyclohexatrienecarbaldehyde
benzaldehyde	benz	53897190	108.11	C1=CC=C(C=C1)C=O	C1=CC=[14C](C=C1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i7+2	HUMNYLRZRPPJDN-WGGUOBTBSA-N	(114C)cyclohexatrienecarbaldehyde	(114C)cyclohexatrienecarbaldehyde
benzaldehyde	benz	59037040	107.13	C1=CC=C(C=C1)C=O	[2H]C1=CC=C(C=C1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i1D	HUMNYLRZRPPJDN-MICDWDOJSA-N	4-deuteriobenzaldehyde	4-deuteriobenzaldehyde
benzaldehyde	benz	59963775	108.13	C1=CC=C(C=C1)C=O	[3H]C1=C(C=CC=C1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i4T	HUMNYLRZRPPJDN-IBTRZKOZSA-N	2-tritiobenzaldehyde	2-tritiobenzaldehyde
benzaldehyde	benz	100957051	113.071	C1=CC=C(C=C1)C=O	[13CH]1=[13CH][13CH]=[13C]([13CH]=[13CH]1)[13CH]=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i1+1,2+1,3+1,4+1,5+1,6+1,7+1	HUMNYLRZRPPJDN-BNUYUSEDSA-N	(1,2,3,4,5,6-13C6)cyclohexatrienecarbaldehyde	(1,2,3,4,5,6-13C6)cyclohexatrienecarbaldehyde
benzaldehyde	benz	117064281	113.15	C1=CC=C(C=C1)C=O	[2H]C1=C(C(=C(C(=C1[2H])[2H])[13C](=O)[2H])[2H])[2H]	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i1D,2D,3D,4D,5D,6+1D	HUMNYLRZRPPJDN-KPGMFROBSA-N	deuterio-(2,3,4,5,6-pentadeuteriophenyl)(113C)methanone	benzaldehyde-alpha-13c,d6, 98 atom % d, 99 atom % 13c
benzaldehyde	benz	124004125	112.078	C1=CC=C(C=C1)C=O	C1=[13CH][13CH]=[13CH][13CH]=[13C]1[13CH]=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i1+1,2+1,3+1,4+1,6+1,7+1	HUMNYLRZRPPJDN-ZFJHNFROSA-N	(1,2,3,4,5-13C5)cyclohexatrienecarbaldehyde	(1,2,3,4,5-13C5)cyclohexatrienecarbaldehyde
benzaldehyde	benz	163629041	110.15	C1=CC=C(C=C1)C=O	[2H]C1=CC(=C(C(=C1[2H])C=O)[2H])[2H]	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H/i2D,3D,4D,5D	HUMNYLRZRPPJDN-QFFDRWTDSA-N	2,3,5,6-tetradeuteriobenzaldehyde	2,3,5,6-tetradeuteriobenzaldehyde
ethyl butyrate	eb	7762	116.16	CCCC(=O)OCC	CCCC(=O)OCC	InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3	OBNCKNCVKJNDBV-UHFFFAOYSA-N	ethyl butanoate	ethyl butyrate
ethyl butyrate	eb	12254374	119.18	CCCC(=O)OCC	[2H]C([2H])([2H])CCC(=O)OCC	InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3/i1D3	OBNCKNCVKJNDBV-FIBGUPNXSA-N	ethyl 4,4,4-trideuteriobutanoate	113435-99-7
