olfactometer_name	olfactometer_abbrev	cid	MolecularWeight	CanonicalSMILES	IsomericSMILES	InChI	InChIKey	IUPACName	name
ethyl butyrate	eb	91748625	123.20	CCCC(=O)OCC	[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C(=O)OCC	InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3/i1D3,3D2,5D2	OBNCKNCVKJNDBV-HJHJEWFGSA-N	ethyl 2,2,3,3,4,4,4-heptadeuteriobutanoate	ethyl butanoate-d3
ethyl butyrate	eb	129885526	121.19	CCCC(=O)OCC	[2H]CC([2H])([2H])C([2H])([2H])C(=O)OCC	InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3/i1D,3D2,5D2	OBNCKNCVKJNDBV-KIULXSTESA-N	ethyl 2,2,3,3,4-pentadeuteriobutanoate	ethyl butanoate-d5
ethyl butyrate	eb	131667872	121.19	CCCC(=O)OCC	[2H]C([2H])([2H])C([2H])([2H])OC(=O)CCC	InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3/i2D3,4D2	OBNCKNCVKJNDBV-PVGOWFQYSA-N	1,1,2,2,2-pentadeuterioethyl butanoate	ethyl-d5butyrate
ethyl butyrate	eb	157463359	118.14	CCCC(=O)OCC	CC[13CH2][13C](=O)OCC	InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3/i5+1,6+1	OBNCKNCVKJNDBV-MPOCSFTDSA-N	ethyl (1,2-13C2)butanoate	ethyl (1,2-13C2)butanoate
ethyl propionate	ep	7749	102.13	CCC(=O)OCC	CCC(=O)OCC	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3	FKRCODPIKNYEAC-UHFFFAOYSA-N	ethyl propanoate	ethyl propionate
ethyl propionate	ep	12229102	103.14	CCC(=O)OCC	[2H]C(C)C(=O)OCC	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3/i3D	FKRCODPIKNYEAC-WFVSFCRTSA-N	ethyl 2-deuteriopropanoate	ethyl 2-deuteriopropanoate
ethyl propionate	ep	12229103	103.12	CCC(=O)OCC	CC[13C](=O)OCC	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3/i5+1	FKRCODPIKNYEAC-HOSYLAQJSA-N	ethyl (113C)propanoate	ethyl propionate-1-13c
ethyl propionate	ep	89254459	107.16	CCC(=O)OCC	[2H]C([2H])([2H])C([2H])([2H])C(=O)OCC	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3/i1D3,3D2	FKRCODPIKNYEAC-WNWXXORZSA-N	ethyl 2,2,3,3,3-pentadeuteriopropanoate	schembl14133738
ethyl propionate	ep	129773439	103.14	CCC(=O)OCC	[2H]CCOC(=O)CC	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3/i2D	FKRCODPIKNYEAC-VMNATFBRSA-N	2-deuterioethyl propanoate	deuteroethyl propionate
ethyl propionate	ep	163553036	104.14	CCC(=O)OCC	[2H]CC([2H])C(=O)OCC	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3/i1D,3D	FKRCODPIKNYEAC-SDTNDFKLSA-N	ethyl 2,3-dideuteriopropanoate	ethyl 2,3-dideuteriopropanoate
ethyl propionate	ep	169445892	105.15	CCC(=O)OCC	[2H]C([2H])([2H])CC(=O)OCC	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3/i1D3	FKRCODPIKNYEAC-FIBGUPNXSA-N	ethyl 3,3,3-trideuteriopropanoate	propionic acid ethyl-d3 ester
methyl salicylate	ms	4133	152.15	COC(=O)C1=CC=CC=C1O	COC(=O)C1=CC=CC=C1O	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3	OSWPMRLSEDHDFF-UHFFFAOYSA-N	methyl 2-hydroxybenzoate	methyl salicylate
methyl salicylate	ms	11378589	151.15	COC(=O)C1=CC=CC=C1O	[11CH3]OC(=O)C1=CC=CC=C1O	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3/i1-1	OSWPMRLSEDHDFF-BJUDXGSMSA-N	(111C)methyl 2-hydroxybenzoate	(111C)methyl 2-hydroxybenzoate
methyl salicylate	ms	12196098	153.15	COC(=O)C1=CC=CC=C1O	[2H]C1=C(C(=CC=C1)C(=O)OC)O	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3/i5D	OSWPMRLSEDHDFF-UICOGKGYSA-N	methyl 3-deuterio-2-hydroxybenzoate	methyl 3-deuterio-2-hydroxybenzoate
methyl salicylate	ms	16216930	156.17	COC(=O)C1=CC=CC=C1O	[2H]C([2H])([2H])OC(=O)C1=CC=CC=C1O[2H]	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3/i1D3/hD	OSWPMRLSEDHDFF-GUEYOVJQSA-N	trideuteriomethyl 2-deuteriooxybenzoate	methyl-d3 salicylate-od
methyl salicylate	ms	129849694	156.17	COC(=O)C1=CC=CC=C1O	[2H]C1=C(C(=C(C(=C1[2H])C(=O)OC)O)[2H])[2H]	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3/i2D,3D,4D,5D	OSWPMRLSEDHDFF-QFFDRWTDSA-N	methyl 2,3,4,5-tetradeuterio-6-hydroxybenzoate	methyl 2-hydroxybenzoate-3,4,5,6-d4
methyl salicylate	ms	129851308	155.17	COC(=O)C1=CC=CC=C1O	[2H]C1=C(C(=C(C(=C1)C(=O)OC)O)[2H])[2H]	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3/i2D,3D,5D	OSWPMRLSEDHDFF-UHQGOLLYSA-N	methyl 3,4,5-trideuterio-2-hydroxybenzoate	methyl salicylate-d3
methyl salicylate	ms	134915257	154.16	COC(=O)C1=CC=CC=C1O	[2H]C1=C(C(=C(C=C1)[2H])O)C(=O)OC	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3/i4D,5D	OSWPMRLSEDHDFF-KFRNQKGQSA-N	methyl 3,6-dideuterio-2-hydroxybenzoate	methyl 3,6-dideuterio-2-hydroxybenzoate
methyl salicylate	ms	169443924	155.17	COC(=O)C1=CC=CC=C1O	[2H]C([2H])([2H])OC(=O)C1=CC=CC=C1O	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3/i1D3	OSWPMRLSEDHDFF-FIBGUPNXSA-N	trideuteriomethyl 2-hydroxybenzoate	methylsalicylate-d3
pentyl acetate	pa	12348	130.18	CCCCCOC(=O)C	CCCCCOC(=O)C	InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3	PGMYKACGEOXYJE-UHFFFAOYSA-N	pentyl acetate	amyl acetate
pentyl acetate	pa	91748638	132.20	CCCCCOC(=O)C	[2H]C([2H])C(=O)OCCCCC	InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3/i2D2	PGMYKACGEOXYJE-CBTSVUPCSA-N	pentyl 2,2-dideuterioacetate	pentyl-d2 acetate
pentyl acetate	pa	91748639	133.20	CCCCCOC(=O)C	[2H]C([2H])([2H])C(=O)OCCCCC	InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3/i2D3	PGMYKACGEOXYJE-BMSJAHLVSA-N	pentyl 2,2,2-trideuterioacetate	pentyl-d3 acetate
pentyl acetate	pa	163296862	132.20	CCCCCOC(=O)C	[2H]C([2H])(CC)CCOC(=O)C	InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3/i4D2	PGMYKACGEOXYJE-APZFVMQVSA-N	3,3-dideuteriopentyl acetate	3,3-dideuteriopentyl acetate
trans-2-hexenal	t2h	10460	98.14	CCCC=CC=O	CCCC=CC=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3	MBDOYVRWFFCFHM-UHFFFAOYSA-N	hex-2-enal	hexenal
trans-2-hexenal	t2h	5281168	98.14	CCCC=CC=O	CCC/C=C/C=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+	MBDOYVRWFFCFHM-SNAWJCMRSA-N	(E)-hex-2-enal	trans-2-hexenal
trans-2-hexenal	t2h	6428782	98.14	CCCC=CC=O	CCC/C=C\C=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4-	MBDOYVRWFFCFHM-PLNGDYQASA-N	(Z)-hex-2-enal	cis-2-hexenal
trans-2-hexenal	t2h	10464307	101.16	CCCC=CC=O	[2H]C([2H])([2H])CC/C=C/C=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+/i1D3	MBDOYVRWFFCFHM-TYYDCBDZSA-N	(E)-6,6,6-trideuteriohex-2-enal	2e-hexenal-d3
trans-2-hexenal	t2h	44606483	99.15	CCCC=CC=O	[2H]/C(=C\C=O)/CCC	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+/i4D	MBDOYVRWFFCFHM-NWUMDMOOSA-N	(E)-3-deuteriohex-2-enal	(E)-3-deuteriohex-2-enal
trans-2-hexenal	t2h	76973276	99.14	CCCC=CC=O	[13CH3]CC/C=C/C=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+/i1+1	MBDOYVRWFFCFHM-GOJDFDATSA-N	(E)-(613C)hex-2-enal	(E)-(613C)hex-2-enal
trans-2-hexenal	t2h	91443282	99.15	CCCC=CC=O	[2H]C(=CC=O)CCC	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/i4D	MBDOYVRWFFCFHM-QYKNYGDISA-N	3-deuteriohex-2-enal	3-deuteriohex-2-enal
trans-2-hexenal	t2h	100991387	100.16	CCCC=CC=O	[2H]/C(=C(/[2H])\C=O)/CCC	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+/i4D,5D	MBDOYVRWFFCFHM-AXXYTVHGSA-N	(E)-2,3-dideuteriohex-2-enal	trans-2-hexenal-d2
trans-2-hexenal	t2h	129889375	99.15	CCCC=CC=O	[2H]C(=CCCC)C=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/i5D	MBDOYVRWFFCFHM-UICOGKGYSA-N	2-deuteriohex-2-enal	hexenal-d
trans-2-hexenal	t2h	131708747	99.14	CCCC=CC=O	CCC/C=C/[13CH]=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+/i6+1	MBDOYVRWFFCFHM-XZIKGORFSA-N	(E)-(113C)hex-2-enal	(E)-(113C)hex-2-enal
trans-2-hexenal	t2h	166643343	99.15	CCCC=CC=O	[2H]/C(=C\CCC)/C=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+/i5D	MBDOYVRWFFCFHM-XZRIGFBESA-N	(E)-2-deuteriohex-2-enal	(e)-2-hexenal-d
trans-2-hexenal	t2h	169441269	100.16	CCCC=CC=O	[2H]C([2H])(CC)/C=C/C=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+/i3D2	MBDOYVRWFFCFHM-LKJHNYJMSA-N	(E)-4,4-dideuteriohex-2-enal	trans-2-hexenal-d2
trans-2-hexenal	t2h	169441270	102.17	CCCC=CC=O	[2H]C([2H])C([2H])([2H])C/C=C/C=O	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+/i1D2,2D2	MBDOYVRWFFCFHM-NFJVLHHZSA-N	(E)-5,5,6,6-tetradeuteriohex-2-enal	trans-2-hexenal-d4
pentanoic acid	va	114781	101.12	CCCCC(=O)[O-]	CCCCC(=O)[O-]	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/p-1	NQPDZGIKBAWPEJ-UHFFFAOYSA-M	pentanoate	pentanoate
pentanoic acid	va	7991	102.13	CCCCC(=O)O	CCCCC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)	NQPDZGIKBAWPEJ-UHFFFAOYSA-N	pentanoic acid	valeric acid
pentanoic acid	va	450630	101.13	CCCCC(=O)O	[11CH3]CCCC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1-1	NQPDZGIKBAWPEJ-BJUDXGSMSA-N	(511C)pentanoic acid	moli001158
pentanoic acid	va	11297939	101.13	CCCCC(=O)O	CCCC[11C](=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i5-1	NQPDZGIKBAWPEJ-SFIIULIVSA-N	(111C)pentanoic acid	(111C)pentanoic acid
pentanoic acid	va	12249092	103.14	CCCCC(=O)O	[2H]C(CCC)C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i4D	NQPDZGIKBAWPEJ-QYKNYGDISA-N	2-deuteriopentanoic acid	schembl23829777
pentanoic acid	va	12249093	105.15	CCCCC(=O)O	[2H]C(CC)C([2H])([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i3D,4D2	NQPDZGIKBAWPEJ-MPRALRHZSA-N	2,2,3-trideuteriopentanoic acid	pentanoic acid-d3
pentanoic acid	va	12249098	103.12	CCCCC(=O)O	CCCC[13C](=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i5+1	NQPDZGIKBAWPEJ-HOSYLAQJSA-N	(113C)pentanoic acid	valeric acid-1-13c
pentanoic acid	va	12249100	104.14	CCCCC(=O)O	[2H]C([2H])(CCC)C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i4D2	NQPDZGIKBAWPEJ-APZFVMQVSA-N	2,2-dideuteriopentanoic acid	pentanoic-2,2-d2 acid
pentanoic acid	va	12249101	104.14	CCCCC(=O)O	[2H]C([2H])(C)CCC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i2D2	NQPDZGIKBAWPEJ-CBTSVUPCSA-N	4,4-dideuteriopentanoic acid	pentanoic-4,4-d2 acid
pentanoic acid	va	12249102	103.12	CCCCC(=O)O	CCC[13CH2]C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i4+1	NQPDZGIKBAWPEJ-AZXPZELESA-N	(213C)pentanoic acid	schembl1331662
pentanoic acid	va	12249103	105.15	CCCCC(=O)O	[2H]C([2H])([2H])CCCC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1D3	NQPDZGIKBAWPEJ-FIBGUPNXSA-N	5,5,5-trideuteriopentanoic acid	pentanoic-5,5,5-d3 acid
pentanoic acid	va	12249105	103.12	CCCCC(=O)O	[13CH3]CCCC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1+1	NQPDZGIKBAWPEJ-OUBTZVSYSA-N	(513C)pentanoic acid	schembl1333240
pentanoic acid	va	12249106	112.19	CCCCC(=O)O	[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C(=O)O[2H]	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1D3,2D2,3D2,4D2/hD	NQPDZGIKBAWPEJ-GJKRRTAWSA-N	deuterio 2,2,3,3,4,4,5,5,5-nonadeuteriopentanoate	deuterio 2,2,3,3,4,4,5,5,5-nonadeuteriopentanoate
pentanoic acid	va	16211997	104.12	CCCCC(=O)O	CCCC[14C](=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i5+2	NQPDZGIKBAWPEJ-RHRFEJLCSA-N	(114C)pentanoic acid	(114C)pentanoic acid
pentanoic acid	va	45934159	111.19	CCCCC(=O)O	[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1D3,2D2,3D2,4D2	NQPDZGIKBAWPEJ-YNSOAAEFSA-N	2,2,3,3,4,4,5,5,5-nonadeuteriopentanoic acid	pentanoic-d9 acid
pentanoic acid	va	58618344	105.15	CCCCC(=O)O	[2H]C(C)C([2H])C([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i2D,3D,4D	NQPDZGIKBAWPEJ-NRUYWUNFSA-N	2,3,4-trideuteriopentanoic acid	2,3,4-trideuteriopentanoic acid
pentanoic acid	va	59859244	104.14	CCCCC(=O)O	[2H]C([2H])(CC)CC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i3D2	NQPDZGIKBAWPEJ-SMZGMGDZSA-N	3,3-dideuteriopentanoic acid	pentanoic-3,3-d2 acid
pentanoic acid	va	71309430	105.11	CCCCC(=O)O	[13CH3][13CH2][13CH2]CC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1+1,2+1,3+1	NQPDZGIKBAWPEJ-VMIGTVKRSA-N	(3,4,5-13C3)pentanoic acid	1173023-05-6
pentanoic acid	va	89368666	106.16	CCCCC(=O)O	[2H]C([2H])(C)CC([2H])([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i2D2,4D2	NQPDZGIKBAWPEJ-BYUTVXSXSA-N	2,2,4,4-tetradeuteriopentanoic acid	schembl14552734
pentanoic acid	va	91869832	105.15	CCCCC(=O)O	[H][C@]([2H])(C)[C@@]([H])([2H])[C@@]([H])([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i2D,3D,4D/t2-,3+,4+/m0/s1	NQPDZGIKBAWPEJ-XYSQWWBDSA-N	(2R,3R,4S)-2,3,4-trideuteriopentanoic acid	(2R,3R,4S)-2,3,4-trideuteriopentanoic acid
pentanoic acid	va	102124991	103.14	CCCCC(=O)O	[2H]C(CC)CC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i3D	NQPDZGIKBAWPEJ-WFVSFCRTSA-N	3-deuteriopentanoic acid	3-deuteriopentanoic acid
pentanoic acid	va	131701208	106.16	CCCCC(=O)O	[2H]C([2H])(CC)C([2H])([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i3D2,4D2	NQPDZGIKBAWPEJ-KHORGVISSA-N	2,2,3,3-tetradeuteriopentanoic acid	1219804-71-3
pentanoic acid	va	157506904	105.15	CCCCC(=O)O	[H][C@@]([2H])(C)[C@]([H])([2H])[C@]([H])([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i2D,3D,4D/t2-,3+,4+/m1/s1	NQPDZGIKBAWPEJ-OOSHRVAASA-N	(2S,3S,4R)-2,3,4-trideuteriopentanoic acid	(2S,3S,4R)-2,3,4-trideuteriopentanoic acid
pentanoic acid	va	162467665	110.18	CCCCC(=O)O	[2H]C([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1D2,2D2,3D2,4D2	NQPDZGIKBAWPEJ-SVYQBANQSA-N	2,2,3,3,4,4,5,5-octadeuteriopentanoic acid	schembl23829921
pentanoic acid	va	166746871	104.14	CCCCC(=O)O	[2H]C([2H])CCCC(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1D2	NQPDZGIKBAWPEJ-DICFDUPASA-N	5,5-dideuteriopentanoic acid	schembl23829607
pentanoic acid	va	166746872	104.14	CCCCC(=O)O	[2H]CCCC([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1D,4D	NQPDZGIKBAWPEJ-DRSKVUCWSA-N	2,5-dideuteriopentanoic acid	schembl23829608
pentanoic acid	va	166746887	106.16	CCCCC(=O)O	[2H]CC([2H])C([2H])C([2H])C(=O)O	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1D,2D,3D,4D	NQPDZGIKBAWPEJ-RHQRLBAQSA-N	2,3,4,5-tetradeuteriopentanoic acid	schembl23829664
pentanoic acid	va	166746977	110.18	CCCCC(=O)O	[2H]C([2H])C([2H])C([2H])([2H])C([2H])([2H])C(=O)O[2H]	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/i1D2,2D,3D2,4D2/hD	NQPDZGIKBAWPEJ-WGPFZJELSA-N	deuterio 2,2,3,3,4,5,5-heptadeuteriopentanoate	schembl23829922
