"1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3","1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3","1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3","1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3","1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3","1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,"1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3","1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3","1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3","1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3","1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+","1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
0.0,0.3703307528673561,1.345825209363465,0.9745493783738084,1.665820367347758,1.139348522449442,1.5939720658714311,1.255096882801497,1.7315540343550215,1.7167188677962386,1.4432354449659817,0.8423095698251908,1.1024695051747695,1.6790649591422961,1.2318901366795407,1.6148599087000288,1.5710650443141851
0.3703307528673561,0.0,1.4834821193538161,1.072282759114299,1.7218704949996726,1.1923068093981517,1.692381278065468,1.1342467189070298,1.4443784655863665,1.6230550624565319,1.704322519819449,0.5574896278565848,0.9178169068246685,1.637508633747733,1.0700434136777952,1.7948497108374133,1.781660875963225
1.345825209363465,1.4834821193538161,0.0,1.3145868055542307,1.342492149502096,1.3004257248020574,0.8520847570405068,1.2388917354905897,1.1505106087086925,1.587313242401459,1.4823610769430946,1.5696511458780067,1.2563046770953163,1.5092789041223071,1.2917739167798115,0.6186739550377693,1.1986556099453247
0.9745493783738084,1.072282759114299,1.3145868055542307,0.0,1.372582483425002,1.5180473220724395,1.8377320144386697,1.312399170288494,1.714321848075331,1.3311450133743783,1.139156150460859,0.9133432871784347,1.285046408063922,1.0455385661709458,1.122198551747937,1.5003751756221841,1.4264421984285671
1.665820367347758,1.7218704949996726,1.342492149502096,1.372582483425002,0.0,1.4915559731744807,1.340887747374852,0.7947935914148259,0.9186163584690673,0.8088641181514264,1.1734813546086482,1.6391327658937804,1.73711244195803,1.1695754474802538,0.6360358602334368,1.251022144483563,1.2331283865889227
1.139348522449442,1.1923068093981517,1.3004257248020574,1.5180473220724395,1.4915559731744807,0.0,0.9372404581171668,2.0,1.2009629817403746,1.0012503655948801,1.557222401299629,1.4793497146402066,1.2091436551323207,1.4160441421068273,1.7942258566634348,0.8501466284659402,0.8369550645798002
1.5939720658714311,1.692381278065468,0.8520847570405068,1.8377320144386697,1.340887747374852,0.9372404581171668,0.0,1.627776220186156,0.8318698462132933,1.255532887107737,1.1792541975973891,1.6794889909219437,0.8358392375704162,1.3302765224527455,1.6960922663309337,0.8011201134118032,1.010216243054894
1.255096882801497,1.1342467189070298,1.2388917354905897,1.312399170288494,0.7947935914148259,2.0,1.627776220186156,0.0,1.17103755154148,1.446831602927083,1.3105799599000567,1.1113813808007131,1.384655123117789,1.2282909666019692,0.41238718504085786,1.5313001041396932,1.688865016149542
1.7315540343550215,1.4443784655863665,1.1505106087086925,1.714321848075331,0.9186163584690673,1.2009629817403746,0.8318698462132933,1.17103755154148,0.0,1.0213396399947272,1.0753588624532722,1.6377668423011924,1.5158944380715011,1.062570299252555,1.308650731386537,1.009095622122074,1.2378263269011274
1.7167188677962386,1.6230550624565319,1.587313242401459,1.3311450133743783,0.8088641181514264,1.0012503655948801,1.255532887107737,1.446831602927083,1.0213396399947272,0.0,1.0339101215081812,1.4870574988120624,1.5828589276266531,0.8260680799627639,1.3111806799637296,1.304059581812889,0.9227925080663885
