"1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3","1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3","1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3","1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3","1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3","1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3","1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)","1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3","1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3","1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+","1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,"1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3"
1.538822051051971e-15,0.7844591848548459,0.6217469117451171,1.3506089539444646,1.056560697998937,1.1696634413502687,1.701771520880651,1.4934046983681897,1.70039465992341,1.495623678920863,1.162129974941776,1.275629633169257,1.3697615414395914,0.9727520230390018,0.9673823064415975,1.728668399833796,1.9444491471858125
0.7844591848548459,8.683995785176327e-16,0.6224425323747752,1.5392291924348607,1.0707895666334235,1.195133436067484,1.8625649438157477,1.724159002963385,1.7265669997374726,1.6734759230592704,1.5160428343057568,1.6403258667284897,1.6224066617373782,1.1748257141734657,1.035954270076495,1.7352799171528066,1.873072600614676
0.6217469117451171,0.6224425323747752,1.2463558717584677e-15,1.6131037050053743,1.2221065539894715,1.3328202984484319,1.7992328288257982,1.7092233093338374,1.796556039447701,1.6354246287396095,1.3866649153384016,1.464850529961203,1.482751969265099,1.0122032490444317,0.9215789259325193,1.7853577063117205,1.9629404388599112
1.3506089539444646,1.5392291924348607,1.6131037050053743,1.0866243430674005e-15,1.1141560206568577,0.9207775876883145,1.6887660827529483,1.6412452209226631,1.6731159776659594,1.9927112036131711,1.38593567208504,1.4784069252074685,1.6778174516274464,1.2582963358731556,1.442932484247214,1.7967040387106217,1.8339260752450126
1.056560697998937,1.0707895666334235,1.2221065539894715,1.1141560206568577,1.037130066571577e-15,0.4265197585778415,1.8046639224052556,1.552828674013653,1.7112785521938858,1.9158013366967896,1.3901606596388445,1.5639855079516607,1.380174334386077,1.0036695625161232,0.9456386220032581,1.7313233344598646,1.913790183754878
1.1696634413502687,1.195133436067484,1.3328202984484319,0.9207775876883145,0.4265197585778415,8.908969769248252e-16,1.7748828587081469,1.5613156651611668,1.6651674318469776,1.9897852775263636,1.3902687973516328,1.5565751159983119,1.418787508338514,1.0392233936262225,1.0723695904671697,1.7198030108733553,1.8562196275941902
1.701771520880651,1.8625649438157477,1.7992328288257982,1.6887660827529483,1.8046639224052556,1.7748828587081469,8.43652440269721e-16,1.4661511237788822,1.8978363512187326,1.9216015273367024,1.7433421734449777,1.8409207209629705,1.9618850121242548,1.7878547368628444,1.827080336851403,1.9581309158198297,1.935492569272629
1.4934046983681897,1.724159002963385,1.7092233093338374,1.6412452209226631,1.552828674013653,1.5613156651611668,1.4661511237788822,8.908969769248252e-16,1.9482622479273672,1.9199946477208976,1.3544894487013108,1.5715365824314071,1.7874198977772189,1.63323252388521,1.748342691412521,1.7066673061105062,1.9755734362271629
1.70039465992341,1.7265669997374726,1.796556039447701,1.6731159776659594,1.7112785521938858,1.6651674318469776,1.8978363512187326,1.9482622479273672,8.279042613846862e-16,1.7736908972307897,1.698544358869428,1.5967022173268899,1.629452873967476,1.73966220617704,1.7046788779388904,1.837803356377084,1.8661537145740485
1.495623678920863,1.6734759230592704,1.6354246287396095,1.9927112036131711,1.9158013366967896,1.9897852775263636,1.9216015273367024,1.9199946477208976,1.7736908972307897,1.1181207008374701e-15,1.7687627704690072,1.6372959225093893,1.5339737815220895,1.7193045684476382,1.5791053842709997,1.9388715382999684,1.9943105215936
